ResourceID,brocade.id,card,order,source_field,source_code,Product stadium
68d9f3f7-a0ae-5f3b-98ea-44a4066bf6ae,tg:rubgr:1272,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
4b30ba12-3718-5f16-85cc-a148c3099306,tg:rubgr:3106,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
2496749e-e397-508d-9d31-af4792cd1a02,tg:rubgr:1253,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
65cb2016-816f-5625-9333-9ba7727f8a14,tg:rubgr:4596,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
351c0d30-2246-5385-bd0d-0098c0d1ee75,tg:rubgr:484,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
58d72c1f-b39e-5f9b-8d63-f946c560f415,tg:rubgr:1274,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
4d2e46bf-511d-5d59-b3db-ac6d1523edd1,tg:rubgr:221,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
02575190-c155-59c5-965f-2248f0a728e8,tg:rubgr:4737,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
ad36ebe7-cbc7-5dec-9ddb-92c8d97c63f7,tg:rubgr:2925,ProductStadiums,2,kenmerken.rubedformgr,dtrvkb,drafts (documents)
4cd2f04a-7b90-5b3a-a69d-ce874577e248,tg:rubgr:147,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
f776090b-7376-5fa5-8d54-21b229271380,tg:rubgr:4195,ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
