ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Titles,1,id.title/title/merged,"Voorstudie voor de affiche ""Stad Antwerpen / Guldensporenviering / Reinaert De Vos.""",titles proper,Dutch (language)
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Titles,1,id.title/title/merged,"Baker
Kostuumontwerp voor het toneelstuk ""Trijntje van Saardam"". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",titles proper,Dutch (language)
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Titles,1,id.title/title/merged,"Old Gobbo.
Kostuumontwerp voor het toneelstuk ""De Koopman van Venetië"" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",titles proper,Dutch (language)
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Titles,1,id.title/title/merged,"Zaal bij Perdino.
Decorontwerp.",titles proper,Dutch (language)
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Titles,1,id.title/title/merged,"""Le mendiant, le singe"" (De bedelaar, de aap)
Kostuumontwerpen voor ""La Chapelle de la Miséricorde"" (Kapel van de Barmhartigheid).",titles proper,Dutch (language)
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Titles,1,id.title/title/merged,"La Terre (De Aarde)
Kostuumontwerp voor ""La Terre et les Hommes"" (De Aarde en de Mensen).",titles proper,Dutch (language)
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Titles,1,id.title/title/merged,"Decorontwerp ""Een ballet wordt geboren""",titles proper,Dutch (language)
0946f068-5ab0-5558-bd03-4f927fba0f5e,tg:lhaq:8706,Titles,1,id.title/title/merged,"Decorontwerp voor het humoristisch toneelstuk ""De Knecht van twee Meesters"". Deze ""Commedia dell'Arte"" voorstelling geschreven in 1745, is een van de meest beroemde werken van de Venetiaanse auteur Carlo Goldoni.",titles proper,Dutch (language)
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Titles,1,id.title/title/merged,"De vogel in de Kunst
Collage",titles proper,Dutch (language)
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Titles,1,id.title/title/merged,"Boertje / boerinnetje / jagertje / het dametje / Peter en de Wolf van Prokofiev.
Schetsen in potlood en aquarel voor verschillende personages en voor en voostelling van Prokofiev.",titles proper,Dutch (language)
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,Titles,1,id.title/title/merged,Interieur St Niklaaskerk Gent,titles proper,Dutch (language)
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Titles,1,id.title/title/merged,"De Soldaat
Kostuumontwerp voor Boerenkermis.",titles proper,Dutch (language)
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,Titles,1,id.title/title/merged,Bomen,titles proper,Dutch (language)
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Titles,1,id.title/title/merged,Peter Terrin,titles proper,Dutch (language)
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Titles,1,id.title/title/merged,"Joffer
Kostuumontwerp voor het toneelstuk ""Trijntje van Saardam"". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",titles proper,Dutch (language)
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Titles,1,id.title/title/merged,"Lady Macbeth
Kostuumontwerp voor Macbeth van William Shakespeare. Deze tragedie (geschreven rond 1603-1606), werd door de KNS in Antwerpen van 12-02-1955 tot 17-02-1955 opgevoerd.",titles proper,Dutch (language)
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Titles,1,id.title/title/merged,"Decorontwerp voor het 7de tafereel van ""Genoveva"" van Friedrich Hebbel",titles proper,Dutch (language)
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Titles,1,id.title/title/merged,Kortharige man met snor en kinbaard. Borststuk.,titles proper,Dutch (language)
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Titles,1,id.title/title/merged,"Aragon
Kostuumontwerp voor het toneelstuk ""De Koopman van Venetië"" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",titles proper,Dutch (language)
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Titles,1,id.title/title/merged,Decorontwerp voor de proloog van ?De tocht naar de liefde? van Jozef Boon,titles proper,Dutch (language)
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Titles,1,id.title/title/merged,"Petkoff
Kostuumontwerpen voor het toneelstuk ""Oorlogsmannen"" (Arms and the Man) van de Ierse schrijver George Bernard Shaw.<br> Deze komedie in drie bedrijven geschreven in 1894, werd door de KNS te Antwerpen, van  14-04-1973 tot 30-04-1973 opgevoerd.",titles proper,Dutch (language)
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Titles,1,id.title/title/merged,Legende de Sacumtala,titles proper,Dutch (language)
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Titles,1,id.title/title/merged,"Inn - Musician.
Kostuumontwerp voor muzikant van een herberg.",titles proper,Dutch (language)
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Titles,1,id.title/title/merged,Ruiter met een vlag op het strand,titles proper,Dutch (language)
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,Titles,1,id.title/title/merged,"Gommaer
Kostuumontwerp voor ""Leontientje"" van Felix Timmermans",titles proper,Dutch (language)
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Titles,1,id.title/title/merged,"Overste
Kostuumontwerp voor het toneelstuk De Avonturen van de brave Soldaat Schweijk van Jaroslav Hasek, uitgevoerd door de KNS in 1952.",titles proper,Dutch (language)
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Titles,1,id.title/title/merged,Indian Summer.,titles proper,Dutch (language)
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,Titles,1,id.title/title/merged,Portret van René Engelen,titles proper,Dutch (language)
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Titles,1,id.title/title/merged,"Faune
Kostuumontwerp voor de balletvoorstelling Triomf van De Geest, met scenario van Pip Wouters en muziek van Willem Kersters.",titles proper,Dutch (language)
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Titles,1,id.title/title/merged,Kalende zwaarlijvige oude man met grote snor.,titles proper,Dutch (language)
