brocade.id,ResourceID,card,order,Comment,if.user,Legacy Comment Type
tg:lhaq:8881,62450c5b-0a35-5d36-b684-1e7c66e4a1c9,Users,1,ICONOGRAFIE/ 8881i,usystem,commentaar gebruiker
tg:lhaq:8751,1eec0799-63fa-543c-a3d0-be891a0c181c,Users,1,ICONOGRAFIE/ 8751i,usystem,commentaar gebruiker
tg:lhaq:9005,56e6263a-af53-574e-ae41-5addeaf522f7,Users,1,ICONOGRAFIE/ 9005i,usystem,commentaar gebruiker
tg:lhaq:8993,823461b2-0712-56a4-8ed4-be9310e7baa7,Users,1,ICONOGRAFIE/ 8993i,usystem,commentaar gebruiker
tg:lhaq:8706,0946f068-5ab0-5558-bd03-4f927fba0f5e,Users,1,ICONOGRAFIE/ 8706i,usystem,commentaar gebruiker
tg:lhaq:9052,5d08dca6-26ef-556a-a3d9-ec1296c7d5de,Users,1,ICONOGRAFIE/ 9052i ,usystem,commentaar gebruiker
tg:lhaq:8985,f051649c-2a76-5b5a-8afd-6f3b95716bc4,Users,1,ICONOGRAFIE/ 8985i,usystem,commentaar gebruiker
tg:lhaq:8878,b115a4c2-902f-58fd-bf56-710a9ed715cc,Users,1,ICONOGRAFIE/ 8878i,usystem,commentaar gebruiker
tg:lhaq:8897,1c2549b2-f726-5e8d-b9d9-6024da36156d,Users,1,ICONOGRAFIE/ 8897i,jrobert,commentaar gebruiker
tg:lhaq:7261,2889da1d-de01-506d-a2b8-86ab9eaf34d7,Users,1,Inventaris Karel Verlatschenking K.V. 045.,usystem,commentaar gebruiker
tg:lhaq:8747,090a8e15-d13b-556d-9d94-a248ac6264bf,Users,1,ICONOGRAFIE/ 8747i,usystem,commentaar gebruiker
tg:lhaq:9013,135c55d1-f7f0-5ed0-ac20-77c41a3026c4,Users,1,ICONOGRAFIE/ 9013i,usystem,commentaar gebruiker
tg:lhaq:8679,e9b2a80c-720e-5fb9-88c6-7dca2e80d611,Users,1,ICONOGRAFIE/ 8679i,usystem,commentaar gebruiker
