ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,2,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,3,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,4,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Archives,1,isad:lh:96055,"dlod={""id"":""ark:/24970/x0/4274081d-a6ac-58ea-869a-b50473a1a735"",""text"":""Aquarellen"",""name"":""Aquarellen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/4274081d-a6ac-58ea-869a-b50473a1a735
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Archives,1,isad:lh:97242,"dlod={""id"":""ark:/24970/x0/8866804d-1aaf-50de-b70b-aca63396cab4"",""text"":""Tekeningen en aquarellen door au::6438"",""name"":""Tekeningen en aquarellen door au::6438"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/8866804d-1aaf-50de-b70b-aca63396cab4
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Archives,1,isad:lh:95984,"dlod={""id"":""ark:/24970/x0/000769b5-45dd-557d-ad19-05f55fe07943"",""text"":""Aquarellen"",""name"":""Aquarellen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/000769b5-45dd-557d-ad19-05f55fe07943
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,Archives,1,isad:lh:145680,"dlod={""id"":""ark:/24970/x0/bdbe228c-3f68-514a-b234-2c87c1c67b23"",""text"":""Aquarellen"",""name"":""Aquarellen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/bdbe228c-3f68-514a-b234-2c87c1c67b23
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Archives,1,isad:lh:96017,"dlod={""id"":""ark:/24970/x0/019f1ac4-770a-5270-870c-88951744ddee"",""text"":""Aquarellen door au::19638"",""name"":""Aquarellen door au::19638"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/019f1ac4-770a-5270-870c-88951744ddee
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Archives,1,isad:lh:95994,"dlod={""id"":""ark:/24970/x0/bebcf9e8-2d69-5e94-876e-7e891475f2fa"",""text"":""Aquarellen door au::19590"",""name"":""Aquarellen door au::19590"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/bebcf9e8-2d69-5e94-876e-7e891475f2fa
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Archives,1,isad:lh:95957,"dlod={""id"":""ark:/24970/x0/38f1c68d-bd2a-5a78-bab0-905f3f3a9113"",""text"":""Aquarellen"",""name"":""Aquarellen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/38f1c68d-bd2a-5a78-bab0-905f3f3a9113
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Archives,1,isad:lh:95960,"dlod={""id"":""ark:/24970/x0/9338372a-8abc-54b3-9a4d-4390cbb883a3"",""text"":""Aquarellen door au::12541"",""name"":""Aquarellen door au::12541"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/9338372a-8abc-54b3-9a4d-4390cbb883a3
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Archives,1,isad:lh:96034,"dlod={""id"":""ark:/24970/x0/8ef826f2-646a-54b6-b012-905c014f3c95"",""text"":""Aquarellen door au::18808"",""name"":""Aquarellen door au::18808"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/8ef826f2-646a-54b6-b012-905c014f3c95
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Archives,1,isad:lh:95930,"dlod={""id"":""ark:/24970/x0/e03a4cc8-e857-5ffe-a43c-c9b2f72638f0"",""text"":""Aquarellen door au::17210"",""name"":""Aquarellen door au::17210"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/e03a4cc8-e857-5ffe-a43c-c9b2f72638f0
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,Archives,1,isad:lh:95914,"dlod={""id"":""ark:/24970/x0/8f79462f-043f-5234-bd71-063817c37b76"",""text"":""Aquarellen door au::4478"",""name"":""Aquarellen door au::4478"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/8f79462f-043f-5234-bd71-063817c37b76
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Archives,1,isad:lh:96041,"dlod={""id"":""ark:/24970/x0/d3b9c39b-db8d-57aa-992d-c1ca68c8c0ee"",""text"":""Aquarellen"",""name"":""Aquarellen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d3b9c39b-db8d-57aa-992d-c1ca68c8c0ee
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Archives,1,isad:lh:95916,"dlod={""id"":""ark:/24970/x0/57161a3c-2f0c-5969-a9ab-e97491f8cb4c"",""text"":""Aquarellen"",""name"":""Aquarellen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/57161a3c-2f0c-5969-a9ab-e97491f8cb4c
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Archives,1,isad:lh:95953,"dlod={""id"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""text"":""Aquarellen door au::16765"",""name"":""Aquarellen door au::16765"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
