ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
c5db2aef-7be7-5a21-9146-0c4b9cde508c,tg:lhdc:3721,Titles,1,id.title/title/merged,De mirakel van Sint-bavo,titles proper,Dutch (language)
294454d0-be4b-54ae-92e9-6da58a5fdd5f,tg:lhdc:2833,Titles,1,id.title/title/merged,Kwik de eekhoorn,titles proper,Dutch (language)
a043845f-7554-5ff0-9205-b645bb32caed,tg:lhdc:729,Titles,1,id.title/title/merged,Midone van Bioulx,titles proper,Dutch (language)
17f2318d-1e2a-5593-8b6f-17e0cdf17fd3,tg:lhdc:3371,Titles,1,id.title/title/merged,De verschrikkelijke iwan,titles proper,Dutch (language)
f90aee64-fa2e-5c5e-beca-16af546e9bdf,tg:lhdc:683,Titles,1,id.title/title/merged,Standbeelden in de wildernis,titles proper,Dutch (language)
456fc8e4-524f-59bb-a7be-d14de36f2633,tg:lhdc:379,Titles,1,id.title/title/merged,"""Eere diploma Handelskorrespondent""",titles proper,Dutch (language)
fc51f64c-6faa-5946-b18e-64976edf9643,tg:lhdc:2999,Titles,1,id.title/title/merged,Wetenschappelike snufjes,titles proper,Dutch (language)
adac8886-4115-53ba-a5e9-e97f1cbeecb6,tg:lhdc:2130,Titles,1,id.title/title/merged,Een bijzonder zeldzame vogel,titles proper,Dutch (language)
8e73840d-ac58-587b-b2db-ae1081b28992,tg:lhdc:2560,Titles,1,id.title/title/merged,Regen,titles proper,Dutch (language)
b6e13194-eff2-58b9-a59e-60cfe66a3091,tg:lhdc:2075,Titles,1,id.title/title/merged,10 jaar geen nachtegaal,titles proper,Dutch (language)
181ceed4-eaff-5bd2-b8e4-36ec55a0c248,tg:lhdc:2425,Titles,1,id.title/title/merged,De brandende fietser,titles proper,Dutch (language)
1c32b364-f7f8-5d9c-924e-ed3e8a2ec4c9,tg:lhdc:3664,Titles,1,id.title/title/merged,De mooie ganzenhoedster,titles proper,Dutch (language)
b0927ea5-92c6-5720-af4d-1332e48ba275,tg:lhdc:1659,Titles,1,id.title/title/merged,Om zeven uur thuis,titles proper,Dutch (language)
06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9,tg:lhdc:2976,Titles,1,id.title/title/merged,Thea en Ingel,titles proper,Dutch (language)
b7413771-a7fa-596e-a06c-03d3ae9a0146,tg:lhdc:396,Titles,1,id.title/title/merged,Bericht aangaande de prijsuitreiking op bovenvermelde datum op het Kollegie van Ste Barbara - krantenknipsel,titles proper,Dutch (language)
93ffcee9-3198-5991-8a1f-f4bd6de1aca1,tg:lhdc:3234,Titles,1,id.title/title/merged,Pagadderke als dedective,titles proper,Dutch (language)
fe4bd5d8-bcac-5756-b7f4-5c0b5cc0308a,tg:lhdc:1209,Titles,1,id.title/title/merged,Fiat justitia,titles proper,Dutch (language)
54b55676-f60f-5f9d-abfd-fc6ab28fa0dd,tg:lhdc:1823,Titles,1,id.title/title/merged,Het mes,titles proper,Dutch (language)
a0bfd496-bdb9-5974-ba6e-4efdac4a96c7,tg:lhdc:1989,Titles,1,id.title/title/merged,De voorbijganger,titles proper,Dutch (language)
1f6e8fbd-93f1-5fd9-9d8e-029293aa8c69,tg:lhdc:4322,Titles,1,id.title/title/merged,Yerma (1e deel),titles proper,Dutch (language)
194273e5-dce2-55d6-9225-a1a39c7683c4,tg:lhdc:1120,Titles,1,id.title/title/merged,De droom van Marius Mergpijp,titles proper,Dutch (language)
4968b442-83f7-5ac9-8739-78a9594fbb21,tg:lhdc:545,Titles,1,id.title/title/merged,De rechtvaardige,titles proper,Dutch (language)
e82a4066-c13b-5c1e-a89a-f242d880158f,tg:lhdc:1570,Titles,1,id.title/title/merged,De niet -  vergeten gevangene,titles proper,Dutch (language)
69b18b18-bbe4-5c3f-8fce-82f5a18111df,tg:lhdc:4288,Titles,1,id.title/title/merged,"Rode anjers. ""Red carnations""",titles proper,Dutch (language)
9260ac3a-493b-5c96-8e8b-2c088046afcd,tg:lhdc:3058,Titles,1,id.title/title/merged,Drie muizen voor de abt,titles proper,Dutch (language)
918e407c-5088-545f-9600-7455a2ad5ade,tg:lhdc:4267,Titles,1,id.title/title/merged,Moany's jongen huilt niet,titles proper,Dutch (language)
a4f839b8-c912-557b-91e8-49e0629b7ca8,tg:lhdc:1435,Titles,1,id.title/title/merged,De vrijwielers,titles proper,Dutch (language)
c73efc8c-499e-5620-9f16-d42150dabc4f,tg:lhdc:3408,Titles,1,id.title/title/merged,"De avonturen van Bruin, Bezem en Bietekwiet (1)",titles proper,Dutch (language)
14f597ea-cc38-5294-ac90-c97e8f7570c6,tg:lhdc:4637,Titles,1,id.title/title/merged,De zaak Angeline Van Ginnink,titles proper,Dutch (language)
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,tg:lhdc:400,Titles,1,id.title/title/merged,Verslag van de 4e Eeuwsviering Sint Lucasgilde - Antwerpse Kermis - krantenknipsel.,titles proper,French (language)
1c069000-f37d-58f1-9832-62d2d4955dc6,tg:lhdc:1966,Titles,1,id.title/title/merged,Het water,titles proper,Dutch (language)
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,tg:lhdc:2649,Titles,1,id.title/title/merged,Roodkapje,titles proper,Dutch (language)
863f5eca-b4fe-5ff0-9545-a487d5b19de6,tg:lhdc:953,Titles,1,id.title/title/merged,De Pauw,titles proper,Dutch (language)
2efcd247-0093-5f43-a4c1-a70f6ed1403e,tg:lhdc:2219,Titles,1,id.title/title/merged,De firma/de societeit,titles proper,Dutch (language)
697fed17-e5ee-59ed-b9eb-5126ec80b459,tg:lhdc:2537,Titles,1,id.title/title/merged,Oscar wilde in America,titles proper,Dutch (language)
d1575020-0721-5685-a972-e30c2476f8a8,tg:lhdc:2167,Titles,1,id.title/title/merged,Duo,titles proper,Dutch (language)
