ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
5afeb490-cc8e-57e9-a983-92e3cbe01821,tg:lhhs:3721,Dimensions,kenmerken/lhformaths.lhformathsafm,277,hoogte van voetstuk,millimeter
5afeb490-cc8e-57e9-a983-92e3cbe01821,tg:lhhs:3721,Dimensions,kenmerken/lhformaths.lhformathsafm,219,breedte van voetstuk,millimeter
d60b5c1f-8e9c-529a-96e5-e517a2d14757,tg:lhhs:2833,Dimensions,kenmerken/lhformaths.lhformathsafm,276,hoogte van voetstuk,millimeter
d60b5c1f-8e9c-529a-96e5-e517a2d14757,tg:lhhs:2833,Dimensions,kenmerken/lhformaths.lhformathsafm,215,breedte van voetstuk,millimeter
d1346b06-06c9-5cd9-be9c-2e0853cfb994,tg:lhhs:13232,Dimensions,kenmerken/lhformaths.lhformathsafm,271,hoogte van voetstuk,millimeter
d1346b06-06c9-5cd9-be9c-2e0853cfb994,tg:lhhs:13232,Dimensions,kenmerken/lhformaths.lhformathsafm,211,breedte van voetstuk,millimeter
09ef6e56-46fd-54dd-aa9b-2ac90a298d32,tg:lhhs:16030,Dimensions,kenmerken/lhformaths.lhformathsafm,295,hoogte van voetstuk,millimeter
09ef6e56-46fd-54dd-aa9b-2ac90a298d32,tg:lhhs:16030,Dimensions,kenmerken/lhformaths.lhformathsafm,210,breedte van voetstuk,millimeter
6590b326-525f-569f-a17a-d21202abc47a,tg:lhhs:6523,Dimensions,kenmerken/lhformaths.lhformathsafm,310,hoogte van voetstuk,millimeter
6590b326-525f-569f-a17a-d21202abc47a,tg:lhhs:6523,Dimensions,kenmerken/lhformaths.lhformathsafm,214,breedte van voetstuk,millimeter
782d17f9-dfac-5e90-9378-e15be88c2b68,tg:lhhs:6489,Dimensions,kenmerken/lhformaths.lhformathsafm,222,hoogte van voetstuk,millimeter
