ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
be9fbdf2-a390-5af4-a25f-92642d888828,tg:rubgr:2291_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
89af0a17-791d-5de8-bb46-7fccb071810e,tg:rubgr:875_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
bdc3383d-9021-5809-b326-0dd2e4be85fa,tg:rubgr:2275_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
e03aedba-3d8a-5cc6-af78-7216604496f0,tg:rubgr:2171_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
5521d356-617e-5156-8ad4-377790630ebd,tg:rubgr:1363_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
68b2ae08-eb91-5593-bd58-d9017335f947,tg:rubgr:2734_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
a25dd7f7-7077-54f7-8b8c-6bb64c3befe3,tg:rubgr:2298_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
d34f89c2-005d-5f23-8a82-3e7a916c8cb4,tg:rubgr:2288_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
5bd03bb6-01a3-5c0f-b759-80f0e15201e0,tg:rubgr:2359_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
1d1d9058-015c-54a0-b061-3425dc09856a,tg:rubgr:4344_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
1d1d9058-015c-54a0-b061-3425dc09856a,tg:rubgr:4344_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvod,printing (process)
978b807a-79ed-55e5-99dc-858245a16fad,tg:rubgr:3151_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
88b8fb28-c878-5c47-aee4-0df2d01027ce,tg:rubgr:2366_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
c7a1fe06-9e35-564f-9dc1-a0b844da3402,tg:rubgr:187_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
c17afd2f-114b-54bb-9fe4-3c340d7a23e5,tg:rubgr:2062_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
f05ee606-e372-5efc-9ca2-69df9343b594,tg:rubgr:1318_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
c6e00ada-9d71-5c1b-84dd-4a727231c63b,tg:rubgr:2304_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
9aad8322-88e4-57ad-b44f-b32c31ac5ad4,tg:rubgr:2429_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
