ResourceID,brocade.id,card,source_date,Restriction Type
e8b2718e-47fd-5bfb-a9f7-56f2244da775,tg:rubgr:53_#1,e22_UsageRestrictions,1955-10-05,permission required
a25dd7f7-7077-54f7-8b8c-6bb64c3befe3,tg:rubgr:2298_#1,e22_UsageRestrictions,1956-uu-uu,permission required
5bd03bb6-01a3-5c0f-b759-80f0e15201e0,tg:rubgr:2359_#1,e22_UsageRestrictions,1974-uu-uu,permission required
88b8fb28-c878-5c47-aee4-0df2d01027ce,tg:rubgr:2366_#1,e22_UsageRestrictions,1953-09-03,permission required
1833c4cd-5e6d-5c6a-ba40-856fdeeef062,tg:rubgr:708_#1,e22_UsageRestrictions,1953-07-03,permission required
5fbc85b8-5f9f-53c0-8fda-5c8276739340,tg:rubgr:375_#1,e22_UsageRestrictions,1953-09-03,permission required
73fad1ee-6bdc-5191-9541-16604a70438e,tg:rubgr:52_#1,e22_UsageRestrictions,1955-10-05,permission required
7612529c-be98-5777-a592-fefcf85b119a,tg:rubgr:2686_#1,e22_UsageRestrictions,1976-05-13,permission required
385eaa7e-9719-52fe-895b-38aeecf7396e,tg:rubgr:2415_#1,e22_UsageRestrictions,1961-09-06,permission required
e54422cc-2daa-5f84-ade3-ba731e877c68,tg:rubgr:2317_#1,e22_UsageRestrictions,1978-uu-uu,permission required
d6e58063-7346-5cc3-b566-b5f600f0e229,tg:rubgr:179_#1,e22_UsageRestrictions,1953-06-17,permission required
a13688b7-a652-5692-8e9d-4e2386a8bf6f,tg:rubgr:1150_#1,e22_UsageRestrictions,1953-09-03,permission required
a4a52a0d-9254-59f1-85ce-91472ab1d452,tg:rubgr:51_#1,e22_UsageRestrictions,1955-06-01,permission required
7b2990b8-8463-58da-ac3f-ccde569c02b7,tg:rubgr:349_#1,e22_UsageRestrictions,1958-08-28,permission required
3c8077e1-b050-597a-99e8-9541a69df2d9,tg:rubgr:1546_#1,e22_UsageRestrictions,1953-09-03,permission required
65eadaab-0e66-5751-9d94-ce8a25a25b11,tg:rubgr:1182_#1,e22_UsageRestrictions,1953-09-03,permission required
15bf91f7-232c-551e-92c7-cdb89f5ff7e1,tg:rubgr:2668_#1,e22_UsageRestrictions,1968-08-15,permission required
3221e1d3-3df2-5e40-aee8-16b9e37d4081,tg:rubgr:4115_#1,e22_UsageRestrictions,1971-09-09,permission required
5484e522-6b49-5fff-a0df-e0d5609879d3,tg:rubgr:180_#1,e22_UsageRestrictions,1953-07-02,permission required
c024f403-012c-54f6-a4a4-92eff873da2b,tg:rubgr:174_#1,e22_UsageRestrictions,1953-12-18,permission required
5ad36b2f-2e17-5c78-8fbf-c18451679114,tg:rubgr:54_#1,e22_UsageRestrictions,1966-05-17,permission required
96c8311b-4e05-507f-9078-e1569073177b,tg:rubgr:3340_#1,e22_UsageRestrictions,1956-11-10,permission required
052dbb9b-0830-59d6-9ce7-821ef68d7b72,tg:rubgr:1890_#1,e22_UsageRestrictions,1956-12-05,permission required
a7d37a8e-71ff-557f-920a-ec3943dd6a03,tg:rubgr:55_#1,e22_UsageRestrictions,1966-05-17,permission required
ea5bfc38-1452-5545-a217-7ba3c92426ac,tg:rubgr:2384_#1,e22_UsageRestrictions,1953-09-03,permission required
9493c548-e4a4-5f5b-813d-6fc2817b9f4c,tg:rubgr:2235_#1,e22_UsageRestrictions,1960-06-04,permission required
074b7832-2cb0-597d-8460-993a67033e11,tg:rubgr:2153_#1,e22_UsageRestrictions,1953-09-03,permission required
aed2f538-38a9-54b5-83bd-8d6fb8544c95,tg:rubgr:1239_#1,e22_UsageRestrictions,1953-09-03,permission required
7e40752d-9e02-5e66-adbc-91c594587537,tg:rubgr:182_#1,e22_UsageRestrictions,1953-06-17,permission required
6c95cfa5-8427-5474-9865-fce5935cdb01,tg:rubgr:2682_#1,e22_UsageRestrictions,1975-12-22,permission required
48192019-f587-5f02-8b17-4b6c6045eb53,tg:rubgr:226_#1,e22_UsageRestrictions,1965-11-26,permission required
878f7761-58e6-5d08-b6fa-8d94b5c6fbc8,tg:rubgr:1637_#1,e22_UsageRestrictions,1953-11-03,permission required
a0b79c07-8456-5dd3-86a8-cc094f18828d,tg:rubgr:2447_#1,e22_UsageRestrictions,1953-09-03,permission required
ca96b022-da84-5652-a35b-7e24f95146af,tg:rubgr:1848_#1,e22_UsageRestrictions,1954-07-29,permission required
