ResourceID,brocade.id,card,order,source_code,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_OriginalBrocade,1,kw,52eca42b-9f44-5cb3-a2e2-61627f08810c,au::10517,keywords,,
41d4d044-8bd2-5b13-9e1c-68858e7f8a99,tg:rubgr:1048,e73_OriginalBrocade,2,kw,4fd76377-5c60-5949-a1f5-8d7453c6c945,au::28097,keywords,,
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,e73_OriginalBrocade,1,kw,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,e73_OriginalBrocade,2,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,e73_OriginalBrocade,3,kw,4fd76377-5c60-5949-a1f5-8d7453c6c945,au::28097,keywords,,
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_OriginalBrocade,1,kw,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_OriginalBrocade,2,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
1feb38a0-4184-57f3-92a5-449b8900a94d,tg:rubgr:2601,e73_OriginalBrocade,3,kw,adc10a3d-d3e4-5f12-b76b-ddce078b7105,au::18500,keywords,,
68671868-8c15-5c97-a88d-451a6bd1a5a1,tg:rubgr:1397,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
68671868-8c15-5c97-a88d-451a6bd1a5a1,tg:rubgr:1397,e73_OriginalBrocade,2,kw,6f5aef52-f1ad-5f58-a70d-2bd0c425eb74,au::12271,keywords,,
3f4882e7-2156-50ad-a957-b12c1adb704d,tg:rubgr:2673,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
3f4882e7-2156-50ad-a957-b12c1adb704d,tg:rubgr:2673,e73_OriginalBrocade,2,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
76bcbd31-48ff-5795-a470-2bde7a197ac1,tg:rubgr:2505,e73_OriginalBrocade,1,kw,96b4e14d-110b-560e-b4a8-baa39d4a43e2,au::10469,keywords,,
b40a3314-d12e-5182-b572-f9b4c6a3b02e,tg:rubgr:53,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
8f9d4bdc-49dc-5899-a716-7a55e9a231b1,tg:rubgr:3334,e73_OriginalBrocade,1,kw,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,
8f9d4bdc-49dc-5899-a716-7a55e9a231b1,tg:rubgr:3334,e73_OriginalBrocade,2,kw,d01a462a-1d54-5ba8-8442-1e49b3ca723e,au::3232,keywords,,
8f9d4bdc-49dc-5899-a716-7a55e9a231b1,tg:rubgr:3334,e73_OriginalBrocade,3,kw,678d06af-3067-5686-aa6e-e46acd4acc0a,au::7000,keywords,,
8f9d4bdc-49dc-5899-a716-7a55e9a231b1,tg:rubgr:3334,e73_OriginalBrocade,4,kw,51235f44-a7e4-5ca0-a78d-4890ed985df7,au::28177,keywords,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,e73_OriginalBrocade,1,kw,415d3970-81f1-5551-a6e8-42f5af0b534e,au::2463,keywords,,
3ac99a10-14b5-56e2-b1f0-b960ec33ed93,tg:rubgr:4641,e73_OriginalBrocade,1,kw,adc10a3d-d3e4-5f12-b76b-ddce078b7105,au::18500,keywords,,
c91fe4a8-0538-5f67-82d4-7531ea37ddf1,tg:rubgr:2430,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
741a0ead-6c6a-5bc8-ad4f-a0eddbf5e38d,tg:rubgr:2548,e73_OriginalBrocade,1,kw,6f5aef52-f1ad-5f58-a70d-2bd0c425eb74,au::12271,keywords,,
b7769732-1102-575a-97b1-9f9e27c2732d,tg:rubgr:2171,e73_OriginalBrocade,1,kw,e08fb7fb-58d5-5ef1-b36e-d31dd82d8184,au::3026,keywords,,
ddc618c4-b2dc-5f55-a936-9783958df595,tg:rubgr:1363,e73_OriginalBrocade,1,kw,e1a8e628-0fd2-5408-9a76-34436db1803d,au::107120,keywords,,
1fa17693-cbd8-5182-93f6-14a1b39ad5f6,tg:rubgr:2298,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
379c31fe-8604-5592-b341-57c7d71fc6f1,tg:rubgr:754,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
379c31fe-8604-5592-b341-57c7d71fc6f1,tg:rubgr:754,e73_OriginalBrocade,2,kw,2fddc99e-fad4-5c30-8089-c503ccbe16e8,au::48236,keywords,,
ecb4b6e3-3ba8-5b84-b152-b4a5c0307cf1,tg:rubgr:2157,e73_OriginalBrocade,1,kw,fa4e2a3e-55e0-5ab1-9d4f-1e4227ffe711,au::20701,keywords,,
2f093b34-3b2b-5cdc-a3c0-c35661f98bd2,tg:rubgr:3360,e73_OriginalBrocade,1,kw,e47332ce-b469-52a9-805d-e269fd7476d8,au::107091,keywords,,
2f093b34-3b2b-5cdc-a3c0-c35661f98bd2,tg:rubgr:3360,e73_OriginalBrocade,2,kw,e1a8e628-0fd2-5408-9a76-34436db1803d,au::107120,keywords,,
95ab0658-9ace-56ec-9feb-cdf971f8c4f5,tg:rubgr:2359,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
199a3cf9-b051-5f83-9331-52970cab5dad,tg:rubgr:3302,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
77cc2bdd-4788-5c63-ba14-f60e706e9a76,tg:rubgr:3151,e73_OriginalBrocade,1,kw,52eca42b-9f44-5cb3-a2e2-61627f08810c,au::10517,keywords,,
1c79fab5-84da-5f36-b982-24f79a4e6dd9,tg:rubgr:2366,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
1c79fab5-84da-5f36-b982-24f79a4e6dd9,tg:rubgr:2366,e73_OriginalBrocade,2,kw,4fd76377-5c60-5949-a1f5-8d7453c6c945,au::28097,keywords,,
4c314289-44b9-59b5-905b-3a3e104ba145,tg:rubgr:2655,e73_OriginalBrocade,1,kw,ff6a51ba-e98d-5a1d-8a59-563e60dad251,au::37698,keywords,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
16e1dee2-135a-5ea2-87e8-73755c94bfa9,tg:rubgr:2645,e73_OriginalBrocade,1,kw,7fe9ad1d-e913-5bd8-8e57-fcafecaf3f24,au::45623,keywords,,
16e1dee2-135a-5ea2-87e8-73755c94bfa9,tg:rubgr:2645,e73_OriginalBrocade,2,kw,b14aa34a-cbab-5a02-b3d4-a94e31d20b3d,au::32539,keywords,,
e0749c78-ded1-5ac0-beca-1236f7d719b4,tg:rubgr:2637,e73_OriginalBrocade,1,kw,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,
98da2d0d-af1a-50e0-986a-541e1fece9ea,tg:rubgr:2627,e73_OriginalBrocade,1,kw,06c3708c-6ae1-5ace-8def-fc73c1dbc54d,au::108637,keywords,,
d1baff79-f320-51b9-ba5b-ea42cf01bdd8,tg:rubgr:2062,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
d1baff79-f320-51b9-ba5b-ea42cf01bdd8,tg:rubgr:2062,e73_OriginalBrocade,2,kw,96b4e14d-110b-560e-b4a8-baa39d4a43e2,au::10469,keywords,,
7ff44e61-e01f-5e16-ba7f-dffec65b46ff,tg:rubgr:3400,e73_OriginalBrocade,1,kw,15ca51e1-53aa-543b-8fd8-9ddf60f2fe7c,au::4114,keywords,,
d6bde60c-42af-5f47-ae24-a279b2d9bd9e,tg:rubgr:1260,e73_OriginalBrocade,1,kw,b87c785b-509e-571f-b9b8-a9631276b6bd,au::5413,keywords,,
d27ce0b6-1ca2-5b23-92d8-ad197022df0f,tg:rubgr:2072,e73_OriginalBrocade,1,kw,9c9d51cf-2e5c-51bd-a1c3-f73306103df0,au::37551,keywords,,
3a9f1d7c-4091-5592-bf28-4c55e52eba26,tg:rubgr:1318,e73_OriginalBrocade,1,kw,d4f69e55-99df-5c54-b739-472d12fa4387,au::1127,keywords,,
3a9f1d7c-4091-5592-bf28-4c55e52eba26,tg:rubgr:1318,e73_OriginalBrocade,2,kw,200fab84-9b5a-5d6e-aaa0-32e5262ea902,au::32610,keywords,,
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
a460f5bc-5af8-5916-846d-89494f7e7e3e,tg:rubgr:2348,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
0fc429d5-3926-59eb-b6fe-5aebd50a05be,tg:rubgr:2383,e73_OriginalBrocade,1,kw,e08fb7fb-58d5-5ef1-b36e-d31dd82d8184,au::3026,keywords,,
1e3adc53-2c23-5f44-95a8-798d3e0f40c3,tg:rubgr:3313,e73_OriginalBrocade,1,kw,200fab84-9b5a-5d6e-aaa0-32e5262ea902,au::32610,keywords,,
a182423b-dd22-5922-9e27-cdf5dfcc7788,tg:rubgr:2619,e73_OriginalBrocade,1,kw,c7c2d91e-bcf9-57c2-a0b3-16e65966862e,au::6121,keywords,,
ce9fd1d4-2d26-57ba-938a-87849f12372f,tg:rubgr:4692,e73_OriginalBrocade,1,kw,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,
ce9fd1d4-2d26-57ba-938a-87849f12372f,tg:rubgr:4692,e73_OriginalBrocade,2,kw,15ca51e1-53aa-543b-8fd8-9ddf60f2fe7c,au::4114,keywords,,
ada0f3ea-52a4-5de6-bde5-910d69adf19e,tg:rubgr:2377,e73_OriginalBrocade,1,kw,a0a908ee-8ba2-5922-acef-4dab4e351d82,au::32609,keywords,,
24e99f58-7a24-5009-addf-a2286849e5b2,tg:rubgr:1648,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
24e99f58-7a24-5009-addf-a2286849e5b2,tg:rubgr:1648,e73_OriginalBrocade,2,kw,5de586ee-e0d0-565c-af2a-ab1cef461bb5,au::24804,keywords,,
24e99f58-7a24-5009-addf-a2286849e5b2,tg:rubgr:1648,e73_OriginalBrocade,3,kw,a4c82dfd-0f0e-5a3b-9afe-9dc9ba124da4,au::12812,keywords,,
cc85858b-fd77-58e1-b4dd-a3753b829db7,tg:rubgr:2644,e73_OriginalBrocade,1,kw,361557c7-b89c-5558-9818-3a24e8f98e3f,au::12715,keywords,,
cc85858b-fd77-58e1-b4dd-a3753b829db7,tg:rubgr:2644,e73_OriginalBrocade,2,kw,7fe9ad1d-e913-5bd8-8e57-fcafecaf3f24,au::45623,keywords,,
cc85858b-fd77-58e1-b4dd-a3753b829db7,tg:rubgr:2644,e73_OriginalBrocade,3,kw,b14aa34a-cbab-5a02-b3d4-a94e31d20b3d,au::32539,keywords,,
cc85858b-fd77-58e1-b4dd-a3753b829db7,tg:rubgr:2644,e73_OriginalBrocade,4,kw,52eca42b-9f44-5cb3-a2e2-61627f08810c,au::10517,keywords,,
3514c717-244d-55a9-a6a6-0d9d6922fd06,tg:rubgr:2654,e73_OriginalBrocade,1,kw,b36b8a93-b172-5df0-a3e3-fc82642a11de,au::4087,keywords,,
3514c717-244d-55a9-a6a6-0d9d6922fd06,tg:rubgr:2654,e73_OriginalBrocade,2,kw,ff6a51ba-e98d-5a1d-8a59-563e60dad251,au::37698,keywords,,
3514c717-244d-55a9-a6a6-0d9d6922fd06,tg:rubgr:2654,e73_OriginalBrocade,3,kw,dc3244f2-86f5-5247-a04c-d95095e33f02,au::32563,keywords,,
