ResourceID,brocade.id,card,order,External Relation,External Relation URL,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type
d4d5d99b-cc91-583f-aba6-14b58f3e39d0,tg:rubgr:3721,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3709,Verwijzing naar Grossmann object,,,
175b6b9b-0937-5949-a3bf-bab05fa2d8e9,tg:rubgr:2833,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2811,Verwijzing naar Grossmann object,,,
787977c6-737c-565d-adab-a0c5d7cd499f,tg:rubgr:729,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:728,Verwijzing naar Grossmann object,,,
b05f8d36-4693-51a8-9f9d-3a9e6c86cae0,tg:rubgr:3371,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3338,Verwijzing naar Grossmann object,,,
4b49359d-c991-5d73-9a5b-e7525f5101fc,tg:rubgr:683,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13249313,Bibliotheekcatalogus van het Rubenianum,,,
4b49359d-c991-5d73-9a5b-e7525f5101fc,tg:rubgr:683,ExternalRelations,2,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:569385,Bibliotheekcatalogus van het Rubenianum,,,
4a97664d-dba3-5308-984c-31204cee7bf2,tg:rubgr:2999,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2997,Verwijzing naar Grossmann object,,,
b425a01e-0135-5b76-a417-863e10986d85,tg:rubgr:2130,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:521545,Bibliotheekcatalogus van het Rubenianum,,,
b425a01e-0135-5b76-a417-863e10986d85,tg:rubgr:2130,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2126,Verwijzing naar Grossmann object,,,
0d61ec22-87f6-5cb3-8d35-d1f7c6becbac,tg:rubgr:4908,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:4873,Verwijzing naar Grossmann object,,,
b054fb3a-43e0-5770-af6e-03df58406ab5,tg:rubgr:3664,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3657,Verwijzing naar Grossmann object,,,
799335a5-10ae-5d78-ad7b-3d9e7e510a2e,tg:rubgr:1659,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13249158,Bibliotheekcatalogus van het Rubenianum,,,
bf61acd1-1a65-57f6-baec-029912374c27,tg:rubgr:2976,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:14936634,Bibliotheekcatalogus van het Rubenianum,,,
2d4b2d19-0e2d-521b-bfc1-8963c4b5088b,tg:rubgr:3234,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3229,Verwijzing naar Grossmann object,,,
c6d9e256-6a1e-5a3a-9925-b584353913a0,tg:rubgr:1989,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1987,Verwijzing naar Grossmann object,,,
c1213526-8aa3-5636-b761-88b23fd5499a,tg:rubgr:5163,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:134411,Bibliotheekcatalogus van het Rubenianum,,,
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,tg:rubgr:115,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13261224,Bibliotheekcatalogus van het Rubenianum,,,
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,tg:rubgr:115,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:105,Verwijzing naar Grossmann object,,,
04fbc0f6-7964-5fec-aa99-f37952fc1df4,tg:rubgr:1120,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:1119,Verwijzing naar Grossmann object,,,
609021a6-c817-5bed-98cc-6916534b4d63,tg:rubgr:4772,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:4765,Verwijzing naar Grossmann object,,,
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13261033,Bibliotheekcatalogus van het Rubenianum,,,
82f085c3-e0a3-5d76-9b29-318ffab0e03e,tg:rubgr:1570,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:370903,Bibliotheekcatalogus van het Rubenianum,,,
dc93b455-5ef2-564b-ad57-dc75cb4ff550,tg:rubgr:3058,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3051,Verwijzing naar Grossmann object,,,
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:6583398,Bibliotheekcatalogus van het Rubenianum,,,
add7db4a-cdf4-5243-a528-79417eb20d78,tg:rubgr:1435,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13257363,Bibliotheekcatalogus van het Rubenianum,,,
11b2138e-74e7-521f-b189-c1f953def81f,tg:rubgr:3408,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3399,Verwijzing naar Grossmann object,,,
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13257376,Bibliotheekcatalogus van het Rubenianum,,,
5106b653-34ce-568b-a589-321045ea8df2,tg:rubgr:4119,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13133198,Bibliotheekcatalogus van het Rubenianum,,,
44f316c0-2c66-508d-a47e-3fe71e01064e,tg:rubgr:4549,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:7041303,Bibliotheekcatalogus van het Rubenianum,,,
fd86a9ca-697e-5d44-9605-1832fe5b4d74,tg:rubgr:2864,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:2858,Verwijzing naar Grossmann object,,,
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,tg:rubgr:3263,ExternalRelations,1,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:3261,Verwijzing naar Grossmann object,,,
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,ExternalRelations,1,gepubliceerd in /als,https://anet.be/record/rub/opacrub/c:lvd:13262056,Bibliotheekcatalogus van het Rubenianum,,,
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,ExternalRelations,2,relatie naar geheel,https://anet.be/record/rub/opacrub/tg:rubgr:746,Verwijzing naar Grossmann object,,,
