ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
d4d5d99b-cc91-583f-aba6-14b58f3e39d0,tg:rubgr:3721,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
175b6b9b-0937-5949-a3bf-bab05fa2d8e9,tg:rubgr:2833,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
4b49359d-c991-5d73-9a5b-e7525f5101fc,tg:rubgr:683,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
4a97664d-dba3-5308-984c-31204cee7bf2,tg:rubgr:2999,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
b425a01e-0135-5b76-a417-863e10986d85,tg:rubgr:2130,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
68172bd9-22e0-59d5-8f6f-3a1c1569ac6b,tg:rubgr:2560,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
0d61ec22-87f6-5cb3-8d35-d1f7c6becbac,tg:rubgr:4908,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
799335a5-10ae-5d78-ad7b-3d9e7e510a2e,tg:rubgr:1659,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
353d1bea-869d-55ba-8541-cb90e5330b2c,tg:rubgr:396,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
2d4b2d19-0e2d-521b-bfc1-8963c4b5088b,tg:rubgr:3234,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
8042eaa7-0073-558c-945d-d5bad0bf545f,tg:rubgr:1209,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
590fefe8-2c37-5fc6-bda7-7f12c41405b2,tg:rubgr:816,ProductionTechniques,1,kenmerken.rubedformgr,dtrvhs,handwriting
33f2d377-ac3c-5327-a7be-23f4e590d677,tg:rubgr:1823,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
c6d9e256-6a1e-5a3a-9925-b584353913a0,tg:rubgr:1989,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
c1213526-8aa3-5636-b761-88b23fd5499a,tg:rubgr:5163,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
6865645d-835d-5edb-a6fa-84e89256c876,tg:rubgr:4322,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
609021a6-c817-5bed-98cc-6916534b4d63,tg:rubgr:4772,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
62948151-4c94-5bdd-a21a-608f1477d274,tg:rubgr:545,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
82f085c3-e0a3-5d76-9b29-318ffab0e03e,tg:rubgr:1570,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
13a592fd-0f0b-531f-8d95-a54f3f9750f4,tg:rubgr:4288,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
b8f5eb9e-95f2-548d-8ad4-8c65553be050,tg:rubgr:1065,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
dc93b455-5ef2-564b-ad57-dc75cb4ff550,tg:rubgr:3058,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
a7642b03-dd0f-571a-8b9d-8b1810effb35,tg:rubgr:4267,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
add7db4a-cdf4-5243-a528-79417eb20d78,tg:rubgr:1435,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
6c64f22d-2d5d-5661-a80e-c279a5bfc831,tg:rubgr:400,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
bb62a898-50a6-50b3-a44e-2f9e060e9e81,tg:rubgr:2219,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
70038380-71dd-5a9b-af39-4051d9409a9e,tg:rubgr:2537,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
44f316c0-2c66-508d-a47e-3fe71e01064e,tg:rubgr:4549,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,tg:rubgr:3263,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
037309f8-8f5b-5f37-8044-6ce5455e61ee,tg:rubgr:791,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
c64486c7-ca7c-50cb-a364-d6818b775779,tg:rubgr:3633,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
2e48946a-6634-5a76-a87d-0d025b40e35e,tg:rubgr:2022,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
60a7ed78-29f0-5074-b651-1fe965b6967a,tg:rubgr:1527,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ec73addb-a202-5871-b1cf-8f8edfad9b2e,tg:rubgr:4725,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
037f7439-1ffa-5f8f-8a6c-0c28259af299,tg:rubgr:512,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,tg:rubgr:1177,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
fcca69b7-8694-5e9f-a294-84ae17d30d44,tg:rubgr:4375,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
9382b653-8e87-5dd3-a9e7-f6c96d94597b,tg:rubgr:3849,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,tg:rubgr:841,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
8c348455-2b81-54f0-8b92-5517a3c802f9,tg:rubgr:5071,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,tg:rubgr:1931,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
0e356e97-41e8-5790-8127-b0f0873a4b02,tg:rubgr:4660,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
d1c3de03-3579-5d65-80be-4dfd50ffdb35,tg:rubgr:1198,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
84116d26-0e48-5078-84df-e8f8124562fc,tg:rubgr:457,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
e4d6b69a-736d-587c-bbed-7bd11276c3e1,tg:rubgr:1462,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
508c061b-0ac3-5200-a66f-29fa46ca06fa,tg:rubgr:1032,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
a0dc4c1f-74b7-5c47-ba47-c97627e76096,tg:rubgr:292,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
1abc553b-befd-5a22-a2c4-d56419da9908,tg:rubgr:2872,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
a7260df8-a873-5baa-8215-29583d82c2de,tg:rubgr:3760,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
229ba1fe-3025-5478-b1a6-9f3f120d29e8,tg:rubgr:768,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
05ec1fa4-fab4-578d-91fb-022fb102f71c,tg:rubgr:338,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
05ec1fa4-fab4-578d-91fb-022fb102f71c,tg:rubgr:338,ProductionTechniques,2,kenmerken.rubedformgr,dtrvod,printing (process)
862a892d-c5b8-5f1f-83c5-ced9958e2748,tg:rubgr:2521,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
7b3bfad1-584f-5ca9-af95-510983fe9d91,tg:rubgr:4949,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,tg:rubgr:2464,ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
