ResourceID,brocade.id,card,order,source_field,source_code,Material
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Materials,2,kenmerken.rubschrijfhs,in,ink
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Materials,2,kenmerken.rubschrijfhs,in,ink
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Materials,1,kenmerken.rubschrijfhs,in,ink
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Materials,2,kenmerken.rubschrijfhs,in,ink
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Materials,2,kenmerken.rubschrijfhs,in,ink
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Materials,2,kenmerken.rubschrijfhs,in,ink
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,Materials,2,kenmerken.rubschrijfhs,in,ink
23b02e04-46f9-5eb4-8eb9-8b3dede41e80,tg:rubhs:206,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
23b02e04-46f9-5eb4-8eb9-8b3dede41e80,tg:rubhs:206,Materials,2,kenmerken.rubschrijfhs,in,ink
96420871-9263-54bc-b914-66a155f7623b,tg:rubhs:77,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
96420871-9263-54bc-b914-66a155f7623b,tg:rubhs:77,Materials,2,kenmerken.rubschrijfhs,in,ink
f922fabb-2edf-5f02-a48b-b520db166615,tg:rubhs:210,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
facadc33-bdd7-54fd-8c35-a3156f280ad9,tg:rubhs:139,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
facadc33-bdd7-54fd-8c35-a3156f280ad9,tg:rubhs:139,Materials,2,kenmerken.rubschrijfhs,in,ink
8ba8ffac-3c35-5178-85a8-0df0924a37f1,tg:rubhs:61,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
8ba8ffac-3c35-5178-85a8-0df0924a37f1,tg:rubhs:61,Materials,2,kenmerken.rubschrijfhs,in,ink
71cefda3-be50-508c-a98e-c9c552369f73,tg:rubhs:181,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
71cefda3-be50-508c-a98e-c9c552369f73,tg:rubhs:181,Materials,2,kenmerken.rubschrijfhs,in,ink
013db479-4b8e-51d9-8e5d-793832023bda,tg:rubhs:36,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
013db479-4b8e-51d9-8e5d-793832023bda,tg:rubhs:36,Materials,2,kenmerken.rubschrijfhs,in,ink
cf13a37b-d8f8-5092-8ccb-56c26be682eb,tg:rubhs:119,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
cf13a37b-d8f8-5092-8ccb-56c26be682eb,tg:rubhs:119,Materials,2,kenmerken.rubschrijfhs,in,ink
fb58236a-34ca-5dce-9524-4234b548880e,tg:rubhs:41,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
fb58236a-34ca-5dce-9524-4234b548880e,tg:rubhs:41,Materials,2,kenmerken.rubschrijfhs,in,ink
ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,tg:rubhs:16,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
ef379e44-9f91-5b8e-bfd1-d1c8536ee9d8,tg:rubhs:16,Materials,2,kenmerken.rubschrijfhs,in,ink
76405c8e-f119-5338-99fc-65a0be468e3b,tg:rubhs:158,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
76405c8e-f119-5338-99fc-65a0be468e3b,tg:rubhs:158,Materials,2,kenmerken.rubschrijfhs,in,ink
db03d75c-f6bd-560e-a0bc-701dccd7cdac,tg:rubhs:57,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
db03d75c-f6bd-560e-a0bc-701dccd7cdac,tg:rubhs:57,Materials,2,kenmerken.rubschrijfhs,in,ink
1575e60d-ff57-5aa7-8698-f8ab175402dd,tg:rubhs:174,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
1575e60d-ff57-5aa7-8698-f8ab175402dd,tg:rubhs:174,Materials,2,kenmerken.rubschrijfhs,in,ink
a3efe53b-777c-5c27-8fac-b2ab7e054028,tg:rubhs:94,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
a3efe53b-777c-5c27-8fac-b2ab7e054028,tg:rubhs:94,Materials,2,kenmerken.rubschrijfhs,in,ink
e8f343b6-5e7d-5204-bb58-d426e6016269,tg:rubhs:123,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc,tg:rubhs:82,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc,tg:rubhs:82,Materials,2,kenmerken.rubschrijfhs,in,ink
b412a4ae-4325-5a90-83f0-e809116a7f9e,tg:rubhs:6,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
e84587f9-c4ac-5f8d-bf98-256295b41cde,tg:rubhs:135,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
e84587f9-c4ac-5f8d-bf98-256295b41cde,tg:rubhs:135,Materials,2,kenmerken.rubschrijfhs,in,ink
e84587f9-c4ac-5f8d-bf98-256295b41cde,tg:rubhs:135,Materials,3,kenmerken.rubschrijfhs,bi,ball-point pens
bba95541-b953-51cb-bb30-06349e54c4d3,tg:rubhs:162,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
4d430dc5-68c5-5556-9ddc-4b9041c573e9,tg:rubhs:163,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
4d430dc5-68c5-5556-9ddc-4b9041c573e9,tg:rubhs:163,Materials,2,kenmerken.rubschrijfhs,in,ink
6ba58e6a-c5aa-528d-8223-0cdeecb3d481,tg:rubhs:83,Materials,1,kenmerken.rubschrijfhs,pc,pencils (drawing and writing equipment)
6ba58e6a-c5aa-528d-8223-0cdeecb3d481,tg:rubhs:83,Materials,2,kenmerken.rubschrijfhs,in,ink
