ResourceID,brocade.id,card,order,source_field,source_code,Product stadium
d8ca29fa-d264-586b-ba6f-8cf3e637fcb9,tg:rubgr:2234,ProductStadiums,1,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
b1d7463c-c2d3-5059-876c-208a9edf5849,tg:rubgr:4466,ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
df18f701-9c9e-53fb-b668-52e62117cb80,tg:rubgr:4061,ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
d2880211-0503-5fd5-808b-b2022285336c,tg:rubgr:4691,ProductStadiums,1,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
b236f146-e8ff-57f7-940f-c993e1b90238,tg:rubgr:4464,ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
3c66fecf-5a0d-5571-90fa-648acee988cd,tg:rubgr:4463,ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
f4be324c-d382-5730-8813-58d1898d3bfe,tg:rubgr:4199,ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
7321af46-ac88-5e9b-b4c0-531b8a402012,tg:rubgr:4697,ProductStadiums,2,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
addc970f-f170-5db8-8951-38f344ffddec,tg:rubgr:950,ProductStadiums,1,kenmerken.rubedformgr,dtrvdp,proofs (printed matter)
1e3257d4-5f7e-5863-953a-3aa33582547b,tg:rubgr:4435,ProductStadiums,1,kenmerken.rubedformgr,dtrvpd,proofs (printed matter)
