ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier,Record Type
3940bb1e-1aae-5980-9f22-c99a567978c7,tg:lhdc:4716,AA,0,Letterenhuis,tg:lhdc:4716,https://data.letterenhuis.be/ark:/24970/3940bb1e-1aae-5980-9f22-c99a567978c7,Documenten
6cfc0a58-4c53-5b57-b87b-3bde57eb7a1a,tg:lhdc:1130,AA,0,Letterenhuis,tg:lhdc:1130,https://data.letterenhuis.be/ark:/24970/6cfc0a58-4c53-5b57-b87b-3bde57eb7a1a,Documenten
b81f6b31-739c-5c6d-a95e-abfa115230e0,tg:lhdc:3750,AA,0,Letterenhuis,tg:lhdc:3750,https://data.letterenhuis.be/ark:/24970/b81f6b31-739c-5c6d-a95e-abfa115230e0,Documenten
b4d8db6c-86c3-56c1-a9fc-f7d810c2a30d,tg:lhdc:598,AA,0,Letterenhuis,tg:lhdc:598,https://data.letterenhuis.be/ark:/24970/b4d8db6c-86c3-56c1-a9fc-f7d810c2a30d,Documenten
4d635ee4-ca2e-53a7-ad13-307584d9f4ad,tg:lhdc:1048,AA,0,Letterenhuis,tg:lhdc:1048,https://data.letterenhuis.be/ark:/24970/4d635ee4-ca2e-53a7-ad13-307584d9f4ad,Documenten
b5bd19e9-171f-55b7-9c70-925b75122b2a,tg:lhdc:3628,AA,0,Letterenhuis,tg:lhdc:3628,https://data.letterenhuis.be/ark:/24970/b5bd19e9-171f-55b7-9c70-925b75122b2a,Documenten
ce2a7ca6-06d7-50ba-aaa5-e34afb9d5a3d,tg:lhdc:2322,AA,0,Letterenhuis,tg:lhdc:2322,https://data.letterenhuis.be/ark:/24970/ce2a7ca6-06d7-50ba-aaa5-e34afb9d5a3d,Documenten
d5574d19-67a2-5c36-82a1-8dadec6ec51d,tg:lhdc:3740,AA,0,Letterenhuis,tg:lhdc:3740,https://data.letterenhuis.be/ark:/24970/d5574d19-67a2-5c36-82a1-8dadec6ec51d,Documenten
cf0eddf7-eaa6-5daf-aeda-3769be6ece91,tg:lhdc:4706,AA,0,Letterenhuis,tg:lhdc:4706,https://data.letterenhuis.be/ark:/24970/cf0eddf7-eaa6-5daf-aeda-3769be6ece91,Documenten
194273e5-dce2-55d6-9225-a1a39c7683c4,tg:lhdc:1120,AA,0,Letterenhuis,tg:lhdc:1120,https://data.letterenhuis.be/ark:/24970/194273e5-dce2-55d6-9225-a1a39c7683c4,Documenten
98622946-cddd-5bd3-8341-51d8a776250e,tg:lhdc:3638,AA,0,Letterenhuis,tg:lhdc:3638,https://data.letterenhuis.be/ark:/24970/98622946-cddd-5bd3-8341-51d8a776250e,Documenten
66eb60de-24a9-5936-ac97-848778181837,tg:lhdc:21,AA,0,Letterenhuis,tg:lhdc:21,https://data.letterenhuis.be/ark:/24970/66eb60de-24a9-5936-ac97-848778181837,Documenten
1ddabb87-17a8-53a2-95a2-2b9f9d71cb46,tg:lhdc:2332,AA,0,Letterenhuis,tg:lhdc:2332,https://data.letterenhuis.be/ark:/24970/1ddabb87-17a8-53a2-95a2-2b9f9d71cb46,Documenten
b8067fd6-0786-57b9-9ff4-f5a24613e51d,tg:lhdc:588,AA,0,Letterenhuis,tg:lhdc:588,https://data.letterenhuis.be/ark:/24970/b8067fd6-0786-57b9-9ff4-f5a24613e51d,Documenten
bd6a1b55-7100-57e5-a6dc-c6739ccb17d7,tg:lhdc:1058,AA,0,Letterenhuis,tg:lhdc:1058,https://data.letterenhuis.be/ark:/24970/bd6a1b55-7100-57e5-a6dc-c6739ccb17d7,Documenten
0dd9d55a-58d9-5284-9589-181275a47bfb,tg:lhdc:4143,AA,0,Letterenhuis,tg:lhdc:4143,https://data.letterenhuis.be/ark:/24970/0dd9d55a-58d9-5284-9589-181275a47bfb,Documenten
b3f1aa51-bfb8-5b29-b12d-e36f53caac70,tg:lhdc:1765,AA,0,Letterenhuis,tg:lhdc:1765,https://data.letterenhuis.be/ark:/24970/b3f1aa51-bfb8-5b29-b12d-e36f53caac70,Documenten
a6903790-90b0-57b5-9614-cc6a70cb1e8d,tg:lhdc:3105,AA,0,Letterenhuis,tg:lhdc:3105,https://data.letterenhuis.be/ark:/24970/a6903790-90b0-57b5-9614-cc6a70cb1e8d,Documenten
ff260faa-2f22-5236-ae90-0bcb79f0f734,tg:lhdc:2577,AA,0,Letterenhuis,tg:lhdc:2577,https://data.letterenhuis.be/ark:/24970/ff260faa-2f22-5236-ae90-0bcb79f0f734,Documenten
