ResourceID,brocade.id,card,order,place_note,place_type,place_language,place_au_code,json
b41ef192-f050-52ce-a030-2644e76aa391,tg:lhhs:11171,Places,1,Antwerpen,remarks,Nederlands,,
e6a6328b-4f2e-5d93-8c52-beec1b544f57,tg:lhhs:9285,Places,1,Antwerpen,remarks,Nederlands,,
d7b9bfc2-84d1-5736-8a4f-b51e1ccabe8a,tg:lhhs:13711,Places,1,Kortrijk,remarks,Nederlands,,
74974cd2-3927-55de-8181-608327fb59b6,tg:lhhs:6176,Places,1,Lier,remarks,Nederlands,,
4c6929b8-d0f2-5ea6-915c-9ca31f017480,tg:lhhs:11990,Places,1,Antwerpen,remarks,Nederlands,,
6c95109a-f71d-5e91-8acf-11d61cdfd2a4,tg:lhhs:4706,Places,1,Costa del Sol,remarks,Nederlands,,
e7de06ea-9985-513d-8e34-8b0e81cd0170,tg:lhhs:14747,Places,1,Diest,remarks,Nederlands,,
6b3c8c7f-f32f-574e-bef2-f9989b7e80ef,tg:lhhs:13679,Places,1,New York,remarks,Nederlands,,
ec4ea321-a81e-53c3-9423-e4ef3807d0d1,tg:lhhs:11019,Places,1,Antwerpen,remarks,Nederlands,,
16eca426-4292-5223-b195-c79965a04561,tg:lhhs:20555,Places,1,,,,au::104810,"dlod={""name"":""Amsterdam (Noord-Holland)"",""ark"":""ark:/83110/x0/636962b7-6ad0-5b44-83b4-9eb0958ecb76"",""uri"":""/subjects/13849"",""id"":""au::104810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
a3590c8f-237a-5d5b-a0f8-f52993b9ccd0,tg:lhhs:14102,Places,1,Grobbendonk,remarks,Nederlands,,
aa9f1d5c-d103-5f59-a755-495ab613d4c0,tg:lhhs:5449,Places,1,Antwerpen,remarks,Nederlands,,
5bb65df5-3cde-562e-9a0d-df3e06c9f70b,tg:lhhs:19491,Places,1,,,,au::100105,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
6ccd0a1e-3767-5a60-857c-f216df09aab8,tg:lhhs:12536,Places,1,Antwerpen,remarks,Nederlands,,
588cbcd3-a049-515b-984f-20c44b457953,tg:lhhs:14112,Places,1,Grobbendonk,remarks,Nederlands,,
29ee8be2-a818-5a60-ba29-cb38f0677e31,tg:lhhs:11442,Places,1,Antwerpen,remarks,Nederlands,,
0c83a68b-1b6f-5617-8b03-28dde2d60d86,tg:lhhs:10148,Places,1,Antwerpen,remarks,Nederlands,,
808d9b89-6838-50b0-9ab9-5c05e0548c73,tg:lhhs:4225,Places,1,Oostende,remarks,Nederlands,,
775aba4a-eea8-5b07-ae11-9c69651516df,tg:lhhs:12650,Places,1,Afsnee,remarks,Nederlands,,
121d4243-975b-5df5-a888-47459b0e5c7b,tg:lhhs:932,Places,1,Elsene,remarks,Nederlands,,
a892aadd-e737-577c-b474-ad6ba762fa06,tg:lhhs:11452,Places,1,Antwerpen,remarks,Nederlands,,
5ce237c4-b180-5b6e-8598-8e41ef2b0224,tg:lhhs:10158,Places,1,Antwerpen,remarks,Nederlands,,
4b2f82f3-98bc-5d2f-85c9-1d94f51721b0,tg:lhhs:10020,Places,1,Antwerpen,remarks,Nederlands,,
1448935d-06a9-574f-b0cb-c6c91f670bf8,tg:lhhs:922,Places,1,"Taos, New Mexico",remarks,Nederlands,,
a30d6b61-6197-50fb-b4d4-6e48ebcb66ba,tg:lhhs:12005,Places,1,Rechtsonder,remarks,Nederlands,,
e9716fd9-905e-5270-b3a8-9f4aff60c3b4,tg:lhhs:14549,Places,1,Brasschaat,remarks,Nederlands,,
cf76c1c5-d4c2-522a-85ef-b49875ef3cf9,tg:lhhs:11207,Places,1,Antwerpen,remarks,Nederlands,,
b051f493-2002-54fa-8533-2df85e7daae3,tg:lhhs:9912,Places,1,Antwerpen,remarks,Nederlands,,
4b6e482b-ed5f-5e14-b43f-40438cc27d11,tg:lhhs:19953,Places,1,,,,au::102807,"dlod={""name"":""Fécamp (Arrondissement du Havre)"",""ark"":""ark:/83110/x0/2df6a2e3-2ed4-5949-820e-9c0877e06876"",""uri"":""/subjects/15430"",""id"":""au::102807"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b6e482b-ed5f-5e14-b43f-40438cc27d11,tg:lhhs:19953,Places,2,,,,au::102615,"dlod={""name"":""Bretagne (Frankrijk)"",""ark"":""ark:/83110/x0/b5de20da-e997-5f97-b262-5aa46d1f9547"",""uri"":""/subjects/15441"",""id"":""au::102615"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b6e482b-ed5f-5e14-b43f-40438cc27d11,tg:lhhs:19953,Places,3,,,,au::101249,"dlod={""name"":""Nieuwpoort (Arrondissement Veurne)"",""ark"":""ark:/83110/x0/9179f45d-7a8f-5642-a6f4-1d52cd57d53e"",""uri"":""/subjects/12700"",""id"":""au::101249"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
eb5716aa-7591-5abb-a262-09ade7356c8a,tg:lhhs:12015,Places,1,Bussum,remarks,Nederlands,,
47628e28-a9fe-5583-be66-1ef29cd65c2f,tg:lhhs:2054,Places,1,Amsterdam,remarks,Nederlands,,
120db3b1-f26a-53ca-8f36-465612cec8a7,tg:lhhs:10868,Places,1,Antwerpen,remarks,Nederlands,,
82e05cbc-522a-518a-98d6-64ab39f133d3,tg:lhhs:12791,Places,1,Anduze,remarks,Nederlands,,
6d53d4ee-1190-578e-9ee3-b85e81763846,tg:lhhs:18244,Places,1,,,,au::100144,"dlod={""name"":""Berchem (Antwerpen)"",""ark"":""ark:/83110/x0/88fb03ff-2933-5472-b4a9-3260e54d3d1c"",""uri"":""/subjects/14740"",""id"":""au::100144"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
55f408c6-6e80-5aa1-9f15-8f4676e28d3e,tg:lhhs:10878,Places,1,Antwerpen,remarks,Nederlands,,
34dd7878-895c-53e8-a538-283cd7015d59,tg:lhhs:19626,Places,1,,,,au::100123,"dlod={""name"":""Ukkel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/5906338c-2fde-5593-bdba-fe5e5e3b06ca"",""uri"":""/subjects/14830"",""id"":""au::100123"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
fe967151-4661-5383-948a-c675bb4e3b1a,tg:lhhs:19882,Places,1,,,,au::101498,"dlod={""name"":""Verviers (Verviers)"",""ark"":""ark:/83110/x0/fe11793e-bf01-5ed9-8a73-6139789957bb"",""uri"":""/subjects/9780"",""id"":""au::101498"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
fe967151-4661-5383-948a-c675bb4e3b1a,tg:lhhs:19882,Places,2,,,,au::100408,"dlod={""name"":""Peer (Arrondissement Maaseik)"",""ark"":""ark:/83110/x0/9b4c5299-9016-5fd7-894a-73d91f199d3c"",""uri"":""/subjects/13267"",""id"":""au::100408"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
edec5fbb-68ef-5bee-bb28-48a4c2800ba5,tg:lhhs:2185,Places,1,Beauvais,remarks,Nederlands,,
20081a60-a08b-5665-9c6b-db3395658fa7,tg:lhhs:9344,Places,1,Parijs,remarks,Nederlands,,
73bdf491-ca68-5c1a-865b-0f120fbb1ee5,tg:lhhs:14696,Places,1,"Hulpgevangenis Leuven, Maria Theresiastraat 74, 3000 Leuven",remarks,Nederlands,,
f83b5465-08d5-542c-a816-e4fd3328f935,tg:lhhs:13864,Places,1,Kortrijk,remarks,Nederlands,,
62d154a4-c146-5780-9b7c-25937b219e96,tg:lhhs:13085,Places,1,Antwerpen,remarks,Nederlands,,
7d12915d-5df1-5562-a8fa-2671b1f9884f,tg:lhhs:4082,Places,1,Antwerpen,remarks,Nederlands,,
c1f7143f-9b0c-5625-bf6b-793c790a35e0,tg:lhhs:13874,Places,1,Kortrijk,remarks,Nederlands,,
4dca6e20-b4ac-50aa-95a3-73c833077dfe,tg:lhhs:7280,Places,1,Leuven,remarks,Nederlands,,
1826248f-a05c-5a30-b309-764087de7c5f,tg:lhhs:20484,Places,1,,,,au::100267,"dlod={""name"":""Grobbendonk (Turnhout)"",""ark"":""ark:/83110/x0/cfc8c28c-eccf-5d7a-a2ed-75864b2457fe"",""uri"":""/subjects/8969"",""id"":""au::100267"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
67e1bd30-f46e-5df5-905f-8d08255aabdb,tg:lhhs:21084,Places,1,,,,au::100267:1,
4a50a837-8ab3-5c9c-a984-54f27ba75a43,tg:lhhs:11687,Places,1,Antwerpen,remarks,Nederlands,,
7e74fc20-ff93-53ef-ba88-78faa1c01207,tg:lhhs:18038,Places,1,,,,au::105187,"dlod={""name"":""Rotterdam (Zuid-Holland)"",""ark"":""ark:/83110/x0/2ee58405-b913-5a67-b00b-69b58b4ab0d9"",""uri"":""/subjects/9450"",""id"":""au::105187"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4ebed90f-94e8-5973-bba8-53b3fa73786a,tg:lhhs:8079,Places,1,Linz,remarks,Nederlands,,
9a324e8d-52ab-557e-812a-3ef5a91208ef,tg:lhhs:8111,Places,1,Nijmegen,remarks,Nederlands,,
96016e36-4366-582b-80f2-5f376ef3a5c9,tg:lhhs:21094,Places,1,,,,au::100796,"dlod={""name"":""Beersel (Halle-Vilvoorde)"",""ark"":""ark:/83110/x0/282a916c-8109-51e4-ad13-4054d60a5277"",""uri"":""/subjects/11769"",""id"":""au::100796"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
