ResourceID,brocade.id,card,order,source_field,source_code,Dimension Source Note
9d525e3a-769d-51b3-825d-7b620210bb1d,tg:lhdc:21_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"27,5 x 41","27,5 x 41 - height, width, kenmerken.lhformatdc"
d337e789-0977-5a04-855e-90a0ae2c6eba,tg:lhdc:364_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,21 x 17,"21 x 17 - height, width, kenmerken.lhformatdc"
066cdd8b-f7c0-5549-b464-b44660f59ed2,tg:lhdc:316_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,32 x 21,"32 x 21 - height, width, kenmerken.lhformatdc"
330266dd-62a7-5d90-80bf-13c72a862ef2,tg:lhdc:4811_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"38,5 x 26","38,5 x 26 - height, width, kenmerken.lhformatdc"
d41aab7f-6a00-5b7e-a076-5452cc467b26,tg:lhdc:306_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,22 x 10,"22 x 10 - height, width, kenmerken.lhformatdc"
28467954-a4c4-5386-a97f-f8a0b241a88e,tg:lhdc:1509_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"31 x 24,5","31 x 24,5 - height, width, kenmerken.lhformatdc"
f3d7368e-581f-51e7-a721-c7812e8a95ed,tg:lhdc:53_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"24,5 x 31","24,5 x 31 - height, width, kenmerken.lhformatdc"
dc213cde-3300-5416-948c-06ed49960ec6,tg:lhdc:43_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,27 x 37,"27 x 37 - height, width, kenmerken.lhformatdc"
9e3b5960-d92a-535a-b232-c0b1c02c58fa,tg:lhdc:4790_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"48 x 31,5","48 x 31,5 - height, width, kenmerken.lhformatdc"
43f75eb6-9569-5be3-ad84-e0495f654d46,tg:lhdc:4780_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,36 x 44,"36 x 44 - height, width, kenmerken.lhformatdc"
35592d78-45ab-5cad-8967-769086ba0383,tg:lhdc:145_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"17 x 25,7","17 x 25,7 - height, width, kenmerken.lhformatdc"
daca0db0-88ae-5b2d-a4a1-1bb30d7578a7,tg:lhdc:1640_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"28,5 x 22,3","28,5 x 22,3 - height, width, kenmerken.lhformatdc"
4f4397f9-0b27-5c65-a6e7-c616f5c9f34d,tg:lhdc:380_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,47 x 38,"47 x 38 - height, width, kenmerken.lhformatdc"
6ae39812-a140-5a80-ac14-a25a7880b294,tg:lhdc:1650_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatdc,"27 x 21,2","27 x 21,2 - height, width, kenmerken.lhformatdc"
