ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
78bebb2d-727e-551c-8d21-499ad27a2f6a,tg:lhdc:598_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
9d525e3a-769d-51b3-825d-7b620210bb1d,tg:lhdc:21_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Schenking van Jules Baetes</p>
","<p>Schenking van Jules Baetes</p>
",Nederlands,remarks
ec5d078f-f97f-53c1-a755-cd366e32a31b,tg:lhdc:588_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
462d972d-b8a8-5cb3-bbee-8c1b768760e6,tg:lhdc:647_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
c5356a21-4c36-5bb3-8a4c-e46d566110ed,tg:lhdc:521_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
cf5b8d74-3704-5654-bfe1-59ffcfc8417d,tg:lhdc:449_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>N.a.v.: Gerard Walschap, <em>Vaarwel dan</em>. Rotterdam: Nijgh &amp; Van Ditmar, 1940.</p>
","<p>N.a.v.: Gerard Walschap, <em>Vaarwel dan</em>. Rotterdam: Nijgh &amp; Van Ditmar, 1940.</p>
",Nederlands,remarks
330266dd-62a7-5d90-80bf-13c72a862ef2,tg:lhdc:4811_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Brevet met de aankondiging van zijn benoeming met de vermelding dat de insignes op komst zijn.</p>
","<p>Brevet met de aankondiging van zijn benoeming met de vermelding dat de insignes op komst zijn.</p>
",Nederlands,remarks
0db905f0-68a0-5c38-a9fd-f3f9871161e4,tg:lhdc:543_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
e8b23fed-152b-5fa7-8caf-37a64de9c79f,tg:lhdc:553_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
3db6cd0a-4cde-5a28-b4e4-d80c30237ae7,tg:lhdc:625_#1,e22_AnnotationsMaterial,1,note.lhalg,"<p>Met productiefiche</p>
","<p>Met productiefiche</p>
",Nederlands,remarks
