ResourceID,ResourceID_mat,mmb_id,mmb_id_mat,card,order,Material Records
56bae6e2-59b1-5775-8fcb-931044b4d3c8,aa901457-d319-5707-82f0-6d6664aae111,tg:mmbtk:1,tg:mmbtk:1_#1,e73_MaterialRecords,1,"[{""resourceId"": ""aa901457-d319-5707-82f0-6d6664aae111"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5498f80a-cef9-4463-9f44-fc253880b29c"", ""inverseOntologyProperty"": """"}]"
d09b5e79-9464-5a3e-acbf-43a8e3dff970,89c086ae-dea1-57c1-864e-cba0dc1fbc8f,tg:mmbtk:2,tg:mmbtk:2_#1,e73_MaterialRecords,1,"[{""resourceId"": ""89c086ae-dea1-57c1-864e-cba0dc1fbc8f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""615379c3-03f1-4c58-acff-627bcdfa177e"", ""inverseOntologyProperty"": """"}]"
aa39b248-07e0-5ff3-b68a-bce898d9475e,6058ac12-8ccc-5f78-ac7d-04e06094ff1b,tg:mmbtk:3,tg:mmbtk:3_#1,e73_MaterialRecords,1,"[{""resourceId"": ""6058ac12-8ccc-5f78-ac7d-04e06094ff1b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b82552d3-a754-4c1c-9644-c5b2cc44de65"", ""inverseOntologyProperty"": """"}]"
31974045-851a-52a1-934b-2abd151aa9f7,e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4,tg:mmbtk:4_#1,e73_MaterialRecords,1,"[{""resourceId"": ""e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84"", ""ontologyProperty"": """", ""resourceXresourceId"": ""af1fa16f-ba1c-489f-9727-028d7fede4e3"", ""inverseOntologyProperty"": """"}]"
76c0675a-64c4-5e73-a725-a520c17d8941,c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5,tg:mmbtk:5_#1,e73_MaterialRecords,1,"[{""resourceId"": ""c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""03cab5b6-2dcf-482c-8da2-39021f448277"", ""inverseOntologyProperty"": """"}]"
64f22bc5-5102-5d31-a7dd-7257e09498d1,bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6,tg:mmbtk:6_#1,e73_MaterialRecords,1,"[{""resourceId"": ""bdebbf22-8cba-53d8-b061-91b121132463"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a0c8ac26-3222-4ccb-8e58-adaf878e1330"", ""inverseOntologyProperty"": """"}]"
1d2b7bbf-1b65-5d19-8cff-321195d587de,35b55d11-ef04-56ae-aadb-ba1cc68d2d17,tg:mmbtk:7,tg:mmbtk:7_#1,e73_MaterialRecords,1,"[{""resourceId"": ""35b55d11-ef04-56ae-aadb-ba1cc68d2d17"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0f1f4d2-5e78-4f12-a752-e0342e5979a1"", ""inverseOntologyProperty"": """"}]"
b9f42507-3e99-5e3d-8e72-ac739a7d61ff,a354aeff-1559-5ca2-b8f8-e6a27f1ae270,tg:mmbtk:8,tg:mmbtk:8_#1,e73_MaterialRecords,1,"[{""resourceId"": ""a354aeff-1559-5ca2-b8f8-e6a27f1ae270"", ""ontologyProperty"": """", ""resourceXresourceId"": ""907f3d1c-7c7e-48c2-8c69-72e8ee623e88"", ""inverseOntologyProperty"": """"}]"
2498657f-a53d-5a72-b2fe-c8b6b918a6d1,021df5ca-73c7-53b1-be94-f706e7de97ed,tg:mmbtk:9,tg:mmbtk:9_#1,e73_MaterialRecords,1,"[{""resourceId"": ""021df5ca-73c7-53b1-be94-f706e7de97ed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""258e3b60-2bff-4729-9abf-f167d760256e"", ""inverseOntologyProperty"": """"}]"
6bf3f579-da04-53db-8326-2c7f3823d0e3,cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10,tg:mmbtk:10_#1,e73_MaterialRecords,1,"[{""resourceId"": ""cac4f6aa-9ae5-5293-a319-4056ac10e320"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dd1046cd-8cf1-4cce-9d39-2b19c479d8ea"", ""inverseOntologyProperty"": """"}]"
