ResourceID,mmb_id_mat,card,order,Archive Brocade ID,Archive Widget
aa901457-d319-5707-82f0-6d6664aae111,tg:mmbtk:1_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
89c086ae-dea1-57c1-864e-cba0dc1fbc8f,tg:mmbtk:2_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
6058ac12-8ccc-5f78-ac7d-04e06094ff1b,tg:mmbtk:3_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
35b55d11-ef04-56ae-aadb-ba1cc68d2d17,tg:mmbtk:7_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
a354aeff-1559-5ca2-b8f8-e6a27f1ae270,tg:mmbtk:8_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
021df5ca-73c7-53b1-be94-f706e7de97ed,tg:mmbtk:9_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
287ab2f1-1e3e-523c-8ce2-6eb4dfc46c9b,tg:mmbtk:12_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
7953fcdc-c96d-5178-b6cd-3f96cd0f0e24,tg:mmbtk:13_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
317599d4-a3a1-5874-b430-d720f5e9cb97,tg:mmbtk:14_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
292606a5-1be4-5872-bb12-380aca0a3397,tg:mmbtk:16_#1,e22_Archives,1,isad:mpm:672,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/11975/x0/308726a1-f469-5ec1-8b4c-fe3a51a9f4f5"",""uri"":""/repositories/10/archival_objects/71905"",""id"":""isad:mpm:672"",""resourceName"":""Archief van [au::19884](au::19884)"",""resourceArk"":""ark:/11975/x0/c9613ffc-fc5a-5703-95ce-079104a04a0b"",""resourceURI"":""/repositories/10/resources/71691"",""resourceID"":""isad:mpm:670"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}"
