ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
5a5bca89-08bd-5e2b-8c2f-e66d0df91fe9,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/br/000014093,referentienummer,False
5a5bca89-08bd-5e2b-8c2f-e66d0df91fe9,e73_LegacyInformation,1,brocade.id,tg:lhbr:14757,brocade id,False
5a5bca89-08bd-5e2b-8c2f-e66d0df91fe9,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhbr:14757/N,brocade url,False
75adc835-fd41-53f9-a975-7f6489fa57a8,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/br/000086431,referentienummer,False
75adc835-fd41-53f9-a975-7f6489fa57a8,e73_LegacyInformation,1,brocade.id,tg:lhbr:92109,brocade id,False
75adc835-fd41-53f9-a975-7f6489fa57a8,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhbr:92109/N,brocade url,False
c959ba4b-084b-5175-90a5-3859069065e6,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/br/000075773,referentienummer,False
c959ba4b-084b-5175-90a5-3859069065e6,e73_LegacyInformation,1,brocade.id,tg:lhbr:80568,brocade id,False
c959ba4b-084b-5175-90a5-3859069065e6,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhbr:80568/N,brocade url,False
28c94b6c-86f1-56bf-84c8-33bc15e626b7,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/br/000182550,referentienummer,False
28c94b6c-86f1-56bf-84c8-33bc15e626b7,e73_LegacyInformation,1,brocade.id,tg:lhbr:192912,brocade id,False
28c94b6c-86f1-56bf-84c8-33bc15e626b7,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhbr:192912/N,brocade url,False
202ca955-7f17-54ba-8dc1-19707b9feb12,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/br/000241880,referentienummer,False
202ca955-7f17-54ba-8dc1-19707b9feb12,e73_LegacyInformation,1,brocade.id,tg:lhbr:253065,brocade id,False
202ca955-7f17-54ba-8dc1-19707b9feb12,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhbr:253065/N,brocade url,False
7c361ffe-a31c-5b1b-9690-fa01fbe96c1b,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/br/000230400,referentienummer,False
7c361ffe-a31c-5b1b-9690-fa01fbe96c1b,e73_LegacyInformation,1,brocade.id,tg:lhbr:241404,brocade id,False
