ResourceID,brocade.id,card,order,Material Records
5a5bca89-08bd-5e2b-8c2f-e66d0df91fe9,tg:lhbr:14757,e73_MaterialRecords,1,"[{""resourceId"": ""6cd21eab-a733-5267-a493-ee75db4db261"", ""ontologyProperty"": """", ""resourceXresourceId"": ""38f9deef-18d2-48b8-878b-1a9b80861f7b"", ""inverseOntologyProperty"": """"}]"
75adc835-fd41-53f9-a975-7f6489fa57a8,tg:lhbr:92109,e73_MaterialRecords,1,"[{""resourceId"": ""4dacc4f3-4b79-57b1-acc4-878beb407e0f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5fee8a9e-faaf-43e0-8dc5-c02774d20c13"", ""inverseOntologyProperty"": """"}]"
c959ba4b-084b-5175-90a5-3859069065e6,tg:lhbr:80568,e73_MaterialRecords,1,"[{""resourceId"": ""e78e8bd9-5f1d-5f20-b39b-8ad84d07bd98"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4a509a18-19ae-423e-b154-62bd492f7095"", ""inverseOntologyProperty"": """"}]"
28c94b6c-86f1-56bf-84c8-33bc15e626b7,tg:lhbr:192912,e73_MaterialRecords,1,"[{""resourceId"": ""47be3623-8b29-5f3e-a4bb-1aa189f06ff5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8021840d-325e-4693-b3e1-7b3befe6a238"", ""inverseOntologyProperty"": """"}]"
202ca955-7f17-54ba-8dc1-19707b9feb12,tg:lhbr:253065,e73_MaterialRecords,1,"[{""resourceId"": ""edb601f7-213e-5861-8332-69ace48cf0a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8acfc932-a5cd-405e-a804-350290602eb3"", ""inverseOntologyProperty"": """"}]"
7c361ffe-a31c-5b1b-9690-fa01fbe96c1b,tg:lhbr:241404,e73_MaterialRecords,1,"[{""resourceId"": ""f6627d97-6231-54f3-ba58-94106286e93a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f4309637-7a50-42d9-bec5-71799a7566a8"", ""inverseOntologyProperty"": """"}]"
dd3a8fcd-a947-560f-a1e2-9964e8e882fd,tg:lhbr:183780,e73_MaterialRecords,1,"[{""resourceId"": ""662adb5a-15d8-57dd-9fbc-9aeca0ec70ae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4bff5a86-520f-452f-ac93-6597b9cd3e3e"", ""inverseOntologyProperty"": """"}]"
1c4ec183-c35d-5db3-859b-8370e42a53e4,tg:lhbr:286931,e73_MaterialRecords,1,"[{""resourceId"": ""5c515048-f949-5cec-b815-24864d84c4eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3203dbad-c346-4a6c-b0da-ffbdb0b6b587"", ""inverseOntologyProperty"": """"}]"
8ba03926-6c13-51c0-aecf-0e154d60ad73,tg:lhbr:147046,e73_MaterialRecords,1,"[{""resourceId"": ""f9c34eae-edb1-5ba8-99d2-3384ab795fa8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b48eb9e4-33f0-432b-93a2-bfe350b9e17a"", ""inverseOntologyProperty"": """"}]"
6ce2ad5f-95e0-5b65-85a8-a46d5a1c5c74,tg:lhbr:155427,e73_MaterialRecords,1,"[{""resourceId"": ""43a4acf2-9354-5a83-ab8b-265ca2694378"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3e8f0c43-9507-4111-ab6c-6191f2734cff"", ""inverseOntologyProperty"": """"}]"
8d0d2a4e-33c3-545d-86f4-17bc5008a4b0,tg:lhbr:239732,e73_MaterialRecords,1,"[{""resourceId"": ""228facf1-f641-51c3-8159-687b88366b3c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c3b91ab-b348-480d-a2c8-fff1260a2fee"", ""inverseOntologyProperty"": """"}]"
45930501-e3bd-5f4d-a597-b16487e2dbc7,tg:lhbr:230814,e73_MaterialRecords,1,"[{""resourceId"": ""5c21411b-3abf-5c9f-b452-c086eb0cc200"", ""ontologyProperty"": """", ""resourceXresourceId"": ""24c9c2a2-23c7-4983-b7d7-618ddf7e908b"", ""inverseOntologyProperty"": """"}]"
862ad9f0-6032-5bf9-9c80-663214d69f87,tg:lhbr:209049,e73_MaterialRecords,1,"[{""resourceId"": ""20da88b0-1cae-5caf-b7ce-7364d91a3c67"", ""ontologyProperty"": """", ""resourceXresourceId"": ""59dd90a5-eacf-4d4f-8a5a-efcc95bf84a4"", ""inverseOntologyProperty"": """"}]"
dbf3c4b4-342a-52fc-962e-b5e15e3859f3,tg:lhbr:221686,e73_MaterialRecords,1,"[{""resourceId"": ""93316040-f05d-59b9-9114-c0028fbc333d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcaa8088-8c6f-4390-9a2e-bd99ea4118a1"", ""inverseOntologyProperty"": """"}]"
66d7e304-9582-5723-bb28-178ebdafc479,tg:lhbr:124837,e73_MaterialRecords,1,"[{""resourceId"": ""3a888da5-c40f-5f7b-9732-037d1cd3e510"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cbb9aab7-cc52-473b-8686-281c6cdf8be0"", ""inverseOntologyProperty"": """"}]"
9c3b5dd9-e236-5ca0-bcdc-ae5db9d49811,tg:lhbr:189255,e73_MaterialRecords,1,"[{""resourceId"": ""1ecdacf9-0815-5fd1-8d8d-f6add8c8e92b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29def622-b880-436f-922d-6654900f953a"", ""inverseOntologyProperty"": """"}]"
eaae98c8-b85a-5d6f-bfa2-ef8f32096eaf,tg:lhbr:96225,e73_MaterialRecords,1,"[{""resourceId"": ""cffcfb75-7f9b-503c-9c3c-2b65619343ae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ce596aa9-58df-49fe-88bf-2ce34a62e1bc"", ""inverseOntologyProperty"": """"}]"
8aa2775f-4770-56be-973d-9a04ebd0b07c,tg:lhbr:84644,e73_MaterialRecords,1,"[{""resourceId"": ""4c0d860c-b0d5-57cd-b02d-924b2c0479dd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1517c7ba-3549-493e-88f7-a99ae9cf11e9"", ""inverseOntologyProperty"": """"}]"
f2333bd2-7db4-5471-be7f-e586569fe1d1,tg:lhbr:40182,e73_MaterialRecords,1,"[{""resourceId"": ""67688f96-8fa3-5f33-a643-052ae02ee57e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2f5cdb00-0275-478f-b43d-12a0144b5c9e"", ""inverseOntologyProperty"": """"}]"
768ed730-8c9d-5e35-b950-10450a7023a2,tg:lhbr:113693,e73_MaterialRecords,1,"[{""resourceId"": ""3fa42865-2c9e-5db4-b54d-7cef8f7a8b24"", ""ontologyProperty"": """", ""resourceXresourceId"": ""feffbf57-0b6f-4c4a-97d6-ce95750d3089"", ""inverseOntologyProperty"": """"}]"
a0f06a28-cb41-5a91-8f44-fd3ebcfbe7fa,tg:lhbr:257349,e73_MaterialRecords,1,"[{""resourceId"": ""7465376c-df27-5106-a148-60a3e350c5e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""93d2257c-ac76-4ac2-a80f-90a761d79836"", ""inverseOntologyProperty"": """"}]"
2837991c-3021-53b6-b5b5-6096f8e60c35,tg:lhbr:245728,e73_MaterialRecords,1,"[{""resourceId"": ""37775c30-b84d-5fbb-9e6a-caba5b0fd650"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b80d4951-725c-4116-a143-6b6c8b947e3b"", ""inverseOntologyProperty"": """"}]"
ac41b8f5-a3c9-5ab2-b132-885c3bff0ee0,tg:lhbr:102801,e73_MaterialRecords,1,"[{""resourceId"": ""ae859f0b-b6a5-58a2-8e83-4ffad5fcdaf6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3a73e59d-3008-4c14-9362-01846a260f54"", ""inverseOntologyProperty"": """"}]"
3a56d59b-4831-5a13-867e-2d687839a790,tg:lhbr:140999,e73_MaterialRecords,1,"[{""resourceId"": ""576043f7-5722-566b-85bc-d525fb88d031"", ""ontologyProperty"": """", ""resourceXresourceId"": ""455b7fde-93c5-4813-9ba3-44f801e50464"", ""inverseOntologyProperty"": """"}]"
ec266b35-d9d2-5a96-ae0a-6e051bfedb38,tg:lhbr:216822,e73_MaterialRecords,1,"[{""resourceId"": ""3bdb6ccd-76b1-5ec6-baae-82430d8457ae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d2a63878-1426-441a-80a1-6dc2e4287be4"", ""inverseOntologyProperty"": """"}]"
e739daa3-8242-5c69-8e0b-5fdc89119eea,tg:lhbr:4716,e73_MaterialRecords,1,"[{""resourceId"": ""0b8ee9ff-67d5-59a8-9bb2-8b4798c7f294"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b84d81c0-11f7-4a46-b6e2-5f457d567796"", ""inverseOntologyProperty"": """"}]"
ed96c3e1-9f49-586c-b572-bdfbb028c668,tg:lhbr:62298,e73_MaterialRecords,1,"[{""resourceId"": ""390a362b-2f7e-5b70-bb0c-1c8710e8e3c1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f5ce87a4-64ec-4e64-a987-da0cac3a5538"", ""inverseOntologyProperty"": """"}]"
ceb87ee9-dc4d-5cb1-9bcf-7c31835a5e61,tg:lhbr:58036,e73_MaterialRecords,1,"[{""resourceId"": ""96abc8af-c0b1-5470-81a9-cf340a6db0eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77f55c37-200e-43d9-8506-623bd5ede03b"", ""inverseOntologyProperty"": """"}]"
85f8978e-cc67-5786-9ba8-244e267ea662,tg:lhbr:20300,e73_MaterialRecords,1,"[{""resourceId"": ""bb56d919-9a0c-5186-8ef3-1859a84d9193"", ""ontologyProperty"": """", ""resourceXresourceId"": ""443d69b9-3bf0-4416-90e3-fa1fd28f06e8"", ""inverseOntologyProperty"": """"}]"
73a1c92e-d368-5e85-b1a4-382b4992dcb0,tg:lhbr:32761,e73_MaterialRecords,1,"[{""resourceId"": ""80f4e193-e30c-508f-a22d-06f9429543e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""35404d9f-5088-40ef-9834-287c30199e6a"", ""inverseOntologyProperty"": """"}]"
363b1931-3a4f-5ad7-9669-fa83bbe630ce,tg:lhbr:173411,e73_MaterialRecords,1,"[{""resourceId"": ""112d54ca-300a-5cdd-942f-b6ede5a005eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e525efb2-3761-489c-a357-f43250a5f9b1"", ""inverseOntologyProperty"": """"}]"
b373ad32-414a-571a-8a38-141a982a2a5e,tg:lhbr:161070,e73_MaterialRecords,1,"[{""resourceId"": ""1ada09f4-8511-5751-b21c-f3f7ed59d09e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e5e1183c-3e00-4517-a201-8cee58dea5d3"", ""inverseOntologyProperty"": """"}]"
efd91407-2faf-52f6-883e-1ba482acd547,tg:lhbr:131589,e73_MaterialRecords,1,"[{""resourceId"": ""0ed13936-40c9-5244-b555-c4d7cf4dbad5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a5b36a2f-4d96-42ef-8b88-0a7aedf75488"", ""inverseOntologyProperty"": """"}]"
353ebed6-fcca-5341-a89d-cc29465893a1,tg:lhbr:267432,e73_MaterialRecords,1,"[{""resourceId"": ""56fa3207-b6da-5046-9909-66dc6dd52242"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b1d2f2de-e155-46f7-92b9-d969d6b1bee2"", ""inverseOntologyProperty"": """"}]"
259de09f-290e-566e-ad92-4817f0900d0d,tg:lhbr:119346,e73_MaterialRecords,1,"[{""resourceId"": ""94ed9095-2835-5a9b-aa85-7bf27d3a9435"", ""ontologyProperty"": """", ""resourceXresourceId"": ""83915a5b-5bba-4984-b465-159f9309299d"", ""inverseOntologyProperty"": """"}]"
c9d88cde-bc74-517b-aef2-2fe649b92be8,tg:lhbr:275053,e73_MaterialRecords,1,"[{""resourceId"": ""94cd28d6-847c-5ebc-8f6e-59d8a8bf68b6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b701dd40-35f7-48be-a5f3-224cc0aa4ee8"", ""inverseOntologyProperty"": """"}]"
863e40e6-17b9-5742-ab8d-ec8b4fcf7f5d,tg:lhbr:128137,e73_MaterialRecords,1,"[{""resourceId"": ""6ee4c61d-12eb-5ad4-a9a7-bcd237473b68"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f1c00a3-3a87-4b96-854a-aae7fb33589c"", ""inverseOntologyProperty"": """"}]"
