ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_AnnotationsMaterial,1,adm.note,+ doorslag definitieve brief,+ doorslag definitieve brief,Nederlands,remarks
ae859f0b-b6a5-58a2-8e83-4ffad5fcdaf6,tg:lhbr:102801_#1,e22_AnnotationsMaterial,1,adm.note,Oningeschreven gevonden in 1946,Oningeschreven gevonden in 1946,Nederlands,remarks
34faea60-d014-5013-866e-bbc8372ba3e9,tg:lhbr:102811_#1,e22_AnnotationsMaterial,1,adm.note,Gedat.: 30.8,Gedat.: 30.8,Nederlands,remarks
a184778b-38de-5900-977d-4d0c667323e3,tg:lhbr:47791_#1,e22_AnnotationsMaterial,1,adm.note,Gedat.: 9.11,Gedat.: 9.11,Nederlands,remarks
1fb2a725-84bd-5402-b99b-c0fbb0c6f4f5,tg:lhbr:248659_#1,e22_AnnotationsMaterial,1,adm.note,Betreffende een reis door Frankrijk,Betreffende een reis door Frankrijk,Nederlands,remarks
967670ad-ce4d-5f8c-a0c2-61cd278c7c52,tg:lhbr:158894_#1,e22_AnnotationsMaterial,1,adm.note,Gedat.: 22/11,Gedat.: 22/11,Nederlands,remarks
bc36770e-2bc4-5bba-b4fa-7cdadaa7a520,tg:lhbr:106375_#1,e22_AnnotationsMaterial,1,adm.note,In plakboek 3,In plakboek 3,Nederlands,remarks
eb921c6c-ff1d-5ce6-a1da-c2b48af79e06,tg:lhbr:293263_#1,e22_AnnotationsMaterial,1,adm.note,"Gelukwensentelegram van Pieter Verlinden, Emy Jansens en Nond Denolf","Gelukwensentelegram van Pieter Verlinden, Emy Jansens en Nond Denolf",Nederlands,remarks
4d7c5274-48be-5db8-aa3d-126342a7f8bf,tg:lhbr:262590_#1,e22_AnnotationsMaterial,1,adm.note,Uitnodiging.,Uitnodiging.,Nederlands,remarks
67f2fdba-84fc-586b-a82c-caea46ca0498,tg:lhbr:14840_#1,e22_AnnotationsMaterial,1,adm.note,In plakboek 2,In plakboek 2,Nederlands,remarks
1da005d6-c793-5f39-94e8-0cc999589d3b,tg:lhbr:293379_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 36(30), 26 - 28","R 704 / 36(30), 26 - 28",Nederlands,remarks
