ResourceID,brocade.id,card,order,note,Annotation,Annotation Type,Annotation Language
cf68fc39-4ade-58d9-a61e-4dd2a5d7512e,tg:rubdoc:4230,Annotations,1,note.rubalg,"Sainsbury (1825 - 1895) was archivaris bij het Public Record Office in Londen. Hij publiceerde in 1859 de *Original unpublished papers illustrative of the life of Sir Peter Paul Rubens, as an artist and a diplomatist, preserved in H.M. State Paper Office*. Zie ook: https://www.royalacademy.org.uk/art-artists/name/william-noel-sainsbury.  
  
Verder bevat de band:  
  
* Een los stuk van [Frans Jos van den Branden](https://anet.be/record/isaarrub/au::2751/N) over Albert Rubens.  
* Een enveloppe met opschrift """"Max Rooses Handschrift"""" met daarin een notitieschriftje van Rooses. De eerste pagina begint met hoofding """"Carpentras / Lettres de Peiresc à Rubens"""". De pagina's zijn genummerd van 1 t.e.m. 23 maar enkel de oneven pagina's zijn beschreven. Op elke pagina staat in potlood de opmerking """"revu"""".
* Een omslag met opschrift """"Collection Sainsbury"""". Bevat notities en transcripties, voornamelijk in andere handschriften dan dat van Rooses (maar mogelijk wel aan hem toegezonden en door hem geannoteerd). Er zit een brief tussen die dateert van 1899.
* Acht omslagen zonder opschrift met krantenknipsels die ooit in het Rubenianum op papieren fiches gekleefd werden en voorzien van de getypte hoofding """"Doc. Rooses / Extraits de journaux appartenant à Mr. Noel Sainsbury / 18-X-1894"""". De opgekleefde stukken dateren wel niet allemaal uit 1894: als er data vermeld staan is dit vooral uit de jaren 70 en 80 van de 19de eeuw. 
Tussen de knipsels zitten ook andere stukken: twee brieven uit 1888 van Roper Lethbridge aan Noël Sainsbury en een document, over twee inscripties over de familie Rubens in Antwerpse kerken, dat overhandigd werd aan Sainsbury in 1861.
* Een originele omslag met opschrift """"Afschriften van brieven van Rubens"""". Bevat transcripties (zowel door Rooses als door andere handen), notities (o.a. """"Paris / Documents sur Rubens à la Bibliothèque nationale"""", stukken vermoedelijk aan Rooses toegestuurd), briefwisseling aan Rooses (daterende van 07/04/1882 (afzender: verzamelaar uit Rome), 18/07/1892, 23/11/1896 (afzender: Léon Brunschvig) 12/02/1898), excerpten uit literatuur (o.a. van artikel *Lettres inédites de Rubens* door Charles Simond uit 1898). 
* Een originele omslag met opschrift """"Ventes d'autographes"""". Bevat notities, excerpten en briefwisseling (24/03/1894) van Rooses i.v.m. geveilde brieven, grotendeels van bij Charavay in Parijs maar bijvoorbeeld ook Sotheby's in Londen. 
* Een omslag zonder opschrift. Bevat transcripties van brieven van Jacob Jordaens, waarvan eentje overgenomen uit Oud Holland 1891.
* Een omslag zonder opschrift. Bevat transcripties van brieven van [Godfried Wendelen](https://anet.be/record/isaarrub/au::21192/N) (Govaert Wendelen). 
* Een omslag zonder opschrift. Bevat notities (een gedateerd 11/04/1899) omtrent 19de-eeuwse veilingen van brieven en overzichten van brieven in bepaalde collecties alsook transcripties. Verder ook briefwisseling: brief van burgemeester [Jan van Rijswijck](https://anet.be/record/isaarrub/au::15746/N) aan Rooses i.v.m. Codex Diplomaticus Rubenianus (28/05/1894), brieven van Roper Lethbridge aan Noël Sainsbury (24/09/1888 en 7/12/1888). Ten slotte ook twee opvragingsbiljetten van een Engelstalige instelling uit 1888 getekend door Ch. Ruelens. 
* Een omslag zonder opschrift. Bevat notities (Rooses en andere handen), overzichten, transcripties en briefwisseling (08/09/1893 (afzender: Em. Spanagh) en 08/09/1875[?]). Een gedeelte handelt over familie (Isabella) Brant. Op het laatste document staat """"Notes Ruelens"""", wat erop zou kunnen wijzen dat dit door hem geschreven was en dat we datzelfde handschrift in de volledige band dus als het zijne kunnen identificeren. 
* Zes losse stukken van eenzelfde hand, niet Rooses. Werd deels geschreven op achterzijde van een document dat ten vroegste dateert van 1938, dus latere toevoeging in het archief.",Algemeen,Nederlands
cf68fc39-4ade-58d9-a61e-4dd2a5d7512e,tg:rubdoc:4230,Annotations,2,note.rubalg,"De documenten werden in het Rubenianum ooit (grotendeels) herordend in thematische submapjes (vermoedelijk door Paul Huvenne, die op het eerste submapje """"Collection Sainsbury"""" schreef). Er werd ook minstens één stuk aan toegevoegd dat niet origineel tot het pakket behoorde.  
  
De band stond in het Rubenianum lange tijd bij het archief van Ludwig Burchard (en kreeg dan ook nr. 38 in de plaatsingslijst van deze collectie). 

",Algemeen,
0468028f-0e57-5480-abf3-ce05942f43c3,tg:rubdoc:4226,Annotations,1,note.rubalg,"After finding our archival description online, Evers' youngest son, Karsten Evers, contacted the Rubenianum in 2019. He had found this folder in a box with material of H. G. Evers that came to Karsten Evers after it was nearly thrown away at the Bildarchiv Marburg. He subsequently donated the folder to the Rubenianum.",Algemeen,Nederlands
2d9cada7-03ca-5273-bdb5-59108dc587b9,tg:rubdoc:4180,Annotations,1,note.rubalg,"They probably were used for the Rubens calendar (see Kiste 2, Lose Akte 25).",Algemeen,Nederlands
2e120e9e-2e7d-5f64-acf2-d9be5b45121b,tg:rubdoc:4227,Annotations,1,note.rubalg,"Dit dossier werd in het Rubenianum tot eind 2017 bewaard in de dozen *Aanbiedingen Schilderijen* (bij het adviezenarchief) als dossier """"1909/1"""". Vermoedelijk kwam het daar terecht in 1982 (af te leiden van het etiket dat erop werd gekleefd). Op het eerste stuk werd ook door een toenmalige medewerker van het Rubenianum (Paul Huvenne) de inhoud geduid. De documenten dragen geen """"Doc.Rooses""""-stempel, maar dit werd in potlood wel op datzelfde eerste stuk geschreven.",Algemeen,Nederlands
c0f66260-fce1-55bf-ad1b-99b269cd9afd,tg:rubdoc:4231,Annotations,1,note.rubalg,Vermoedelijk zaten de stukken oorspronkelijk in de grotere band rond hetzelfde onderwerp (RA 006 / 004) maar werden ze er in het Rubenianum ooit uitgehaald en niet teruggestoken.,Algemeen,Nederlands
941f9a7d-4d69-50ed-9754-4a523aa02c60,tg:rubdoc:4328,Annotations,1,note.rubalg,"Omvat:  
  
- Brief van Buschmann, vermoedelijk aan Rooses, d.d. 12/11/1901, o.a. betreffende Onze Kunst en Van Eyck.  
- Drukwerk van Duitse Uitgeverij, met in potlood opschrift """"Varia"""". Diende als omslag maar is nu leeg.  
- Drukwerk van Museum Plantin-Moretus met in potlood opschrift """"Varia II"""". Dient als omslag voor nummer van Duits tijdschrift """"Daheim"""". De pagina's met het artikel over Rubens werden eruit gehaald en zitten in RA 006 / 015.  
- Krantenknipsel over Rubens uit Le Matin 27/01/1897.  
- Excerpt uit literatuur, gedicht 'Rubens Borstbeeld' uit """"Dicht en Tooneelkundig Nalatenschap"""" van J. F. Willems (1856). Geannoteerd maar niet door Rooses.  
- Excerpt uit literatuur, Franse tekst over Rubens' beeld.  
- Reeks facturen voor gravuren naar Rubens, aangekocht door ene Lady Carington van ene G.   Love[?], 1854-1857. Gemonteerd op pagina's uit een Brits tijdschrift. Gezien Rooses contacten had met bv. Sainsbury en erg geïnteresseerd was in dit soort gravures, mogelijk afkomstig uit zijn archief. Frans Baudouin voegde de nota """"class. in de Rubens' Bible"""" bij de stukken.   

Het is niet van alle stukken 100% zeker dat ze uit het archief van Rooses afkomstig zijn. De stukken werden in mei 2021 teruggevonden in de doos met algemene biografische stukken over Rubens bij de Rubensdocumentatie van het Rubenianum. In de dozen met verzameling losse stukken m.b.t. documenten over Rubens bij de Rubensdocumentatie van het Rubenianum, zit in map 234 vooraan overigens één transcriptie die 19de-eeuws oogt en mogelijk ook uit het archief van Rooses afkomstig is.",Algemeen,Nederlands
002257b6-844f-5e14-843f-bf067ce040a1,tg:rubdoc:4236,Annotations,1,note.rubalg,"Etiket op rug: """"Exposition / L'Art Belge au XVIIe siècle / 1910"""".  

Bevat inkomende briefwisseling uit de periode van 14/05/1909 tot en met 2/01/1911 ter voorbereiding en eveneens ter afhandeling van de tentoonstelling, gericht aan Rooses (heel wat brieven afkomstig van [Paul Lambotte]( https://anet.be/record/isaarrub/au::10919/N), algemeen secretaris van de commissie). 

De brieven zijn (grotendeels) chronologisch geordend en handelen onder meer over het programma van de tentoonstelling en de bruiklenen.  

Bevat verder ook drukwerk in verband met de tentoonstelling, lijstjes van kunstwerken, rekeningen, telegrammen, krantenknipsels, een postkaart, een foto van een kunstwerk, een conditierapport van enkele werken, een uittreksel van een proces-verbaal van het college van burgemeester en schepenen van de Stad Antwerpen en een uitnodiging aan Rooses voor het *Congrès International d'Art et d'Histoire* (augustus 1910).  

Achteraan bevinden zich los toegevoegde documenten zoals een hele reeks kladjes van uitgaande brieven van Rooses (deels genummerd), notities van Rooses (e.a.), een rekening, twee brieven aan Rooses en een excerpt uit literatuur.  
",Algemeen,Nederlands
002257b6-844f-5e14-843f-bf067ce040a1,tg:rubdoc:4236,Annotations,2,note.rubalg,"De bundel van oorspronkelijk 10 (waarvan slechts 7 beschreven) katernen werd wegens conservatorische overwegingen gedemonteerd en de stukken worden nu in individuele mapjes bewaard, apart van de kaft.",Algemeen,
002257b6-844f-5e14-843f-bf067ce040a1,tg:rubdoc:4236,Annotations,3,note.rubalg,Opmerking: deze bundel bevatte tijdens de inventarisatie twee losse documenten (een gedrukte rondzendbrief door Rooses geannoteerd en een geschreven brief daterende 19/05/1905; map 32 en 33) die te maken hebben met de Jordaenstentoonstelling van 1905 en terug werden verplaatst naar hun rechtmatige plaats (zijnde: RA 006 / 006).,Algemeen,
