ResourceID,brocade.id,Archive Brocade ID,card,order,Archive Name,Archive Identifier
000f54b1-dcac-5e50-a030-90a2366d8385,tg:rubdoc:1302,isad:rub:1326,Archives,1,St Peter,{'url':'https://id.rubenianum.be//ark:/86530/000f54b1-dcac-5e50-a030-90a2366d8385'}
0018b04a-ec34-5b24-a2e3-29f22d5790a7,tg:rubdoc:751,isad:rub:1253,Archives,1,Christ on the Cross,{'url':'https://id.rubenianum.be//ark:/86530/0018b04a-ec34-5b24-a2e3-29f22d5790a7'}
001ab309-be00-5b6f-8588-65f7e88085ef,tg:rubdoc:2612,isad:rub:1779,Archives,1,Landscape with a Shepherd and his Flock,{'url':'https://id.rubenianum.be//ark:/86530/001ab309-be00-5b6f-8588-65f7e88085ef'}
00210bb6-9c87-540d-b87c-7e2b09dcd674,tg:rubdoc:1565,isad:rub:1423,Archives,1,Amazons,{'url':'https://id.rubenianum.be//ark:/86530/00210bb6-9c87-540d-b87c-7e2b09dcd674'}
002257b6-844f-5e14-843f-bf067ce040a1,tg:rubdoc:4236,isad:rub:3293,Archives,1,L'Art Belge au XVIIe siècle (1910),{'url':'https://id.rubenianum.be//ark:/86530/002257b6-844f-5e14-843f-bf067ce040a1'}
0036222c-9b00-557a-8ea8-b7ff36bdaba7,tg:rubdoc:2871,isad:rub:2505,Archives,1,"Diana and her Nymphs Asleep, Spied upon by Satyrs",{'url':'https://id.rubenianum.be//ark:/86530/0036222c-9b00-557a-8ea8-b7ff36bdaba7'}
0053bf88-fee3-5cba-acb9-cfc133a742d5,tg:rubdoc:1760,isad:rub:1484,Archives,1,"Breviarium Romanum (Antwerp, 1614)",{'url':'https://id.rubenianum.be//ark:/86530/0053bf88-fee3-5cba-acb9-cfc133a742d5'}
006d51a6-efcc-57d7-b176-0d65d82bdaa4,tg:rubdoc:2494,isad:rub:1627,Archives,1,Anthony van Dyck,{'url':'https://id.rubenianum.be//ark:/86530/006d51a6-efcc-57d7-b176-0d65d82bdaa4'}
008159ad-7425-597d-a94c-75564f6fdef0,tg:rubdoc:2570,isad:rub:1640,Archives,1,Nicolaas de Respaigne,{'url':'https://id.rubenianum.be//ark:/86530/008159ad-7425-597d-a94c-75564f6fdef0'}
00946c3e-5dbb-52f5-9e3e-3265f04c425f,tg:rubdoc:2217,isad:rub:1564,Archives,1,Peter Paul Rubens in a Circle of Friends,{'url':'https://id.rubenianum.be//ark:/86530/00946c3e-5dbb-52f5-9e3e-3265f04c425f'}
00b9c1ab-b1f7-5179-bdc8-3a13845bb9b3,tg:rubdoc:3226,isad:rub:1960,Archives,1,The Gem Book,{'url':'https://id.rubenianum.be//ark:/86530/00b9c1ab-b1f7-5179-bdc8-3a13845bb9b3'}
00c73f11-27c9-52d4-9ef2-29dd9ed252e3,tg:rubdoc:2335,isad:rub:1586,Archives,1,"George Villiers, Duke of Buckingham",{'url':'https://id.rubenianum.be//ark:/86530/00c73f11-27c9-52d4-9ef2-29dd9ed252e3'}
00e58386-8389-5d5d-9266-56dfeab9f2fc,tg:rubdoc:1451,isad:rub:1378,Archives,1,The Fall of Icarus,{'url':'https://id.rubenianum.be//ark:/86530/00e58386-8389-5d5d-9266-56dfeab9f2fc'}
00e87610-5b2a-5da4-8d02-179d2d5c8b91,tg:rubdoc:1654,isad:rub:1431,Archives,1,Diana,{'url':'https://id.rubenianum.be//ark:/86530/00e87610-5b2a-5da4-8d02-179d2d5c8b91'}
00ea3109-206d-51e5-89fe-893c8dc71b56,tg:rubdoc:1612,isad:rub:1429,Archives,1,Centaurs,{'url':'https://id.rubenianum.be//ark:/86530/00ea3109-206d-51e5-89fe-893c8dc71b56'}
00f56f35-9753-5758-99c7-cb3d9575fd72,tg:rubdoc:909,isad:rub:1274,Archives,1,The Conversion of St Paul,{'url':'https://id.rubenianum.be//ark:/86530/00f56f35-9753-5758-99c7-cb3d9575fd72'}
00f749e4-4890-5b60-a6b6-8c486cf01847,tg:rubdoc:348,isad:rub:1204,Archives,1,The Meeting of David and Abigail,{'url':'https://id.rubenianum.be//ark:/86530/00f749e4-4890-5b60-a6b6-8c486cf01847'}
00fc7d82-9d45-5238-b999-02d9137ce001,tg:rubdoc:2191,isad:rub:2453,Archives,1,The Death of Germanicus,{'url':'https://id.rubenianum.be//ark:/86530/00fc7d82-9d45-5238-b999-02d9137ce001'}
010eda6a-1241-543a-9915-6a44663cd1a8,tg:rubdoc:960,isad:rub:1276,Archives,1,The Assumption of the Virgin,{'url':'https://id.rubenianum.be//ark:/86530/010eda6a-1241-543a-9915-6a44663cd1a8'}
011bdad0-411e-5fb1-8d87-a74c69084f21,tg:rubdoc:2470,isad:rub:1615,Archives,1,Jan van der Linden,{'url':'https://id.rubenianum.be//ark:/86530/011bdad0-411e-5fb1-8d87-a74c69084f21'}
0124c0fa-6970-5c6d-b202-6755a099d6f9,tg:rubdoc:647,isad:rub:1250,Archives,1,Christ Shown to the People,{'url':'https://id.rubenianum.be//ark:/86530/0124c0fa-6970-5c6d-b202-6755a099d6f9'}
012d6f29-6cd1-5a44-9685-9dca80e761b1,tg:rubdoc:1080,isad:rub:1291,Archives,1,The Four Latin Doctors of the Church,{'url':'https://id.rubenianum.be//ark:/86530/012d6f29-6cd1-5a44-9685-9dca80e761b1'}
01491b86-905b-5fa2-bb5d-79e606c2bf49,tg:rubdoc:3340,isad:rub:2016,Archives,1,Titian,{'url':'https://id.rubenianum.be//ark:/86530/01491b86-905b-5fa2-bb5d-79e606c2bf49'}
0166498d-00e0-535a-8a23-8a6de0f17d91,tg:rubdoc:1534,isad:rub:1420,Archives,1,Aeneas,{'url':'https://id.rubenianum.be//ark:/86530/0166498d-00e0-535a-8a23-8a6de0f17d91'}
