brocade.id,Change History Identifier,Change History Date,Change History User,Change History Description,Change History Activity,card,ResourceID
tg:mpmre:695,,2020-12-03 17:20:16 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106088,2020-12-03 17:20:16 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106089,2020-12-03 17:20:16 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106090,2020-12-03 17:20:16 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106091,2020-12-03 17:20:16 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106094,2020-12-03 17:20:16 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106097,2020-12-03 17:22:17 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106098,2020-12-03 17:22:17 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106099,2020-12-03 17:22:17 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106100,2020-12-03 17:22:17 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106106,2020-12-03 17:29:39 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106107,2020-12-03 17:29:39 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106109,2020-12-03 17:29:39 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106115,2020-12-03 17:29:56 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106116,2020-12-03 17:29:56 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106118,2020-12-03 17:29:56 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106124,2020-12-03 17:32:16 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106125,2020-12-03 17:32:16 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14106127,2020-12-03 17:32:16 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110697,2020-12-07 12:36:32 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110698,2020-12-07 12:36:32 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110700,2020-12-07 12:36:32 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110706,2020-12-07 12:42:12 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110707,2020-12-07 12:42:12 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110709,2020-12-07 12:42:12 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110715,2020-12-07 12:44:28 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110716,2020-12-07 12:44:28 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110718,2020-12-07 12:44:28 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110724,2020-12-07 12:49:23 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110725,2020-12-07 12:49:23 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110727,2020-12-07 12:49:23 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110859,2020-12-07 13:12:04 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110860,2020-12-07 13:12:04 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110862,2020-12-07 13:12:04 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110922,2020-12-07 13:17:01 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110923,2020-12-07 13:17:01 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110925,2020-12-07 13:17:01 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110958,2020-12-07 13:19:26 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110959,2020-12-07 13:19:26 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14110961,2020-12-07 13:19:26 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111003,2020-12-07 13:21:22 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111004,2020-12-07 13:21:22 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111006,2020-12-07 13:21:22 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111021,2020-12-07 13:24:39 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111022,2020-12-07 13:24:39 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111024,2020-12-07 13:24:39 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111084,2020-12-07 13:30:07 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111085,2020-12-07 13:30:07 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111087,2020-12-07 13:30:07 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111093,2020-12-07 13:32:13 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111094,2020-12-07 13:32:13 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:695,14111096,2020-12-07 13:32:13 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,27780a1f-1191-53bf-a19e-f68057ed96c8
tg:mpmre:681,,2020-07-28 16:55:26 +0000 UTC,egacoms,,Creatie,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667895,2020-07-28 16:55:26 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667896,2020-07-28 16:55:26 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667901,2020-07-28 16:55:26 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667904,2020-07-28 16:55:34 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667905,2020-07-28 16:55:34 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667940,2020-07-28 16:58:01 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13667941,2020-07-28 16:58:01 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13829295,2020-08-28 13:35:12 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13829296,2020-08-28 13:35:12 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13829297,2020-08-28 13:35:12 +0000 UTC,egacoms,Bewerken van de kenmerken,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13829349,2020-08-28 13:39:53 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13829350,2020-08-28 13:39:53 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13829355,2020-08-28 13:39:53 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13882625,2020-09-24 17:24:06 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,13882626,2020-09-24 17:24:06 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,14010109,2020-10-24 17:34:44 +0000 UTC,jlampo,Markering als gecontroleerd,,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,14010259,2020-10-24 17:35:35 +0000 UTC,jlampo,Markering als gecontroleerd,,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,14010409,2020-10-24 17:36:27 +0000 UTC,jlampo,Markering als gecontroleerd,,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,14018994,2020-10-25 16:10:13 +0000 UTC,jlampo,Markering als gecontroleerd,,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:681,14019144,2020-10-25 16:10:15 +0000 UTC,jlampo,Markering als gecontroleerd,,e73_Transaction_history_df,85631bac-4e09-5831-99f3-6fe6a1d7eb7e
tg:mpmre:118,,2014-04-14 16:08:41 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897007,2014-04-14 16:08:41 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897008,2014-04-14 16:08:41 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897009,2014-04-14 16:08:41 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897013,2014-04-14 16:08:41 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897014,2014-04-14 16:08:41 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897016,2014-04-14 16:08:47 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897023,2014-04-14 16:08:47 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897061,2014-04-14 16:15:08 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897068,2014-04-14 16:15:08 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897088,2014-04-14 16:19:41 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7897095,2014-04-14 16:19:41 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,7962555,2014-06-23 09:03:07 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,8257787,2014-10-09 11:27:20 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,8716124,2015-06-04 10:19:44 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,8716131,2015-06-04 10:19:44 +0000 UTC,kselle,Bewerken van de externe relaties,edit,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,8890155,2015-09-15 13:46:39 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,9806608,2017-04-11 14:12:12 +0000 UTC,usystem,Bewerken van de items,,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,11640290,2018-08-30 07:04:31 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,11640303,2018-08-30 09:01:10 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:118,15247386,2021-10-29 09:56:35 +0000 UTC,jvcelst,Markering als gecontroleerd,,e73_Transaction_history_df,1eea9247-ae94-5c33-8edb-a8cf852f2a0b
tg:mpmre:656,,2018-10-26 16:47:49 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934233,2018-10-26 16:47:49 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934234,2018-10-26 16:47:49 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934235,2018-10-26 16:47:49 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934236,2018-10-26 16:47:49 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934239,2018-10-26 16:47:49 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934260,2018-10-26 16:48:16 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934261,2018-10-26 16:48:16 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
tg:mpmre:656,11934263,2018-10-26 16:48:16 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,12dc2281-55e4-5162-a8c6-058f7f062b5b
