ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
69c52a2b-c539-5ae1-a5e8-43300bc8a62b,tg:mpmak:88,e73_AnnotationsImmaterial,1,adm.note,Tussen fol. 65 links-rechts,Tussen fol. 65 links-rechts,Nederlands,remarks
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,e73_AnnotationsImmaterial,1,adm.note,Tussen fol. 185 links-rechts,Tussen fol. 185 links-rechts,Nederlands,remarks
37ac54a3-dbd8-57c5-a087-f9ce10695b74,tg:mpmak:364,e73_AnnotationsImmaterial,1,adm.note,los stuk tussen opening 37,los stuk tussen opening 37,Nederlands,remarks
b6304530-6a87-5347-9b7d-b19b2c8b3058,tg:mpmak:108,e73_AnnotationsImmaterial,1,adm.note,Los stuk tussen fol. 1 links-rechts,Los stuk tussen fol. 1 links-rechts,Nederlands,remarks
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,e73_AnnotationsImmaterial,1,adm.note,Ingebonden tussen fol. 332 links-rechts,Ingebonden tussen fol. 332 links-rechts,Nederlands,remarks
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,e73_AnnotationsImmaterial,1,adm.note,Zevende stuk van de lias met losse stukken,Zevende stuk van de lias met losse stukken,Nederlands,remarks
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,e73_AnnotationsImmaterial,1,adm.note,Los stuk tussen fol. 119 links-rechts,Los stuk tussen fol. 119 links-rechts,Nederlands,remarks
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,e73_AnnotationsImmaterial,1,adm.note,Los stuk 4 tussen fol. 196 links-rechts,Los stuk 4 tussen fol. 196 links-rechts,Nederlands,remarks
43482195-5159-578d-b5da-b82690322996,tg:mpmak:145,e73_AnnotationsImmaterial,1,adm.note,Los stuk 1 tussen fol. 144 links-rechts,Los stuk 1 tussen fol. 144 links-rechts,Nederlands,remarks
2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,tg:mpmak:137,e73_AnnotationsImmaterial,1,adm.note,Los stuk 1 tussen fol. 168 links-rechts,Los stuk 1 tussen fol. 168 links-rechts,Nederlands,remarks
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,e73_AnnotationsImmaterial,1,adm.note,Los stuk 4 tussen fol. 131 links-rechts,Los stuk 4 tussen fol. 131 links-rechts,Nederlands,remarks
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,e73_AnnotationsImmaterial,1,adm.note,Los stuk 2,Los stuk 2,Nederlands,remarks
38c190df-eb02-5a5c-a9ba-a012d9850743,tg:mpmak:111,e73_AnnotationsImmaterial,1,adm.note,Los stuk 3 tussen fol. 47 links-rechts,Los stuk 3 tussen fol. 47 links-rechts,Nederlands,remarks
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,e73_AnnotationsImmaterial,1,adm.note,Los stuk tussen fol. 130 links-rechts,Los stuk tussen fol. 130 links-rechts,Nederlands,remarks
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,e73_AnnotationsImmaterial,1,adm.note,Los stuk tussen fol. 16 links-rechts,Los stuk tussen fol. 16 links-rechts,Nederlands,remarks
a733e498-0d9f-5884-87fc-68a2a6e0943a,tg:mpmak:91,e73_AnnotationsImmaterial,1,adm.note,Tussen fol. 144 links-rechts,Tussen fol. 144 links-rechts,Nederlands,remarks
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,e73_AnnotationsImmaterial,1,adm.note,Los stuk 1 tussen fol. 81-82,Los stuk 1 tussen fol. 81-82,Nederlands,remarks
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,e73_AnnotationsImmaterial,1,adm.note,Los stuk,Los stuk,Nederlands,remarks
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,e73_AnnotationsImmaterial,1,adm.note,Los stuk,Los stuk,Nederlands,remarks
c059022a-13c3-5978-ae98-a89146bc953f,tg:mpmak:197,e73_AnnotationsImmaterial,1,adm.note,Los stuk tussen fol. 152 links-rechts,Los stuk tussen fol. 152 links-rechts,Nederlands,remarks
7c9f210f-c32f-59db-a0d0-f10e68bad764,tg:mpmak:187,e73_AnnotationsImmaterial,1,adm.note,Los stuk 1 tussen fol. 10 links-rechts,Los stuk 1 tussen fol. 10 links-rechts,Nederlands,remarks
