ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,Descriptions,1,note.mpmcontent,"Privilege toegekend voor:   
* Christelijcke onderwijsinge ende gebeden getrocken uijt de H. Schrifture    
* Fondamenten oft Grondt regels om [...] de nederduytsche spelkonst [...] te leeren   
* Koopmans gerief oft Comptoir almanach voor het jaar 1757 (in octavo longo en sextodecimo)   
* De cathechismus oft Christelijcke leeringe gedeijlt in vijf deelen ende 41 lessen",descriptive note,Nederlands
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,Descriptions,1,note.mpmcontent,Afrekening van de huur van de winkel in Frankfurt,descriptive note,Nederlands
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,Descriptions,1,note.mpmcontent,Bevat aantekeningen van Tessaro inzake de verkoop van de aangekochte kaarten,descriptive note,Nederlands
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,Descriptions,1,id.desc,"Rekest van de vennoten van de katoendrukkerij van Dambrugge aan Karel Alexander van Lotharingen, gouverneur-generaal van de Oostenrijkse Nederlanden, inzake de vrijwaring van het octrooi van de katoendrukkerij tegen concurrentie uit het graafschap Vlaanderen",,Nederlands
ac89b905-ef82-5bfc-950d-f73dfc3f418b,tg:mpmak:261,Descriptions,1,id.desc,"Incipit: """"Tauxatie, weirdatie ende prisatie van alle ende igelijcke de naerbes. landerijen boomghaerde hoff ende andere plantagien op de straete gedaen ten versoecke ende requisitie van d'erffgen. wijlen dhr. Borrekens gelegen aen hunne hoove alhier inde Biest, ende dat door Anthoni de Moor ende Peeter Verhooven schepenen in Eeckeren dese 28e maij 1693",,Nederlands
d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,tg:mpmak:220,Descriptions,1,note.mpmcontent,"De rectozijde bevat het afschrift van de rekening-courant voor de weduwe Cossée (geboren M.P. De Pestre), de versozijde het afschrift van de rekening-courant voor Julien De Pestre",descriptive note,Nederlands
780ee72b-6eff-5922-aa06-2fa85a3019b6,tg:mpmak:27,Descriptions,1,id.desc,Huisreglement voor de winkelbedienden van de Officina Plantiniana met de taakomschrijving van individuele winkelbedienden,,Nederlands
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,Descriptions,1,id.desc,Algemeen privilege toegekend door de Raad van Brabant aan Jan I Moretus voor het drukken van bijbels en liturgische werken,,Nederlands
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,Descriptions,1,note.mpmcontent,kosten genoteerd bij het zegel: IIII £ II sch. VI d.,descriptive note,Nederlands
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,Descriptions,1,note.mpmcontent,"Privilege toegekend voor:   
* L'institution d'une fille noble par Jehan Michel Bruto   
* Flores de Seneca   
* Le premier volume de Roland furieux traduit d'Italien en Francois",descriptive note,Nederlands
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,tg:mpmak:12,Descriptions,1,id.desc,"Privilege toegekend door de Raad van Brabant toegekend aan Jan I Moretus voor het drukken van Joannes Molanus, Militia sacra, 1592",,Nederlands
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,Descriptions,1,id.desc,Afschrift van het huwelijkscontract tussen Balthasar II Moretus en Anna Goos in aanwezigheid van beide families gesloten door notaris Hendrick Fighe,,Nederlands
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,Descriptions,1,note.mpmcontent,Bevat een overzicht van de wederzijdse aankopen tussen 04/07/1665 en 13/08/1669,descriptive note,Nederlands
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,Descriptions,1,note.mpmcontent,Bekenne ick ondergeschreven ontfangen te hebben uijt handen van Mons.r Balthazar Moretus de Jonge voor rekening van Mons.r Jean Leonard de Oude de somme van een handert guldens waer voor bedancke In Amsterdam Adij 9 septemb.r 1671 N. Visscher,descriptive note,Nederlands
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,Descriptions,1,id.desc,Algemeen privilege toegekend door de Geheime Raad aan Jan I Moretus voor het drukken van bijbels en liturgische werken,,Nederlands
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,Descriptions,1,note.mpmcontent,Enig agendapunt: aanstelling van een onderpastoor,descriptive note,Nederlands
4bcd8c83-b31e-5038-81d3-e761e4dc3293,tg:mpmak:121,Descriptions,1,note.mpmcontent,Bevat een aantekening van Balthasar II Moretus,descriptive note,Nederlands
37dd6344-9543-5f34-ad03-51cf572ac425,tg:mpmak:120,Descriptions,1,note.mpmcontent,Bevat een aantekening inzake de samenstelling van de erfgenamen van Adriaen Vlacq,descriptive note,Nederlands
8e1b43fd-0985-57be-9cd0-7a2e4317c720,tg:mpmdc:16,Descriptions,1,note.mpmcontent,Aantekening gemaakt na het overleg met Petrus Hackius tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671,descriptive note,Nederlands
c5f8aaf2-3016-53be-8059-0957cd19e07b,tg:mpmdc:6,Descriptions,1,id.desc,Lied dat gezongen werd in de vrijmakingsceremonie van de gezellen van de Officina Plantiniana,,Nederlands
20e1bf91-fdc4-5157-8bd1-e006b969f6d9,tg:mpmdc:17,Descriptions,1,note.mpmcontent,Aantekening gemaakt na het overleg met Cornelius Hackius tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671,descriptive note,Nederlands
2810c6b7-d599-5a48-a38b-814476bfbf8a,tg:mpmdc:21,Descriptions,2,note.mpmcontent,Bevat een aanvulling door Balthasar III Moretus uit 1691,descriptive note,Nederlands
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,Descriptions,2,note.mpmcontent,Met vermelding van de peters en meters van elk kind en de doopgiften die ze geschonken hebben,descriptive note,Nederlands
9dcd5578-2ab6-59fb-83bc-43c7dfb65a12,tg:mpmdc:15,Descriptions,1,note.mpmcontent,Aantekening gemaakt na het overleg met Johannes Janssonius van Waesberge tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671,descriptive note,Nederlands
