ResourceID,brocade.id,card,order,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record
11df1a8d-0cfe-5c0d-b000-ffef17e4d714,tg:mpmre:379,AssociatedRecords,1,volgend register,tg:mpmre:380,Verwijzing naar MPM objectbeschrijvingen,,345b9bc8-e1e8-5b21-a50c-c1f54360c746,"[{""resourceId"": ""345b9bc8-e1e8-5b21-a50c-c1f54360c746"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa5bbc64-b2fb-4e9a-8dd0-ff7d4a71fea1"", ""inverseOntologyProperty"": """"}]"
11df1a8d-0cfe-5c0d-b000-ffef17e4d714,tg:mpmre:379,AssociatedRecords,2,vorig register,tg:mpmre:378,Verwijzing naar MPM objectbeschrijvingen,,00eefe84-d8db-55ef-87a0-0fdf632d6d3b,"[{""resourceId"": ""00eefe84-d8db-55ef-87a0-0fdf632d6d3b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""730be73f-a57f-4144-acd6-20cf3f7b4e46"", ""inverseOntologyProperty"": """"}]"
8470027c-e01e-5066-8f87-6407476d3ef2,tg:mpmre:396,AssociatedRecords,1,volgend register,tg:mpmre:397,Verwijzing naar MPM objectbeschrijvingen,,89101aaa-3cee-56f0-9ca3-bb212412b37e,"[{""resourceId"": ""89101aaa-3cee-56f0-9ca3-bb212412b37e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""74d01ae9-37a0-4564-8cb5-a950950c7583"", ""inverseOntologyProperty"": """"}]"
8470027c-e01e-5066-8f87-6407476d3ef2,tg:mpmre:396,AssociatedRecords,2,vorig register,tg:mpmre:395,Verwijzing naar MPM objectbeschrijvingen,,f612bbff-08fa-5c0e-91d1-83c8e9485fd8,"[{""resourceId"": ""f612bbff-08fa-5c0e-91d1-83c8e9485fd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45c585e1-f6e7-4fdc-a099-ba8b4256c8b3"", ""inverseOntologyProperty"": """"}]"
d6cd08a9-390e-5ce7-b8bf-7c448db73ba2,tg:mpmre:115,AssociatedRecords,1,volgend register,tg:mpmre:116,Verwijzing naar MPM objectbeschrijvingen,,777bc791-0107-5582-9d3a-7dd69a951b9f,"[{""resourceId"": ""777bc791-0107-5582-9d3a-7dd69a951b9f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d419bf87-d17a-4c12-955f-a971cf41fc48"", ""inverseOntologyProperty"": """"}]"
d6cd08a9-390e-5ce7-b8bf-7c448db73ba2,tg:mpmre:115,AssociatedRecords,2,vorig register,tg:mpmre:114,Verwijzing naar MPM objectbeschrijvingen,,b3eea759-a6a0-59e9-a5a2-2b8d320bc905,"[{""resourceId"": ""b3eea759-a6a0-59e9-a5a2-2b8d320bc905"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b2440fa-6bc3-461f-82d9-e9a24c5f308a"", ""inverseOntologyProperty"": """"}]"
26eb9821-76ed-5bcc-b4c8-762146a366ea,tg:mpmre:545,AssociatedRecords,1,vorig register,tg:mpmre:542,Verwijzing naar MPM objectbeschrijvingen,,f4c3c130-6553-5f06-9687-51fe03ffa993,"[{""resourceId"": ""f4c3c130-6553-5f06-9687-51fe03ffa993"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a79de69-c22d-4e1c-a38e-003bd75189a1"", ""inverseOntologyProperty"": """"}]"
d69fef50-63e5-5b92-8a8c-85a3d2b7e6f8,tg:mpmre:400,AssociatedRecords,1,volgend register,tg:mpmre:401,Verwijzing naar MPM objectbeschrijvingen,,c183a392-d1e5-5fb2-8f8a-c08b96103f7f,"[{""resourceId"": ""c183a392-d1e5-5fb2-8f8a-c08b96103f7f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""95830f63-568c-427f-98ad-d31045797e6a"", ""inverseOntologyProperty"": """"}]"
d69fef50-63e5-5b92-8a8c-85a3d2b7e6f8,tg:mpmre:400,AssociatedRecords,2,vorig register,tg:mpmre:399,Verwijzing naar MPM objectbeschrijvingen,,e33064b9-9e7c-5cd4-9977-97134f566857,"[{""resourceId"": ""e33064b9-9e7c-5cd4-9977-97134f566857"", ""ontologyProperty"": """", ""resourceXresourceId"": ""726d5ec6-1e13-4634-a8d5-462ecdde1d34"", ""inverseOntologyProperty"": """"}]"
749c9c51-ac4c-55c8-83c4-cb90b7abd0bd,tg:mpmre:142,AssociatedRecords,1,volgend register,tg:mpmre:143,Verwijzing naar MPM objectbeschrijvingen,,d95e6935-8d63-5541-a046-ddc4bbee8ee5,"[{""resourceId"": ""d95e6935-8d63-5541-a046-ddc4bbee8ee5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2a65c184-bbb6-46c4-a4e7-cd68c822a444"", ""inverseOntologyProperty"": """"}]"
749c9c51-ac4c-55c8-83c4-cb90b7abd0bd,tg:mpmre:142,AssociatedRecords,2,vorig register,tg:mpmre:141,Verwijzing naar MPM objectbeschrijvingen,,8bb62205-e6e3-57f6-9c8f-735f02bb9fee,"[{""resourceId"": ""8bb62205-e6e3-57f6-9c8f-735f02bb9fee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dd6406cf-c9d2-4b5c-9634-29199a396a1a"", ""inverseOntologyProperty"": """"}]"
f4712178-3fff-5dee-80e3-aada50f25559,tg:mpmre:457,AssociatedRecords,1,volgend register,tg:mpmre:458,Verwijzing naar MPM objectbeschrijvingen,,7b03e497-5d4d-500a-8e90-729d8e8965ff,"[{""resourceId"": ""7b03e497-5d4d-500a-8e90-729d8e8965ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fd52b027-3db5-4084-9421-9db0e3d16c73"", ""inverseOntologyProperty"": """"}]"
b20f6ead-5ae1-50d3-9810-6d0c452340f9,tg:mpmre:338,AssociatedRecords,1,volgend register,tg:mpmre:339,Verwijzing naar MPM objectbeschrijvingen,,b8c8d4e0-fa2d-5890-afe2-aa2af2e33e53,"[{""resourceId"": ""b8c8d4e0-fa2d-5890-afe2-aa2af2e33e53"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bd9fc144-4fdf-4c90-925f-ae022869a575"", ""inverseOntologyProperty"": """"}]"
b20f6ead-5ae1-50d3-9810-6d0c452340f9,tg:mpmre:338,AssociatedRecords,2,vorig register,tg:mpmre:337,Verwijzing naar MPM objectbeschrijvingen,,08b1b5eb-0596-5a9a-8c60-4bf9bcc51710,"[{""resourceId"": ""08b1b5eb-0596-5a9a-8c60-4bf9bcc51710"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f0cbfe5b-d6b4-4e06-8029-b5c98adc8267"", ""inverseOntologyProperty"": """"}]"
078664be-abf9-57e6-87a7-8aec3db15b6c,tg:mpmre:154,AssociatedRecords,1,volgend register,tg:mpmre:155,Verwijzing naar MPM objectbeschrijvingen,A,da472f92-bdd2-5420-b652-3e2be1d0d5ca,"[{""resourceId"": ""da472f92-bdd2-5420-b652-3e2be1d0d5ca"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a32f2c4c-d415-41d5-9dbf-65c823ad0778"", ""inverseOntologyProperty"": """"}]"
078664be-abf9-57e6-87a7-8aec3db15b6c,tg:mpmre:154,AssociatedRecords,2,vorig register,tg:mpmre:153,Verwijzing naar MPM objectbeschrijvingen,E,19a2ff65-74df-5e4c-9b7a-b719fc5776bd,"[{""resourceId"": ""19a2ff65-74df-5e4c-9b7a-b719fc5776bd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4a848b18-2238-497c-94be-d4b6dcda6f85"", ""inverseOntologyProperty"": """"}]"
345b9bc8-e1e8-5b21-a50c-c1f54360c746,tg:mpmre:380,AssociatedRecords,1,volgend register,tg:mpmre:381,Verwijzing naar MPM objectbeschrijvingen,,65eba50f-508c-5a03-beaa-120066bf199e,"[{""resourceId"": ""65eba50f-508c-5a03-beaa-120066bf199e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""23f9c184-de6c-499f-8ab9-122c9bc511af"", ""inverseOntologyProperty"": """"}]"
345b9bc8-e1e8-5b21-a50c-c1f54360c746,tg:mpmre:380,AssociatedRecords,2,vorig register,tg:mpmre:379,Verwijzing naar MPM objectbeschrijvingen,,11df1a8d-0cfe-5c0d-b000-ffef17e4d714,"[{""resourceId"": ""11df1a8d-0cfe-5c0d-b000-ffef17e4d714"", ""ontologyProperty"": """", ""resourceXresourceId"": ""710b8556-753b-49fd-844f-75704465642c"", ""inverseOntologyProperty"": """"}]"
5f820121-f506-5acb-a9c6-a12f60429305,tg:mpmre:553,AssociatedRecords,1,volgend register,tg:mpmre:554,Verwijzing naar MPM objectbeschrijvingen,,cda558f5-7cc3-5535-9dad-b8eae3c70815,"[{""resourceId"": ""cda558f5-7cc3-5535-9dad-b8eae3c70815"", ""ontologyProperty"": """", ""resourceXresourceId"": ""031f44f5-9c79-4750-8200-dba2066d6aea"", ""inverseOntologyProperty"": """"}]"
5f820121-f506-5acb-a9c6-a12f60429305,tg:mpmre:553,AssociatedRecords,2,vorig register,tg:mpmre:551,Verwijzing naar MPM objectbeschrijvingen,,20932a15-b772-552b-b4c0-074f9caf0380,"[{""resourceId"": ""20932a15-b772-552b-b4c0-074f9caf0380"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a5938062-d648-40de-a297-9082f6d7dac4"", ""inverseOntologyProperty"": """"}]"
