ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,1,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,2,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,3,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Archives,4,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Archives,1,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Archives,1,isad:lh:96055,"dlod={""name"":""Aquarellen"",""ark"":""ark:/24970/x0/4274081d-a6ac-58ea-869a-b50473a1a735"",""uri"":""/repositories/11/archival_objects/215067"",""id"":""isad:lh:96055"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Herwig Hensen"",""resourceArk"":""ark:/24970/x0/2485eea1-706c-524d-84bb-6580e49bdb4b"",""resourceURI"":""/repositories/11/resources/2800"",""resourceID"":""isad:lh:1451"",""capacity"":""Aquarellen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/4274081d-a6ac-58ea-869a-b50473a1a735
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Archives,1,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Archives,1,isad:lh:95953,"dlod={""name"":""Aquarellen door Lode Sebregts"",""ark"":""ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f"",""uri"":""/repositories/11/archival_objects/215691"",""id"":""isad:lh:95953"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/2808"",""resourceID"":""isad:lh:70059"",""capacity"":""Aquarellen door Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/14cace0e-8bf4-57f7-a00f-fda34059b66f
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Archives,1,isad:lh:97242,"dlod={""name"":""Tekeningen en aquarellen door Vic Estercam"",""ark"":""ark:/24970/x0/8866804d-1aaf-50de-b70b-aca63396cab4"",""uri"":""/repositories/11/archival_objects/319738"",""id"":""isad:lh:97242"",""nameWithContext"":[""Werkstukken"",""Kunstwerken""],""resourceName"":""Archief van Vic Estercam"",""resourceArk"":""ark:/24970/x0/96577a42-ae25-5afd-9bcb-88d6e941bfee"",""resourceURI"":""/repositories/11/resources/4029"",""resourceID"":""isad:lh:72606"",""capacity"":""Tekeningen en aquarellen door Vic Estercam"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/8866804d-1aaf-50de-b70b-aca63396cab4
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Archives,1,isad:lh:95984,"dlod={""name"":""Aquarellen"",""ark"":""ark:/24970/x0/000769b5-45dd-557d-ad19-05f55fe07943"",""uri"":""/repositories/11/archival_objects/190579"",""id"":""isad:lh:95984"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Ghislain Geerst"",""resourceArk"":""ark:/24970/x0/8107934c-5979-51de-a658-7b980af950b3"",""resourceURI"":""/repositories/11/resources/2415"",""resourceID"":""isad:lh:35360"",""capacity"":""Aquarellen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/000769b5-45dd-557d-ad19-05f55fe07943
