ResourceID,brocade.id,card,order,source_field,Illustration URL,Illustration Type
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Images,1,ill.lowres,https://anet.be/docstore/d:lh:618,Lage resolutie
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Images,1,ill.lowres,https://anet.be/docstore/d:lh:461,Lage resolutie
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Images,1,ill.lowres,https://anet.be/docstore/d:lh:381,Lage resolutie
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Images,1,ill.lowres,https://anet.be/docstore/d:lh:606,Lage resolutie
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Images,1,ill.lowres,https://anet.be/docstore/d:lh:553,Lage resolutie
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Images,1,ill.lowres,https://anet.be/docstore/d:lh:541,Lage resolutie
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Images,1,ill.lowres,https://anet.be/docstore/d:lh:740067,Lage resolutie
0946f068-5ab0-5558-bd03-4f927fba0f5e,tg:lhaq:8706,Images,1,ill.lowres,https://anet.be/docstore/d:lh:369,Lage resolutie
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Images,1,ill.highres,https://anet.be/docstore/d:lh:262626,Hoge resolutie
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Images,2,ill.lowres,https://anet.be/docstore/d:lh:750854,Lage resolutie
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Images,1,ill.lowres,https://anet.be/docstore/d:lh:585,Lage resolutie
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,Images,1,ill.lowres,https://anet.be/docstore/d:lh:667407,Lage resolutie
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Images,1,ill.lowres,https://anet.be/docstore/d:lh:536,Lage resolutie
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,Images,1,ill.lowres,https://anet.be/docstore/d:lh:80,Lage resolutie
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Images,1,ill.lowres,https://anet.be/docstore/d:lh:667417,Lage resolutie
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Images,1,ill.lowres,https://anet.be/docstore/d:lh:459,Lage resolutie
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Images,1,ill.lowres,https://anet.be/docstore/d:lh:475,Lage resolutie
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Images,1,ill.lowres,https://anet.be/docstore/d:lh:152,Lage resolutie
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Images,1,ill.lowres,https://anet.be/docstore/d:lh:170,Lage resolutie
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Images,1,ill.lowres,https://anet.be/docstore/d:lh:377,Lage resolutie
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Images,1,ill.lowres,https://anet.be/docstore/d:lh:212,Lage resolutie
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Images,1,ill.lowres,https://anet.be/docstore/d:lh:561,Lage resolutie
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Images,1,ill.lowres,https://anet.be/docstore/d:lh:61,Lage resolutie
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Images,1,ill.lowres,https://anet.be/docstore/d:lh:295,Lage resolutie
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Images,1,ill.lowres,https://anet.be/docstore/d:lh:66,Lage resolutie
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,Images,1,ill.lowres,https://anet.be/docstore/d:lh:251,Lage resolutie
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Images,1,ill.lowres,https://anet.be/docstore/d:lh:344,Lage resolutie
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Images,1,ill.lowres,https://anet.be/docstore/d:lh:592,Lage resolutie
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,Images,1,ill.lowres,https://anet.be/docstore/d:lh:7,Lage resolutie
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Images,1,ill.lowres,https://anet.be/docstore/d:lh:359,Lage resolutie
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Images,1,ill.lowres,https://anet.be/docstore/d:lh:488,Lage resolutie
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Images,1,ill.lowres,https://anet.be/docstore/d:lh:436,Lage resolutie
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,Images,1,ill.lowres,https://anet.be/docstore/d:lh:407,Lage resolutie
8b0c07b1-b052-570b-bca7-98f8d7fba377,tg:lhaq:5509,Images,1,ill.lowres,https://anet.be/docstore/d:lh:99,Lage resolutie
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,Images,1,ill.lowres,https://anet.be/docstore/d:lh:484,Lage resolutie
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,Images,1,ill.lowres,https://anet.be/docstore/d:lh:426,Lage resolutie
5c1e09e9-31d5-570e-9050-94a70b3f39d9,tg:lhaq:8792,Images,1,ill.lowres,https://anet.be/docstore/d:lh:414,Lage resolutie
1beea900-3308-5a4d-9492-8a60f728f42d,tg:lhaq:6626,Images,1,ill.lowres,https://anet.be/docstore/d:lh:122,Lage resolutie
dcc55afd-62ec-50f4-8a26-7f808b7735ba,tg:lhaq:8403,Images,1,ill.lowres,https://anet.be/docstore/d:lh:271,Lage resolutie
5e937a35-f83b-5d43-9f13-29afb0ff6951,tg:lhaq:4565,Images,1,ill.lowres,https://anet.be/docstore/d:lh:70,Lage resolutie
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,Images,1,ill.lowres,https://anet.be/docstore/d:lh:291,Lage resolutie
52738c98-5867-5d59-906c-9ba1046e26c3,tg:lhaq:2632,Images,1,ill.lowres,https://anet.be/docstore/d:lh:31,Lage resolutie
54b8899f-fe69-58b3-bf28-58ce7abca638,tg:lhaq:8395,Images,1,ill.lowres,https://anet.be/docstore/d:lh:263,Lage resolutie
06c48f40-7010-5f14-bbd5-02802f6b0a5a,tg:lhaq:8680,Images,1,ill.lowres,https://anet.be/docstore/d:lh:345,Lage resolutie
0cccfe13-5966-514f-988a-6d35cc081d04,tg:lhaq:5548,Images,1,ill.lowres,https://anet.be/docstore/d:lh:102,Lage resolutie
e833935d-27a6-5ffc-a736-109781e1f502,tg:lhaq:9009,Images,1,ill.lowres,https://anet.be/docstore/d:lh:557,Lage resolutie
7441af4b-7744-54fb-a0f6-4036bed9cba9,tg:lhaq:8531,Images,1,ill.lowres,https://anet.be/docstore/d:lh:276,Lage resolutie
b1ce90f6-e392-5335-b3bd-669a5c58aee7,tg:lhaq:8862,Images,1,ill.lowres,https://anet.be/docstore/d:lh:444,Lage resolutie
bf88cfb6-f431-5418-a71f-a37074a5f5f7,tg:lhaq:8927,Images,1,ill.lowres,https://anet.be/docstore/d:lh:502,Lage resolutie
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,tg:lhaq:6893,Images,1,ill.lowres,https://anet.be/docstore/d:lh:156,Lage resolutie
01582bee-3c39-5ada-b2be-121bcba0b779,tg:lhaq:2583,Images,1,ill.lowres,https://anet.be/docstore/d:lh:27,Lage resolutie
407075f2-7ac8-5743-bab0-7bab26c3df34,tg:lhaq:9377,Images,1,ill.highres,https://anet.be/docstore/d:lh:281167,Hoge resolutie
407075f2-7ac8-5743-bab0-7bab26c3df34,tg:lhaq:9377,Images,2,ill.lowres,https://anet.be/docstore/d:lh:740061,Lage resolutie
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,Images,1,ill.lowres,https://anet.be/docstore/d:lh:422,Lage resolutie
031ba763-243a-5ac6-bba2-8faeaee6f14c,tg:lhaq:8566,Images,1,ill.lowres,https://anet.be/docstore/d:lh:307,Lage resolutie
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,Images,1,ill.lowres,https://anet.be/docstore/d:lh:527,Lage resolutie
4f45914f-0cd5-5f4a-82f7-c9acab67429c,tg:lhaq:7543,Images,1,ill.lowres,https://anet.be/docstore/d:lh:186,Lage resolutie
a862b183-d8e5-5889-a8b6-545a5951bf1d,tg:lhaq:8570,Images,1,ill.lowres,https://anet.be/docstore/d:lh:311,Lage resolutie
a2a341c3-e2ce-5391-90b5-c592faf6680e,tg:lhaq:8989,Images,1,ill.lowres,https://anet.be/docstore/d:lh:537,Lage resolutie
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,Images,1,ill.lowres,https://anet.be/docstore/d:lh:524,Lage resolutie
