ResourceID,brocade.id,card,order,source_field,Annotation,Annotation Language,Annotation Type
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Annotations,1,adm.note,De rol van baker werd door de actrice Lia Lee vertolkt.,Nederlands,remarks
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Annotations,1,adm.note,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",Nederlands,remarks
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Annotations,1,note.lhalg,"Links onderaan notitie :
_Een ballet wordt geboren_  
_idee en real. P.Deses_  
_Programma Ludo Bekkers_  
Rechts onderaan :
_Estercam Vic_  
",Nederlands,remarks
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Annotations,1,adm.note,De rollen van de joffers werden  door de actrices Sonia Dooms en Wilma Geurts vertolkt.,Nederlands,remarks
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Annotations,1,adm.note,De rol van Lady Macbeth werd door de actrice Jenny van Santvoort vertolkt.,Nederlands,remarks
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Annotations,1,adm.note,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",Nederlands,remarks
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Annotations,1,adm.note,De rol van de Majoor Paul Petkoff werd door de acteur Gaston Vandermeulen vertolkt.,Nederlands,remarks
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Annotations,1,adm.note,"Op de achterkant van het blad is een schets, een lijntekening in potlood voor een vrouwelijk kostuum.",Nederlands,remarks
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,Annotations,1,adm.note,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,Nederlands,remarks
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Annotations,1,adm.note,Op postkaart gestuurd aan Jef Alpaerts,Nederlands,remarks
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,Annotations,1,adm.note,De rol van Schwejk werd door de acteur Luc Philips vertolkt.,Nederlands,remarks
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,Annotations,1,adm.note,De rol van de pooier Pier werd door de acteur Jo Coppens vertolkt.,Nederlands,remarks
