ResourceID,brocade.id,card,order,source_field,source_code,Dimension Source Note
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"11,4 x 7,3","11,4 x 7,3"
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"35,5 x 18","35,5 x 18"
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"20,5 x 33","20,5 x 33"
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,9 x 15,9 x 15
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatrandic,36 x 26,36 x 26
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"26,5 x 18","26,5 x 18"
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,26 x 14,26 x 14
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,25 x 35,25 x 35
0946f068-5ab0-5558-bd03-4f927fba0f5e,tg:lhaq:8706,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,33 x 47,33 x 47
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"12,9 x 11,3","12,9 x 11,3"
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"33,5 x 42,3","33,5 x 42,3"
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"26 x 18,5","26 x 18,5"
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"26 x 17,5","26 x 17,5"
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"19 x 12,8","19 x 12,8"
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,41 x 31,41 x 31
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"35,5 x 18","35,5 x 18"
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,36 x 28,36 x 28
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,22 x 34,22 x 34
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatrandic,"32,5 x 50","32,5 x 50"
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"25,9 x 19,3","25,9 x 19,3"
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatrandic,"26,9 x 20,3","26,9 x 20,3"
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"40,5 x 33","40,5 x 33"
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"14,8 x 28","14,8 x 28"
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatrandic,"22 x 29,7","22 x 29,7"
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"25,5 x 35","25,5 x 35"
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"15,5 x 11,5","15,5 x 11,5"
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"38,5 x 27,8","38,5 x 27,8"
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,DimensionSourceNotes,1,kenmerken/lhformatic.lhformatwerkic,"19 x 23,5","19 x 23,5"
