ResourceID,brocade.id,card,order,ire.isaar.uuid,Brocade Production Actor ID,Production Actor Role,Production Actor Widget,Production Actor Identifier
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,ProductionActors,1,ec088980-6865-51bc-953c-71bb468e9977,au::16864,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977
df44f22d-aafb-505a-b80b-9c4cb604ca70,tg:lhbr:86166,ProductionActors,1,d3d38b5c-9f44-5337-9258-b54457bec379,au::10936,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/d3d38b5c-9f44-5337-9258-b54457bec379"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d3d38b5c-9f44-5337-9258-b54457bec379
c24aca3d-4f7a-5759-9ecf-44fc57ab71d0,tg:lhbr:57896,ProductionActors,1,da00885f-dddd-542c-9767-38420a17149f,au::7526,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f
cdcbef42-3a6c-558b-9e07-475b1b26131c,tg:lhbr:255402,ProductionActors,1,fd2a5252-aae9-5ccb-a33f-f4b42fac771c,au::24979,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/fd2a5252-aae9-5ccb-a33f-f4b42fac771c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/fd2a5252-aae9-5ccb-a33f-f4b42fac771c
e01b5cf7-de26-5be4-ab4c-dbec23e187e1,tg:lhbr:203262,ProductionActors,1,2de42cd3-f804-5d56-bc95-6e98b42f71d7,au::23096,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/2de42cd3-f804-5d56-bc95-6e98b42f71d7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2de42cd3-f804-5d56-bc95-6e98b42f71d7
4dede4f4-0c70-5908-afe4-37173f2a0679,tg:lhbr:127292,ProductionActors,1,0af2b530-2f3c-5afc-ab0e-71169059c9b8,au::16189,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/0af2b530-2f3c-5afc-ab0e-71169059c9b8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0af2b530-2f3c-5afc-ab0e-71169059c9b8
f67aef61-8e85-5979-8729-916af0bb1010,tg:lhbr:66332,ProductionActors,1,8cc9d144-ef6d-5024-a8cc-0d7ba722e4d1,au::8015,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/8cc9d144-ef6d-5024-a8cc-0d7ba722e4d1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8cc9d144-ef6d-5024-a8cc-0d7ba722e4d1
281b06fd-715b-54f8-8cf7-6e5d2e8f3659,tg:lhbr:30552,ProductionActors,1,ef3ac7b2-431f-5b6c-aa2b-9efb0f63552e,au::3677:::BBV.1,correspondents (correspondence writers),,
7f59ae88-e386-5321-86e5-0c2d943a9b2d,tg:lhbr:120557,ProductionActors,1,a5769e92-a373-5300-8f9e-9a5d4ab4a9c7,au::15605,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/a5769e92-a373-5300-8f9e-9a5d4ab4a9c7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a5769e92-a373-5300-8f9e-9a5d4ab4a9c7
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,ProductionActors,1,c224cb34-6fd2-5e4b-bfe8-78b70b6dcb9d,au::46820,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/c224cb34-6fd2-5e4b-bfe8-78b70b6dcb9d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c224cb34-6fd2-5e4b-bfe8-78b70b6dcb9d
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,ProductionActors,1,6a56cfab-7976-5d22-a695-e89093d360a8,au::49979,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/6a56cfab-7976-5d22-a695-e89093d360a8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6a56cfab-7976-5d22-a695-e89093d360a8
