brocade.id,ResourceID,card,order,Comment,if.user,Legacy Comment Type
tg:lhbr:218584,b544c937-61e2-53e3-9b09-5e19f5a0e4f3,Users,1,SA848 SA925-79 SA1037 SA1144 1220,usystem,commentaar gebruiker
tg:lhbr:238831,d2362082-f4d5-503c-9c00-ee0dad0764b3,Users,1,Aankoop antiquariaat Demian.,usystem,commentaar gebruiker
tg:lhbr:220152,b82b0755-b25a-5ce4-8bd7-a778fa758720,Users,1,SA830,usystem,commentaar gebruiker
tg:lhbr:231743,e6f180ba-1f64-5344-b2a4-436f3c60ec48,Users,1,Geschonken door Monika Stockebrand - Jacobs.,usystem,commentaar gebruiker
tg:lhbr:221743,62bd37d1-b3d4-58a0-a632-87aee0e423f7,Users,1,SA943,usystem,commentaar gebruiker
tg:lhbr:220851,e0b47039-22d8-57ee-919c-124618efea3a,Users,1,SA1001 SA840,usystem,commentaar gebruiker
tg:lhbr:223284,73f04d1c-8409-518f-98d6-774df36623a7,Users,1,SB,usystem,commentaar gebruiker
tg:lhbr:236985,f3c7e152-e1e3-5264-9a88-b0690050f89a,Users,1,Aankoop Julien Weverbergh.,usystem,commentaar gebruiker
tg:lhbr:218838,c8443a9b-6d33-5580-8217-f312fc1b6314,Users,1,SA936 SA836,usystem,commentaar gebruiker
tg:lhbr:221256,a383a226-5a3d-5e28-8191-7c2d8c7ae565,Users,1,SA831,usystem,commentaar gebruiker
tg:lhbr:218992,e6730402-74da-5e7b-a0fd-f19fa1f0e043,Users,1,SA836 SA850/991 SA1380,usystem,commentaar gebruiker
tg:lhbr:221606,7144f43e-a930-5cef-99ef-f7d768f56315,Users,1,SB,usystem,commentaar gebruiker
tg:lhbr:220914,d0a56767-5096-5a87-9cb9-8e0db9cb19ce,Users,1,SA941 SA963 SA992 SA995 SA1003 SA1018 SA1395,usystem,commentaar gebruiker
tg:lhbr:238974,c23051b5-8aa4-5079-9d2c-9b3b5cfdff7a,Users,1,"Deel van Aankoop bij Veilinghuis Marc van de Wiele, Brugge.",usystem,commentaar gebruiker
tg:lhbr:236593,2b8c976d-2508-5f85-a8e7-db2214a5e3e4,Users,1,Aankoop veiling The Romantic Agony.,usystem,commentaar gebruiker
tg:lhbr:231256,c4d6d132-b0f8-582f-94d2-7d05bfc1fe3e,Users,1,SA988,usystem,commentaar gebruiker
tg:lhbr:220447,b72f2a90-284d-503b-b191-167fe1627d02,Users,1,SA899 SA1001 ,usystem,commentaar gebruiker
tg:lhbr:220017,0be3a00a-b761-5137-8050-49436f02ba97,Users,1,SA943,usystem,commentaar gebruiker
tg:lhbr:219053,99188f81-c7d0-5b2a-bf1b-e175bcb63298,Users,1,SA836 SA850/991 SA1380,usystem,commentaar gebruiker
tg:lhbr:237101,25e4f402-e5b7-5108-9945-cef315b6fd81,Users,1,Aankoop De Slegte.,usystem,commentaar gebruiker
tg:lhbr:219403,53efccc2-222b-5216-a4f4-8fcc83282a0e,Users,1,SA829,usystem,commentaar gebruiker
tg:lhbr:221485,a02b2700-6370-51ae-9dc3-0c39345240cd,Users,1,SA768 SA925/947 SA1027 SA1364 SB,usystem,commentaar gebruiker
tg:lhbr:237551,bf7e3f77-17cf-5ab3-98a0-549cfee3273d,Users,1,Aankoop archief Karel Jonckheere.,usystem,commentaar gebruiker
tg:lhbr:219950,bf6a5f44-1699-52a1-848c-801b2e54f29f,Users,1,SA1078 SA1364 SA830 ,usystem,commentaar gebruiker
tg:lhbr:237802,07afc52a-37c6-5c14-9046-baf7896a5087,Users,1,Aankoop The Romantic Agony.,usystem,commentaar gebruiker
tg:lhbr:218212,143e2b96-3f6b-5d67-9e66-3860f1c5c4e9,Users,1,SA754 SA866 SA901 SA1017 SA1395,usystem,commentaar gebruiker
tg:lhbr:234687,98d75bd0-f30d-53b6-aa15-a0aba11fa728,Users,1,Aankoop Ronald Deckers.,usystem,commentaar gebruiker
tg:lhbr:234668,b981461e-9c63-5762-9d97-87771cf7ab79,Users,1,Aankoop Ronald Deckers.,usystem,commentaar gebruiker
tg:lhbr:236655,7d09e762-8550-503c-9780-a1826d15550b,Users,1,Geschenk Anne F. Voeten (1956).,jvhecke,commentaar gebruiker
tg:lhbr:219815,fa4272f3-a035-5a2e-94b7-d2c8d8112c1f,Users,1,SA958 SA1010 SA1015 SA1214,jcort,commentaar gebruiker
tg:lhbr:218707,5bc9e560-cc7f-595c-96ab-1b22628c6a06,Users,1,SA877,usystem,commentaar gebruiker
tg:lhbr:220781,3b1d4899-a78b-5942-9e9e-f563498b2e42,Users,1,SB SA1395,usystem,commentaar gebruiker
tg:lhbr:233007,f43735e6-a895-5707-8e2b-be3d551ddf71,Users,1,Geschenk Rik Claessens.,usystem,commentaar gebruiker
tg:lhbr:218357,a0ba73bb-ff9e-5cd0-b91f-6db3e364ce28,Users,1,SA876,ivanongeval,commentaar gebruiker
tg:lhbr:237044,f0c10de4-09e6-574e-82fa-ea7188d10f50,Users,1,Aankoop De Slegte.,usystem,commentaar gebruiker
