ResourceID,brocade.id,card,order,source_field,Annotation,Annotation Language,Annotation Type
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,Annotations,1,note.lhalg,Lijst van uitgeleende werken verstuurd naar Liliane Martano. Bevindt zich in dossier Galleria Borgonuovo.,Nederlands,remarks
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,Annotations,1,note.lhalg,i.v.m. 'Viswording',Nederlands,remarks
fc30fcc5-5d7e-5622-800d-d9f5fc138c2a,tg:lhbr:29289,Annotations,1,note.lhalg,"B: Brief van J.Bergen van de Normaalschool, Minderbroedersstr. 2",Nederlands,remarks
b544c937-61e2-53e3-9b09-5e19f5a0e4f3,tg:lhbr:218584,Annotations,1,note.lhalg,Dankwoord voor steunbetuigingen n.a.v. de dood van Jean Hans Arp. Documentatie bijgevoegd.,Nederlands,remarks
83838fcd-38a9-5e42-ab23-a1697ce768d3,tg:lhbr:98178,Annotations,1,note.lhalg,"B: Afschrift aan Vries-Reilingh, de, Hans",Nederlands,remarks
53893d99-ce58-5789-97ad-4d6f2826a89b,tg:lhbr:187288,Annotations,1,note.lhalg,i.v.m. propaganda om abonnés te werven,Nederlands,remarks
59de65e9-90fe-5ef7-8cc1-d4a04b414504,tg:lhbr:241011,Annotations,1,note.lhalg,Met drie gedichten in bijlage.,Nederlands,remarks
c724a2d4-ef5b-5202-b55d-d212683e1c15,tg:lhbr:220502,Annotations,1,note.lhalg,"Brief over """"Referendum Vlaamse jeugd - en kinderen"""".",Nederlands,remarks
90751e79-fac7-5169-8bad-90fea2fb6fd7,tg:lhbr:293334,Annotations,1,adm.note,"'Brian' was verbonden aan het University College Wales in Aberystwyth, waar Hubert Lampo de bibliotheek bezocht.",Nederlands,remarks
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,Annotations,1,note.lhalg,"i.v.m. zijn artikel 'Meditatie over de mens'; onderaan een handgeschreven nota van G. Walschap (inkt); B: evaluatiebriefje over het artikel met nota's van R. Herreman (inkt, 5-9-1951) en G. Walschap (inkt, 6-9-1951)",Nederlands,remarks
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,Annotations,1,note.lhalg,Documentatie bijgevoegd.,Nederlands,remarks
2683d620-dd6c-5150-9eb0-0206feb35089,tg:lhbr:97777,Annotations,1,note.lhalg,B: Omslag,Nederlands,remarks
d45153e4-792f-5cbd-b33f-3870608d5733,tg:lhbr:239723,Annotations,1,note.lhalg,bijgevoegd door briefschrijver: ontlenerskaarten bibliotheek + handgeschreven nota treinuren Parijs-Perpignan,Nederlands,remarks
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,Annotations,1,note.lhalg,i.v.m. de interesse van Nederlanders voor literatuur uit Vlaanderen,Nederlands,remarks
5e808eed-aa86-5a6a-987d-6ad78337edf2,tg:lhbr:139776,Annotations,1,note.lhalg,B: Omslag,Nederlands,remarks
