ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,Acquisitions,1,tr:lh:7870,"dlod={""id"":""ark:/24970/x0/ef698f21-cc87-572c-ad29-bc80ab660e87"",""text"":""Archief van Michel Seuphor"",""name"":""Archief van Michel Seuphor"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/ef698f21-cc87-572c-ad29-bc80ab660e87
df44f22d-aafb-505a-b80b-9c4cb604ca70,tg:lhbr:86166,Acquisitions,1,tr:lh:1843,"dlod={""id"":""ark:/24970/x0/50dc32b0-895f-5fc7-aa1f-a3422cb652e4"",""text"":""Oningeschreven gevonden in 1947"",""name"":""Oningeschreven gevonden in 1947"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/50dc32b0-895f-5fc7-aa1f-a3422cb652e4
c24aca3d-4f7a-5759-9ecf-44fc57ab71d0,tg:lhbr:57896,Acquisitions,1,tr:lh:6840,"dlod={""id"":""ark:/24970/x0/4d83cd73-2b7d-5d84-bfee-7aba6830e5e7"",""text"":""Archief van Marnix Gijsen"",""name"":""Archief van Marnix Gijsen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/4d83cd73-2b7d-5d84-bfee-7aba6830e5e7
cdcbef42-3a6c-558b-9e07-475b1b26131c,tg:lhbr:255402,Acquisitions,1,tr:lh:9770,"dlod={""id"":""ark:/24970/x0/b36068c5-a323-5a15-9753-77bc019bb5b7"",""text"":""Archief van Karel Jonckheere"",""name"":""Archief van Karel Jonckheere"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/b36068c5-a323-5a15-9753-77bc019bb5b7
e01b5cf7-de26-5be4-ab4c-dbec23e187e1,tg:lhbr:203262,Acquisitions,1,tr:lh:7843,"dlod={""id"":""ark:/24970/x0/2611bce9-29b0-5829-87cb-de819e404f2c"",""text"":""Archief van Andr\""_$C(195,169)_\"" Demedts"",""name"":""Archief van Andr\""_$C(195,169)_\"" Demedts"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/2611bce9-29b0-5829-87cb-de819e404f2c
4dede4f4-0c70-5908-afe4-37173f2a0679,tg:lhbr:127292,Acquisitions,1,tr:lh:4044,"dlod={""id"":""ark:/24970/x0/5c75cd8a-f9ea-581d-bf02-0b350681edd6"",""text"":""Archief van Geert Pijnenburg"",""name"":""Archief van Geert Pijnenburg"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/5c75cd8a-f9ea-581d-bf02-0b350681edd6
f67aef61-8e85-5979-8729-916af0bb1010,tg:lhbr:66332,Acquisitions,1,tr:lh:2695,"dlod={""id"":""ark:/24970/x0/1ea8cd84-4dd0-549f-ab02-24f0e634b84b"",""text"":""Archief van Jules Persyn"",""name"":""Archief van Jules Persyn"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/1ea8cd84-4dd0-549f-ab02-24f0e634b84b
281b06fd-715b-54f8-8cf7-6e5d2e8f3659,tg:lhbr:30552,Acquisitions,1,tr:lh:5863,"dlod={""id"":""ark:/24970/x0/f4cf7756-720d-5269-b761-2425e802c168"",""text"":""Archief van Jozef Goossenaerts"",""name"":""Archief van Jozef Goossenaerts"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/f4cf7756-720d-5269-b761-2425e802c168
7f59ae88-e386-5321-86e5-0c2d943a9b2d,tg:lhbr:120557,Acquisitions,1,tr:lh:5863,"dlod={""id"":""ark:/24970/x0/f4cf7756-720d-5269-b761-2425e802c168"",""text"":""Archief van Jozef Goossenaerts"",""name"":""Archief van Jozef Goossenaerts"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/f4cf7756-720d-5269-b761-2425e802c168
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,Acquisitions,1,tr:lh:9943,"dlod={""id"":""ark:/24970/x0/f6125714-2c64-51a7-8145-b77947112555"",""text"":""Archief van Jef Geeraerts"",""name"":""Archief van Jef Geeraerts"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/f6125714-2c64-51a7-8145-b77947112555
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,Acquisitions,1,tr:lh:7063,"dlod={""id"":""ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89"",""text"":""Archief van Johan Daisne"",""name"":""Archief van Johan Daisne"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89
6deea745-e501-5ff0-b78a-b470b70969a4,tg:lhbr:37297,Acquisitions,1,tr:lh:2660,"dlod={""id"":""ark:/24970/x0/6a189441-ea6a-5072-9793-035cf82d6b0d"",""text"":""Archief van Arthur Henry Cornette"",""name"":""Archief van Arthur Henry Cornette"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/6a189441-ea6a-5072-9793-035cf82d6b0d
d2516495-5f52-5cca-9313-8e04a2e6d93e,tg:lhbr:147893,Acquisitions,1,tr:lh:6158,"dlod={""id"":""ark:/24970/x0/fc9099de-bac4-5f67-9029-49da6ad4f1b1"",""text"":""Schenking van Jennes, M."",""name"":""Schenking van Jennes, M."",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/fc9099de-bac4-5f67-9029-49da6ad4f1b1
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,Acquisitions,1,tr:lh:5678,"dlod={""id"":""ark:/24970/x0/0632058f-17d7-5a8c-9a82-473da86be7c3"",""text"":""Archief van Nieuw Vlaams Tijdschrift (1946 - 1983)"",""name"":""Archief van Nieuw Vlaams Tijdschrift (1946 - 1983)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/0632058f-17d7-5a8c-9a82-473da86be7c3
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,Acquisitions,1,tr:lh:3032,"dlod={""id"":""ark:/24970/x0/5329ed35-4876-5815-b90e-1e79ce712f0f"",""text"":""Nalatenschap van Emmanuel de Bom"",""name"":""Nalatenschap van Emmanuel de Bom"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/5329ed35-4876-5815-b90e-1e79ce712f0f
314b362f-52ed-5d04-8de3-1e656ad8eeee,tg:lhbr:3721,Acquisitions,1,tr:lh:4035,"dlod={""id"":""ark:/24970/x0/c62961b7-6261-51f0-a9ab-32e8fd8fa284"",""text"":""Archiefstukken van Roger Avermaete"",""name"":""Archiefstukken van Roger Avermaete"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/c62961b7-6261-51f0-a9ab-32e8fd8fa284
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,Acquisitions,1,tr:lh:7843,"dlod={""id"":""ark:/24970/x0/2611bce9-29b0-5829-87cb-de819e404f2c"",""text"":""Archief van Andr\""_$C(195,169)_\"" Demedts"",""name"":""Archief van Andr\""_$C(195,169)_\"" Demedts"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/2611bce9-29b0-5829-87cb-de819e404f2c
91b16930-de8e-55a0-bcfa-b1a417332eff,tg:lhbr:249421,Acquisitions,1,tr:lh:4326,"dlod={""id"":""ark:/24970/x0/cd137eed-b683-5195-aeea-59bd549ec2db"",""text"":""Archiefstukken van Roger Avermaete"",""name"":""Archiefstukken van Roger Avermaete"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/cd137eed-b683-5195-aeea-59bd549ec2db
a9876ef6-f99f-5757-a433-26ad93233fef,tg:lhbr:146781,Acquisitions,1,tr:lh:4544,"dlod={""id"":""ark:/24970/x0/354bd8c6-3b71-5983-8e9d-0e001136134e"",""text"":""Archief van Kunstkring '64"",""name"":""Archief van Kunstkring '64"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/354bd8c6-3b71-5983-8e9d-0e001136134e
