ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
456fc8e4-524f-59bb-a7be-d14de36f2633,tg:lhdc:379,Dimensions,kenmerken.lhformatdc,420,hoogte,millimeter
456fc8e4-524f-59bb-a7be-d14de36f2633,tg:lhdc:379,Dimensions,kenmerken.lhformatdc,555,breedte,millimeter
b7413771-a7fa-596e-a06c-03d3ae9a0146,tg:lhdc:396,Dimensions,kenmerken.lhformatdc,90,hoogte,millimeter
b7413771-a7fa-596e-a06c-03d3ae9a0146,tg:lhdc:396,Dimensions,kenmerken.lhformatdc,180,breedte,millimeter
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,tg:lhdc:400,Dimensions,kenmerken.lhformatdc,510,hoogte,millimeter
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,tg:lhdc:400,Dimensions,kenmerken.lhformatdc,340,breedte,millimeter
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,Dimensions,kenmerken.lhformatdc,330,hoogte,millimeter
427907aa-7f3e-50f7-9387-3e29bd48c71a,tg:lhdc:284,Dimensions,kenmerken.lhformatdc,210,breedte,millimeter
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,Dimensions,kenmerken.lhformatdc,345,hoogte,millimeter
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,tg:lhdc:1527,Dimensions,kenmerken.lhformatdc,215,breedte,millimeter
15405e4c-0613-5379-af4d-8bcb245b1c8a,tg:lhdc:142,Dimensions,kenmerken.lhformatdc,422,hoogte,millimeter
15405e4c-0613-5379-af4d-8bcb245b1c8a,tg:lhdc:142,Dimensions,kenmerken.lhformatdc,295,breedte,millimeter
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,Dimensions,kenmerken.lhformatdc,260,hoogte,millimeter
2a606f69-d1f0-50b8-8f44-7086fdfb5192,tg:lhdc:292,Dimensions,kenmerken.lhformatdc,200,breedte,millimeter
2f494987-7310-568e-b620-d6b4d2bfb7fa,tg:lhdc:338,Dimensions,kenmerken.lhformatdc,250,hoogte,millimeter
2f494987-7310-568e-b620-d6b4d2bfb7fa,tg:lhdc:338,Dimensions,kenmerken.lhformatdc,160,breedte,millimeter
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,Dimensions,kenmerken.lhformatdc,470,hoogte,millimeter
40cadf49-e4e7-5318-844b-e0bb6dabf084,tg:lhdc:380,Dimensions,kenmerken.lhformatdc,380,breedte,millimeter
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,Dimensions,kenmerken.lhformatdc,350,hoogte,millimeter
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,Dimensions,kenmerken.lhformatdc,225,breedte,millimeter
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,Dimensions,kenmerken.lhformatdc,320,hoogte,millimeter
e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,tg:lhdc:251,Dimensions,kenmerken.lhformatdc,260,breedte,millimeter
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,Dimensions,kenmerken.lhformatdc,275,hoogte,millimeter
23f8431b-f020-57bb-91ea-ed09ad6889b0,tg:lhdc:314,Dimensions,kenmerken.lhformatdc,210,breedte,millimeter
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,Dimensions,kenmerken.lhformatdc,275,hoogte,millimeter
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,Dimensions,kenmerken.lhformatdc,410,breedte,millimeter
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,Dimensions,kenmerken.lhformatdc,335,hoogte,millimeter
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,Dimensions,kenmerken.lhformatdc,265,breedte,millimeter
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,Dimensions,kenmerken.lhformatdc,270,hoogte,millimeter
593fc908-609c-520b-b9d3-4e87b294522e,tg:lhdc:343,Dimensions,kenmerken.lhformatdc,210,breedte,millimeter
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,Dimensions,kenmerken.lhformatdc,270,hoogte,millimeter
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,Dimensions,kenmerken.lhformatdc,375,breedte,millimeter
6f99b456-af1c-54f2-a937-398e90af2c11,tg:lhdc:355,Dimensions,kenmerken.lhformatdc,270,hoogte,millimeter
6f99b456-af1c-54f2-a937-398e90af2c11,tg:lhdc:355,Dimensions,kenmerken.lhformatdc,210,breedte,millimeter
52d34adf-3a0c-5b54-8a39-7cd399a028d2,tg:lhdc:139,Dimensions,kenmerken.lhformatdc,123,hoogte,millimeter
