ResourceID,brocade.id,card,order,source_field,source_code,Condition State Note,Condition State Notes Language,Condition State Notes Type
bba5d809-c528-5f5a-bfe9-6daa869d8f56,tg:lhpr:2921_#1,Conditions,2,note.lhconditie,"(1-2)gescheurd

(3)roestvlekken","(1-2)gescheurd

(3)roestvlekken",Nederlands,condition/examination description
6945d25c-11f2-528d-b638-67a3fdfe07de,tg:lhpr:2921_#2,Conditions,2,note.lhconditie,"(1-2)gescheurd

(3)roestvlekken","(1-2)gescheurd

(3)roestvlekken",Nederlands,condition/examination description
5aeba114-b3e6-5ab5-808e-f7d0346b5dd9,tg:lhpr:2921_#3,Conditions,2,note.lhconditie,"(1-2)gescheurd

(3)roestvlekken","(1-2)gescheurd

(3)roestvlekken",Nederlands,condition/examination description
d7add5cf-43d6-5c90-b4fe-d760aa8ce0b4,tg:lhpr:2464_#1,Conditions,2,note.lhconditie,Algemene toestand: redelijk,Algemene toestand: redelijk,Nederlands,condition/examination description
09e5b330-eedc-5c41-8ff1-164cae8984ae,tg:lhpr:2464_#2,Conditions,2,note.lhconditie,Algemene toestand: redelijk,Algemene toestand: redelijk,Nederlands,condition/examination description
fe421aa4-166c-5f2d-b788-5a98524567d6,tg:lhpr:2433_#1,Conditions,2,note.lhconditie,(1) Ernstige beschadiging : breuk in papier (bovenaan);(2)  Beschadigingen door kleefband (bovenaan).,(1) Ernstige beschadiging : breuk in papier (bovenaan);(2)  Beschadigingen door kleefband (bovenaan).,Nederlands,condition/examination description
635c1293-aea8-5191-a41e-0b4a4fab15f4,tg:lhpr:2433_#2,Conditions,2,note.lhconditie,(1) Ernstige beschadiging : breuk in papier (bovenaan);(2)  Beschadigingen door kleefband (bovenaan).,(1) Ernstige beschadiging : breuk in papier (bovenaan);(2)  Beschadigingen door kleefband (bovenaan).,Nederlands,condition/examination description
b6fba949-6f69-5fd1-9bbc-913c2c6e5fd4,tg:lhpr:1589_#1,Conditions,2,note.lhconditie,(1) Drukexemplaar is beschadigd door kleefband;(3) Beschadigd door vetvlekken en gaatje,(1) Drukexemplaar is beschadigd door kleefband;(3) Beschadigd door vetvlekken en gaatje,Nederlands,condition/examination description
926d6315-88a2-5e6d-b26e-4e613a95c902,tg:lhpr:1589_#2,Conditions,2,note.lhconditie,(1) Drukexemplaar is beschadigd door kleefband;(3) Beschadigd door vetvlekken en gaatje,(1) Drukexemplaar is beschadigd door kleefband;(3) Beschadigd door vetvlekken en gaatje,Nederlands,condition/examination description
721be338-50e4-5c57-b80e-52adbff73a9c,tg:lhpr:1589_#3,Conditions,2,note.lhconditie,(1) Drukexemplaar is beschadigd door kleefband;(3) Beschadigd door vetvlekken en gaatje,(1) Drukexemplaar is beschadigd door kleefband;(3) Beschadigd door vetvlekken en gaatje,Nederlands,condition/examination description
c31cf0fb-25b4-5b6e-a326-8e70c930458b,tg:lhpr:9300_#1,Conditions,1,note.lhconditie,22/02/2010: Verbruining/verzuring. Fragiel.,22/02/2010: Verbruining/verzuring. Fragiel.,Nederlands,condition/examination description
