ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
bba5d809-c528-5f5a-bfe9-6daa869d8f56,tg:lhpr:2921_#1,Acquisitions,1,tr:lh:1202,"dlod={""name"":""Schenking van Stadsbibliotheek"",""ark"":""ark:/24970/x0/950801aa-effe-5735-9795-0ce90f1e4ea6"",""uri"":""/repositories/11/accessions/15818"",""id"":""tr:lh:1202"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/950801aa-effe-5735-9795-0ce90f1e4ea6
6945d25c-11f2-528d-b638-67a3fdfe07de,tg:lhpr:2921_#2,Acquisitions,1,tr:lh:3026,"dlod={""name"":""Schenking van Stedelijke Openbare Bibliotheken"",""ark"":""ark:/24970/x0/fb2a6bac-d6d9-5f5b-8342-e520130a698f"",""uri"":""/repositories/11/accessions/10132"",""id"":""tr:lh:3026"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/fb2a6bac-d6d9-5f5b-8342-e520130a698f
5aeba114-b3e6-5ab5-808e-f7d0346b5dd9,tg:lhpr:2921_#3,Acquisitions,1,tr:lh:139964,"dlod={""name"":""Archief van Stijn Streuvels"",""ark"":""ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c"",""uri"":""/repositories/11/accessions/13179"",""id"":""tr:lh:139964"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c
098e0389-d02a-5317-a967-53ad10f8410b,tg:lhpr:2521_#1,Acquisitions,1,tr:lh:2212,"dlod={""name"":""Oningeschreven gevonden in 1951"",""ark"":""ark:/24970/x0/9e40034b-2e40-58a0-a966-1e4e8d5a3db4"",""uri"":""/repositories/11/accessions/12303"",""id"":""tr:lh:2212"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9e40034b-2e40-58a0-a966-1e4e8d5a3db4
d7add5cf-43d6-5c90-b4fe-d760aa8ce0b4,tg:lhpr:2464_#1,Acquisitions,1,tr:lh:1202,"dlod={""name"":""Schenking van Stadsbibliotheek"",""ark"":""ark:/24970/x0/950801aa-effe-5735-9795-0ce90f1e4ea6"",""uri"":""/repositories/11/accessions/15818"",""id"":""tr:lh:1202"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/950801aa-effe-5735-9795-0ce90f1e4ea6
09e5b330-eedc-5c41-8ff1-164cae8984ae,tg:lhpr:2464_#2,Acquisitions,1,tr:lh:2212,"dlod={""name"":""Oningeschreven gevonden in 1951"",""ark"":""ark:/24970/x0/9e40034b-2e40-58a0-a966-1e4e8d5a3db4"",""uri"":""/repositories/11/accessions/12303"",""id"":""tr:lh:2212"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9e40034b-2e40-58a0-a966-1e4e8d5a3db4
b6fba949-6f69-5fd1-9bbc-913c2c6e5fd4,tg:lhpr:1589_#1,Acquisitions,1,tr:lh:1166,"dlod={""name"":""Schenking van P.M. Brans"",""ark"":""ark:/24970/x0/52c7bf3d-1859-51df-b338-900d5b995475"",""uri"":""/repositories/11/accessions/14187"",""id"":""tr:lh:1166"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/52c7bf3d-1859-51df-b338-900d5b995475
c31cf0fb-25b4-5b6e-a326-8e70c930458b,tg:lhpr:9300_#1,Acquisitions,1,tr:lh:1173,"dlod={""name"":""Archiefstukken van Cornelis Bender"",""ark"":""ark:/24970/x0/b256d0f0-4010-584a-890f-19c26dedb2c5"",""uri"":""/repositories/11/accessions/13026"",""id"":""tr:lh:1173"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b256d0f0-4010-584a-890f-19c26dedb2c5
b8816ae6-9c3a-56e4-85ab-d42bd73e51f6,tg:lhpr:9300_#3,Acquisitions,1,tr:lh:5009,"dlod={""name"":""Archiefstukken van Karel Albert"",""ark"":""ark:/24970/x0/9ea91283-51b3-5abf-a26d-8fd3cc920ca5"",""uri"":""/repositories/11/accessions/16570"",""id"":""tr:lh:5009"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9ea91283-51b3-5abf-a26d-8fd3cc920ca5
0f51fda1-a77d-5260-bec7-5c32a96cb2b4,tg:lhpr:9300_#4,Acquisitions,1,tr:lh:2212,"dlod={""name"":""Oningeschreven gevonden in 1951"",""ark"":""ark:/24970/x0/9e40034b-2e40-58a0-a966-1e4e8d5a3db4"",""uri"":""/repositories/11/accessions/12303"",""id"":""tr:lh:2212"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9e40034b-2e40-58a0-a966-1e4e8d5a3db4
