ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
6c82c52c-9543-57ff-aa71-cd758f5c701c,tg:lhpr:10296_#1,Titles,1,id.title/ti,Rhythmen,titles proper,Dutch (language)
dcf1e405-a74d-53b2-87ec-516a5a5c04a1,tg:lhpr:10296_#2,Titles,1,id.title/ti,Rhythmen,titles proper,Dutch (language)
bdfcb82a-65bb-5566-b1bd-6d802b06a871,tg:lhpr:3782_#1,Titles,1,id.title/ti,De wandelende Jood,titles proper,Dutch (language)
a83c0ef1-86c7-56f5-8288-f5c6119b36f6,tg:lhpr:3782_#2,Titles,1,id.title/ti,De wandelende Jood,titles proper,Dutch (language)
6688c62d-d34f-5e32-921c-f9d4766f1b89,tg:lhpr:10297_#1,Titles,1,id.title/ti,Vrouw aan naaimachien,titles proper,Dutch (language)
e7b10824-ce44-58c7-ab0b-a8e1a3a012a5,tg:lhpr:10297_#2,Titles,1,id.title/ti,Vrouw aan naaimachien,titles proper,Dutch (language)
b8e6446a-1aa1-507b-927f-5c80b20e93ee,tg:lhpr:10297_#3,Titles,1,id.title/ti,Vrouw aan naaimachien,titles proper,Dutch (language)
e6d6501b-5a47-53d1-8eeb-4b60fafff683,tg:lhpr:10297_#4,Titles,1,id.title/ti,Vrouw aan naaimachien,titles proper,Dutch (language)
e370ea46-fecf-5f4b-b724-b77755a78c0c,tg:lhpr:10297_#5,Titles,1,id.title/ti,Vrouw aan naaimachien,titles proper,Dutch (language)
343ff997-55df-5035-a695-e029938cc974,tg:lhpr:6909_#1,Titles,1,id.title/ti,Les Fètes Conscience.,titles proper,Dutch (language)
3ed08327-088b-5a03-8b89-a1a7b5e9bedf,tg:lhpr:6909_#2,Titles,1,id.title/ti,Les Fètes Conscience.,titles proper,Dutch (language)
558d0ce3-bf2e-57b9-af58-e25b5710243d,tg:lhpr:10272_#1,Titles,1,id.title/ti,Femme de Bar,titles proper,Dutch (language)
6a9a2041-91a1-5323-93f0-9a72b12973ac,tg:lhpr:10272_#2,Titles,1,id.title/ti,Femme de Bar,titles proper,Dutch (language)
3dff42c0-1d46-5087-a286-6c199d783932,tg:lhpr:4344_#1,Titles,1,id.title/ti,Europa Hotel. 3 bedrijven door Lode Baekelmans.<br>Omslagillustratie,titles proper,Dutch (language)
52eb76f6-7c8c-5e3a-ad78-144fd1bd8064,tg:lhpr:4344_#2,Titles,1,id.title/ti,Europa Hotel. 3 bedrijven door Lode Baekelmans.<br>Omslagillustratie,titles proper,Dutch (language)
b6e731ec-b77a-5d75-9e08-a66604c68074,tg:lhpr:4344_#3,Titles,1,id.title/ti,Europa Hotel. 3 bedrijven door Lode Baekelmans.<br>Omslagillustratie,titles proper,Dutch (language)
7e702d72-db78-55ec-aca5-d117252d5be5,tg:lhpr:3481_#1,Titles,1,id.title/ti,Illustratie van Lijmen en Het Been van Willem Elsschot,titles proper,Dutch (language)
3410febe-1eaa-516f-84ed-55fa7299a552,tg:lhpr:3481_#2,Titles,1,id.title/ti,Illustratie van Lijmen en Het Been van Willem Elsschot,titles proper,Dutch (language)
5c6864ab-0711-592b-a887-80f54238b2bb,tg:lhpr:4145_#1,Titles,1,id.title/ti,Stadszicht,titles proper,Dutch (language)
