ResourceID,brocade.id,card,order,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Artistic Actor Widget,Creation Actor Identifier
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,ImmaterialContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,ImmaterialContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,ImmaterialContent,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""name"":""Filip Tas"",""ark"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""uri"":""/agents/people/67466"",""id"":""au::18070"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,ImmaterialContent,1,3875920c-ad7e-5f77-adf6-09e76c430d2c,au::47870,photographers,"dlod={""name"":""Henry"",""ark"":""ark:/83110/x0/3875920c-ad7e-5f77-adf6-09e76c430d2c"",""uri"":""/agents/people/82311"",""id"":""au::47870"",""nameWithContext"":[""Atelier Henry"",""Photographie Henry""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3875920c-ad7e-5f77-adf6-09e76c430d2c
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,ImmaterialContent,1,8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d,au::4415,photographers,"dlod={""name"":""Jan Coppens"",""ark"":""ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d"",""uri"":""/agents/people/54818"",""id"":""au::4415"",""nameWithContext"":[""Claude Magelhaes""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,ImmaterialContent,1,6378de90-77ca-5998-a01a-94f836bedd38,au::54557,photographers,"dlod={""name"":""Charles van Loo-Smet"",""ark"":""ark:/83110/x0/6378de90-77ca-5998-a01a-94f836bedd38"",""uri"":""/agents/people/91895"",""id"":""au::54557"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6378de90-77ca-5998-a01a-94f836bedd38
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,ImmaterialContent,1,a2646373-678d-5994-9b75-a0b4ba2024ef,au::36,photographers,"dlod={""name"":""Paul van den Abeele"",""ark"":""ark:/83110/x0/a2646373-678d-5994-9b75-a0b4ba2024ef"",""uri"":""/agents/people/81541"",""id"":""au::36"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a2646373-678d-5994-9b75-a0b4ba2024ef
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,ImmaterialContent,1,80622dfc-ea76-5749-9192-34a1088d0f16,au::46735,photographers,"dlod={""name"":""C. Rhein"",""ark"":""ark:/83110/x0/80622dfc-ea76-5749-9192-34a1088d0f16"",""uri"":""/agents/people/84449"",""id"":""au::46735"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/80622dfc-ea76-5749-9192-34a1088d0f16
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,ImmaterialContent,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,ImmaterialContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,tg:lhph:28861,ImmaterialContent,1,70bc5b6b-b2fc-50c5-a945-2182d98c35d6,au::8224,photographers,"dlod={""name"":""Frans Haesen"",""ark"":""ark:/83110/x0/70bc5b6b-b2fc-50c5-a945-2182d98c35d6"",""uri"":""/agents/people/78037"",""id"":""au::8224"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/70bc5b6b-b2fc-50c5-a945-2182d98c35d6
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,ImmaterialContent,1,1d836616-856f-57e5-b2ff-dfbc8316d578,au::46950,photographers,"dlod={""name"":""Guy Verwimp"",""ark"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""uri"":""/agents/people/84514"",""id"":""au::46950"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578
b14cf90b-19a9-5639-a891-8d9f62d7308b,tg:lhph:6489,ImmaterialContent,1,281d2417-40e8-5a23-9f86-5c09854d2ca9,au::29859,photographers,"dlod={""name"":""Het Nieuwsblad"",""ark"":""ark:/83110/x0/281d2417-40e8-5a23-9f86-5c09854d2ca9"",""uri"":""/agents/corporate_entities/20366"",""id"":""au::29859"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/281d2417-40e8-5a23-9f86-5c09854d2ca9
572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,tg:lhph:3371,ImmaterialContent,1,faf7a570-95ef-5c22-9c2e-5d7ecac413b5,au::51209,photographers,"dlod={""name"":""Henri Dauman"",""ark"":""ark:/83110/x0/faf7a570-95ef-5c22-9c2e-5d7ecac413b5"",""uri"":""/agents/people/72253"",""id"":""au::51209"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/faf7a570-95ef-5c22-9c2e-5d7ecac413b5
b7f71443-04d8-5bbd-9c77-4ef829d3128f,tg:lhph:45002,ImmaterialContent,1,dbc15e12-4803-51c1-837b-50e86cafc3da,au::57465,photographers,"dlod={""name"":""J. de Vos"",""ark"":""ark:/83110/x0/dbc15e12-4803-51c1-837b-50e86cafc3da"",""uri"":""/agents/people/64952"",""id"":""au::57465"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dbc15e12-4803-51c1-837b-50e86cafc3da
e6c63e10-2388-5053-a7dc-848c16b55172,tg:lhph:13662,ImmaterialContent,1,d0fc3f33-c5b8-5b36-bed6-a991f83e94d9,au::51042,photographers,"dlod={""name"":""Maurice Stern"",""ark"":""ark:/83110/x0/d0fc3f33-c5b8-5b36-bed6-a991f83e94d9"",""uri"":""/agents/people/83509"",""id"":""au::51042"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d0fc3f33-c5b8-5b36-bed6-a991f83e94d9
8f25fc0d-ef47-52bb-9d31-166d022a83b1,tg:lhph:24511,ImmaterialContent,1,1d836616-856f-57e5-b2ff-dfbc8316d578,au::46950,photographers,"dlod={""name"":""Guy Verwimp"",""ark"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""uri"":""/agents/people/84514"",""id"":""au::46950"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578
35175593-a3c4-5c05-b4c0-125ad2500487,tg:lhph:18887,ImmaterialContent,1,a9ddc339-1c93-5d90-90a7-41c92e170f3a,au::47956,photographers,"dlod={""name"":""Joseph Dupont"",""ark"":""ark:/83110/x0/a9ddc339-1c93-5d90-90a7-41c92e170f3a"",""uri"":""/agents/people/66132"",""id"":""au::47956"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a9ddc339-1c93-5d90-90a7-41c92e170f3a
199277b1-fc7f-5ec0-91ee-468088c5bd63,tg:lhph:36486,ImmaterialContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
