ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Dimensions,kenmerken.lhformatph,6,hoogte,millimeter
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Dimensions,kenmerken.lhformatph,6,breedte,millimeter
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Dimensions,kenmerken.lhformatph,6,hoogte,millimeter
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Dimensions,kenmerken.lhformatph,4.5,breedte,millimeter
8552fda5-f4c2-5a7e-8227-3626a972e7c1,tg:lhph:3721,Dimensions,kenmerken.lhformatph,180,hoogte,millimeter
8552fda5-f4c2-5a7e-8227-3626a972e7c1,tg:lhph:3721,Dimensions,kenmerken.lhformatph,122,breedte,millimeter
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,Dimensions,kenmerken.lhformatph,65,hoogte,millimeter
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,Dimensions,kenmerken.lhformatph,108,breedte,millimeter
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,Dimensions,kenmerken.lhformatph,89,hoogte,millimeter
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,Dimensions,kenmerken.lhformatph,85,breedte,millimeter
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,Dimensions,kenmerken.lhformatph,170,hoogte,millimeter
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,Dimensions,kenmerken.lhformatph,230,breedte,millimeter
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,Dimensions,kenmerken.lhformatph,181,hoogte,millimeter
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,Dimensions,kenmerken.lhformatph,122,breedte,millimeter
f90accfd-a381-51aa-a1d4-83618b68b83f,tg:lhph:24141,Dimensions,kenmerken.lhformatph,187,hoogte,millimeter
f90accfd-a381-51aa-a1d4-83618b68b83f,tg:lhph:24141,Dimensions,kenmerken.lhformatph,37,breedte,millimeter
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Dimensions,kenmerken.lhformatph,80,hoogte,millimeter
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Dimensions,kenmerken.lhformatph,52,breedte,millimeter
f38c9cdd-2aff-5406-a5fb-831ee705ab9b,tg:lhph:22996,Dimensions,kenmerken.lhformatph,80,hoogte,millimeter
f38c9cdd-2aff-5406-a5fb-831ee705ab9b,tg:lhph:22996,Dimensions,kenmerken.lhformatph,55,breedte,millimeter
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,Dimensions,kenmerken.lhformatph,60,hoogte,millimeter
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,Dimensions,kenmerken.lhformatph,60,breedte,millimeter
65e19c5f-74bd-564c-a680-7a88e1099b2d,tg:lhph:47195,Dimensions,kenmerken.lhformatph,325,hoogte,millimeter
65e19c5f-74bd-564c-a680-7a88e1099b2d,tg:lhph:47195,Dimensions,kenmerken.lhformatph,390,breedte,millimeter
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,Dimensions,kenmerken.lhformatph,190,hoogte,millimeter
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,Dimensions,kenmerken.lhformatph,250,breedte,millimeter
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,Dimensions,kenmerken.lhformatph,141,hoogte,millimeter
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,Dimensions,kenmerken.lhformatph,106,breedte,millimeter
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,Dimensions,kenmerken.lhformatph,2.4,hoogte,millimeter
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,Dimensions,kenmerken.lhformatph,3.6,breedte,millimeter
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,Dimensions,kenmerken.lhformatph,165,hoogte,millimeter
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,Dimensions,kenmerken.lhformatph,108,breedte,millimeter
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,Dimensions,kenmerken.lhformatph,90,hoogte,millimeter
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,Dimensions,kenmerken.lhformatph,60,breedte,millimeter
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,Dimensions,kenmerken.lhformatph,308,hoogte,millimeter
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,Dimensions,kenmerken.lhformatph,230,breedte,millimeter
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,Dimensions,kenmerken.lhformatph,85,hoogte,millimeter
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,Dimensions,kenmerken.lhformatph,115,breedte,millimeter
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,Dimensions,kenmerken.lhformatph,24,hoogte,millimeter
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,Dimensions,kenmerken.lhformatph,36,breedte,millimeter
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,Dimensions,kenmerken.lhformatph,6,hoogte,millimeter
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,Dimensions,kenmerken.lhformatph,6,breedte,millimeter
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,Dimensions,kenmerken.lhformatph,139,hoogte,millimeter
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,Dimensions,kenmerken.lhformatph,204,breedte,millimeter
c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,tg:lhph:28861,Dimensions,kenmerken.lhformatph,129,hoogte,millimeter
c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,tg:lhph:28861,Dimensions,kenmerken.lhformatph,79,breedte,millimeter
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,Dimensions,kenmerken.lhformatph,126,hoogte,millimeter
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,Dimensions,kenmerken.lhformatph,177,breedte,millimeter
e719f44a-712c-5df1-a3c0-a1d5f5191ffd,tg:lhph:6523,Dimensions,kenmerken.lhformatph,65,hoogte,millimeter
e719f44a-712c-5df1-a3c0-a1d5f5191ffd,tg:lhph:6523,Dimensions,kenmerken.lhformatph,95,breedte,millimeter
6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,tg:lhph:30102,Dimensions,kenmerken.lhformatph,128,hoogte,millimeter
6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,tg:lhph:30102,Dimensions,kenmerken.lhformatph,177,breedte,millimeter
b14cf90b-19a9-5639-a891-8d9f62d7308b,tg:lhph:6489,Dimensions,kenmerken.lhformatph,132,hoogte,millimeter
b14cf90b-19a9-5639-a891-8d9f62d7308b,tg:lhph:6489,Dimensions,kenmerken.lhformatph,180,breedte,millimeter
572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,tg:lhph:3371,Dimensions,kenmerken.lhformatph,183,hoogte,millimeter
572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,tg:lhph:3371,Dimensions,kenmerken.lhformatph,254,breedte,millimeter
c2a62fab-721e-5a30-89f9-b5c344cf7b9a,tg:lhph:683,Dimensions,kenmerken.lhformatph,88,hoogte,millimeter
