ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier
ddd7f9ca-ce0d-5ac3-9c61-56c4ed78fb49,tg:lhph:14757_#1,AA,0,Letterenhuis,tg:lhph:14757_#1,https://data.letterenhuis.be/ark:/24970/ddd7f9ca-ce0d-5ac3-9c61-56c4ed78fb49
b6aa3a9f-b6c9-5b8d-b851-cd136b94c849,tg:lhph:40182_#1,AA,0,Letterenhuis,tg:lhph:40182_#1,https://data.letterenhuis.be/ark:/24970/b6aa3a9f-b6c9-5b8d-b851-cd136b94c849
e28d348d-01fe-5007-87d4-dbfdc30dba55,tg:lhph:4716_#1,AA,0,Letterenhuis,tg:lhph:4716_#1,https://data.letterenhuis.be/ark:/24970/e28d348d-01fe-5007-87d4-dbfdc30dba55
964cb231-4473-53bd-8ad5-9c89d5473a65,tg:lhph:20300_#1,AA,0,Letterenhuis,tg:lhph:20300_#1,https://data.letterenhuis.be/ark:/24970/964cb231-4473-53bd-8ad5-9c89d5473a65
06f81b62-11ff-5be1-aa0b-6500135463d6,tg:lhph:41488_#1,AA,0,Letterenhuis,tg:lhph:41488_#1,https://data.letterenhuis.be/ark:/24970/06f81b62-11ff-5be1-aa0b-6500135463d6
32b022ad-f8f1-53e4-a8f7-44dc20908f95,tg:lhph:30898_#1,AA,0,Letterenhuis,tg:lhph:30898_#1,https://data.letterenhuis.be/ark:/24970/32b022ad-f8f1-53e4-a8f7-44dc20908f95
81b1b56b-98bb-57e7-8c86-b173a611cb88,tg:lhph:10399_#3,AA,0,Letterenhuis,tg:lhph:10399_#3,https://data.letterenhuis.be/ark:/24970/81b1b56b-98bb-57e7-8c86-b173a611cb88
95172794-6ea6-5f7e-a577-f0b51449548c,tg:lhph:1130_#1,AA,0,Letterenhuis,tg:lhph:1130_#1,https://data.letterenhuis.be/ark:/24970/95172794-6ea6-5f7e-a577-f0b51449548c
d1be0b09-38ab-5f25-a48a-10a89c7db963,tg:lhph:37147_#1,AA,0,Letterenhuis,tg:lhph:37147_#1,https://data.letterenhuis.be/ark:/24970/d1be0b09-38ab-5f25-a48a-10a89c7db963
44614938-0c74-5e95-ad95-83c129d2bd02,tg:lhph:25526_#1,AA,0,Letterenhuis,tg:lhph:25526_#1,https://data.letterenhuis.be/ark:/24970/44614938-0c74-5e95-ad95-83c129d2bd02
d133ae57-430f-55d0-9048-e735f4ebc7a4,tg:lhph:9285_#1,AA,0,Letterenhuis,tg:lhph:9285_#1,https://data.letterenhuis.be/ark:/24970/d133ae57-430f-55d0-9048-e735f4ebc7a4
52bae1dd-a4bf-5460-aa52-11f256069341,tg:lhph:35727_#1,AA,0,Letterenhuis,tg:lhph:35727_#1,https://data.letterenhuis.be/ark:/24970/52bae1dd-a4bf-5460-aa52-11f256069341
fbd24ed5-5057-53c6-bf01-ac80eae4ca2a,tg:lhph:27346_#1,AA,0,Letterenhuis,tg:lhph:27346_#1,https://data.letterenhuis.be/ark:/24970/fbd24ed5-5057-53c6-bf01-ac80eae4ca2a
a8e74ca5-e938-5130-b147-38bafa776de3,tg:lhph:3750_#1,AA,0,Letterenhuis,tg:lhph:3750_#1,https://data.letterenhuis.be/ark:/24970/a8e74ca5-e938-5130-b147-38bafa776de3
a2e95c8d-acba-5aa4-ab38-4d28f7115d75,tg:lhph:51689_#1,AA,0,Letterenhuis,tg:lhph:51689_#1,https://data.letterenhuis.be/ark:/24970/a2e95c8d-acba-5aa4-ab38-4d28f7115d75
4ba3e849-d816-55e0-b2a5-dede8e5220f2,tg:lhph:40267_#2,AA,0,Letterenhuis,tg:lhph:40267_#2,https://data.letterenhuis.be/ark:/24970/4ba3e849-d816-55e0-b2a5-dede8e5220f2
0d38537e-8f18-538f-a658-4bea48f3ffac,tg:lhph:13711_#1,AA,0,Letterenhuis,tg:lhph:13711_#1,https://data.letterenhuis.be/ark:/24970/0d38537e-8f18-538f-a658-4bea48f3ffac
a9809b02-e454-58bd-b7ab-72c204e63d66,tg:lhph:50383_#1,AA,0,Letterenhuis,tg:lhph:50383_#1,https://data.letterenhuis.be/ark:/24970/a9809b02-e454-58bd-b7ab-72c204e63d66
5b61b3e7-235f-5376-b1bc-b32712f5f79d,tg:lhph:53970_#1,AA,0,Letterenhuis,tg:lhph:53970_#1,https://data.letterenhuis.be/ark:/24970/5b61b3e7-235f-5376-b1bc-b32712f5f79d
d1755767-d73c-555a-a782-1dd21e1f54e8,tg:lhph:22560_#1,AA,0,Letterenhuis,tg:lhph:22560_#1,https://data.letterenhuis.be/ark:/24970/d1755767-d73c-555a-a782-1dd21e1f54e8
8ff39d29-67b2-5e9a-a6db-520fbb23a1ae,tg:lhph:30101_#1,AA,0,Letterenhuis,tg:lhph:30101_#1,https://data.letterenhuis.be/ark:/24970/8ff39d29-67b2-5e9a-a6db-520fbb23a1ae
c15c91fe-49a8-5e3e-b3c0-feed35791057,tg:lhph:6176_#1,AA,0,Letterenhuis,tg:lhph:6176_#1,https://data.letterenhuis.be/ark:/24970/c15c91fe-49a8-5e3e-b3c0-feed35791057
6a7bed98-ed68-5807-91d7-b17521587445,tg:lhph:48237_#1,AA,0,Letterenhuis,tg:lhph:48237_#1,https://data.letterenhuis.be/ark:/24970/6a7bed98-ed68-5807-91d7-b17521587445
ffed2a24-d641-5fe7-b2d9-3ca1960508c4,tg:lhph:16137_#1,AA,0,Letterenhuis,tg:lhph:16137_#1,https://data.letterenhuis.be/ark:/24970/ffed2a24-d641-5fe7-b2d9-3ca1960508c4
55c77caa-81ea-5f00-bcbc-e47cec5c2910,tg:lhph:34851_#2,AA,0,Letterenhuis,tg:lhph:34851_#2,https://data.letterenhuis.be/ark:/24970/55c77caa-81ea-5f00-bcbc-e47cec5c2910
49be5079-1a07-5941-91f2-054968ce893e,tg:lhph:51414_#2,AA,0,Letterenhuis,tg:lhph:51414_#2,https://data.letterenhuis.be/ark:/24970/49be5079-1a07-5941-91f2-054968ce893e
4b84b488-b84f-5bc6-af1c-22587baf0917,tg:lhph:10503_#1,AA,0,Letterenhuis,tg:lhph:10503_#1,https://data.letterenhuis.be/ark:/24970/4b84b488-b84f-5bc6-af1c-22587baf0917
dcc1dd98-9da3-5b64-822f-6dce010c94e3,tg:lhph:29722_#2,AA,0,Letterenhuis,tg:lhph:29722_#2,https://data.letterenhuis.be/ark:/24970/dcc1dd98-9da3-5b64-822f-6dce010c94e3
21be6e9e-fa74-52a2-a80c-60614fad43ed,tg:lhph:32619_#1,AA,0,Letterenhuis,tg:lhph:32619_#1,https://data.letterenhuis.be/ark:/24970/21be6e9e-fa74-52a2-a80c-60614fad43ed
0a92269f-12e1-5633-95ea-ae4306a67c82,tg:lhph:20278_#1,AA,0,Letterenhuis,tg:lhph:20278_#1,https://data.letterenhuis.be/ark:/24970/0a92269f-12e1-5633-95ea-ae4306a67c82
57df5468-5dbe-5b52-8fe8-079c3f60521f,tg:lhph:47925_#1,AA,0,Letterenhuis,tg:lhph:47925_#1,https://data.letterenhuis.be/ark:/24970/57df5468-5dbe-5b52-8fe8-079c3f60521f
9198330a-b8f2-57ca-86ee-0d20115a8c18,tg:lhph:36535_#1,AA,0,Letterenhuis,tg:lhph:36535_#1,https://data.letterenhuis.be/ark:/24970/9198330a-b8f2-57ca-86ee-0d20115a8c18
d0be3301-980f-5496-8f9e-b545c7c0b75f,tg:lhph:24154_#1,AA,0,Letterenhuis,tg:lhph:24154_#1,https://data.letterenhuis.be/ark:/24970/d0be3301-980f-5496-8f9e-b545c7c0b75f
312b41af-67e1-5371-9d4d-9fb8fe4a4f37,tg:lhph:15325_#1,AA,0,Letterenhuis,tg:lhph:15325_#1,https://data.letterenhuis.be/ark:/24970/312b41af-67e1-5371-9d4d-9fb8fe4a4f37
fc73beed-0148-50a3-b1a2-c993c023084c,tg:lhph:1048_#1,AA,0,Letterenhuis,tg:lhph:1048_#1,https://data.letterenhuis.be/ark:/24970/fc73beed-0148-50a3-b1a2-c993c023084c
43ca8a34-f0f1-5d7e-9c4a-022d2c753cbe,tg:lhph:11009_#1,AA,0,Letterenhuis,tg:lhph:11009_#1,https://data.letterenhuis.be/ark:/24970/43ca8a34-f0f1-5d7e-9c4a-022d2c753cbe
9431a450-ed13-5973-be2d-8afc5e5d2e5a,tg:lhph:28854_#1,AA,0,Letterenhuis,tg:lhph:28854_#1,https://data.letterenhuis.be/ark:/24970/9431a450-ed13-5973-be2d-8afc5e5d2e5a
8ef9297a-aa08-574d-90b8-88f4b56977af,tg:lhph:53191_#1,AA,0,Letterenhuis,tg:lhph:53191_#1,https://data.letterenhuis.be/ark:/24970/8ef9297a-aa08-574d-90b8-88f4b56977af
66c321cc-af90-5615-9a02-46b022537181,tg:lhph:5364_#1,AA,0,Letterenhuis,tg:lhph:5364_#1,https://data.letterenhuis.be/ark:/24970/66c321cc-af90-5615-9a02-46b022537181
bf36f958-f1f9-54c2-8574-81aea34c3319,tg:lhph:6997_#1,AA,0,Letterenhuis,tg:lhph:6997_#1,https://data.letterenhuis.be/ark:/24970/bf36f958-f1f9-54c2-8574-81aea34c3319
875cc452-e79b-5102-986b-ca11eb6500bb,tg:lhph:21772_#1,AA,0,Letterenhuis,tg:lhph:21772_#1,https://data.letterenhuis.be/ark:/24970/875cc452-e79b-5102-986b-ca11eb6500bb
73edbad3-8033-5d38-9ac3-681c6b87474c,tg:lhph:33313_#1,AA,0,Letterenhuis,tg:lhph:33313_#1,https://data.letterenhuis.be/ark:/24970/73edbad3-8033-5d38-9ac3-681c6b87474c
feeb6760-95bc-5727-95c2-c93e1d8c6994,tg:lhph:43390_#1,AA,0,Letterenhuis,tg:lhph:43390_#1,https://data.letterenhuis.be/ark:/24970/feeb6760-95bc-5727-95c2-c93e1d8c6994
72d08b36-ed73-51a0-89ac-85ed93c24cbe,tg:lhph:40963_#1,AA,0,Letterenhuis,tg:lhph:40963_#1,https://data.letterenhuis.be/ark:/24970/72d08b36-ed73-51a0-89ac-85ed93c24cbe
2148cc7e-2eea-543a-9ea2-46952e2109e2,tg:lhph:13669_#1,AA,0,Letterenhuis,tg:lhph:13669_#1,https://data.letterenhuis.be/ark:/24970/2148cc7e-2eea-543a-9ea2-46952e2109e2
c48aae8b-8efa-5acb-9fc2-f16e426dd5fa,tg:lhph:23112_#1,AA,0,Letterenhuis,tg:lhph:23112_#1,https://data.letterenhuis.be/ark:/24970/c48aae8b-8efa-5acb-9fc2-f16e426dd5fa
27b9ebc8-d67c-5bdd-b894-befd1cb8e8e9,tg:lhph:31573_#1,AA,0,Letterenhuis,tg:lhph:31573_#1,https://data.letterenhuis.be/ark:/24970/27b9ebc8-d67c-5bdd-b894-befd1cb8e8e9
d47b35eb-8552-5b57-85aa-92dba7d3eab6,tg:lhph:7504_#1,AA,0,Letterenhuis,tg:lhph:7504_#1,https://data.letterenhuis.be/ark:/24970/d47b35eb-8552-5b57-85aa-92dba7d3eab6
4a5cd609-3638-554d-9996-65c75bdf540b,tg:lhph:17545_#1,AA,0,Letterenhuis,tg:lhph:17545_#1,https://data.letterenhuis.be/ark:/24970/4a5cd609-3638-554d-9996-65c75bdf540b
a456b9ac-ac9f-5b4c-bf7f-90f3f8e174f5,tg:lhph:3628_#1,AA,0,Letterenhuis,tg:lhph:3628_#1,https://data.letterenhuis.be/ark:/24970/a456b9ac-ac9f-5b4c-bf7f-90f3f8e174f5
0fee014a-f6d3-58f7-8577-20d73d5ee80f,tg:lhph:34355_#1,AA,0,Letterenhuis,tg:lhph:34355_#1,https://data.letterenhuis.be/ark:/24970/0fee014a-f6d3-58f7-8577-20d73d5ee80f
81a6c4ad-9797-5015-9c1f-ad94b61b5804,tg:lhph:26734_#1,AA,0,Letterenhuis,tg:lhph:26734_#1,https://data.letterenhuis.be/ark:/24970/81a6c4ad-9797-5015-9c1f-ad94b61b5804
21d07898-c6d8-586b-9cdc-1dc95d4833f3,tg:lhph:2322_#1,AA,0,Letterenhuis,tg:lhph:2322_#1,https://data.letterenhuis.be/ark:/24970/21d07898-c6d8-586b-9cdc-1dc95d4833f3
92372403-3f5f-5bd1-9751-5785ee6ee450,tg:lhph:53808_#1,AA,0,Letterenhuis,tg:lhph:53808_#1,https://data.letterenhuis.be/ark:/24970/92372403-3f5f-5bd1-9751-5785ee6ee450
d22c5bac-cb2d-564f-b41e-f52408f55459,tg:lhph:12363_#1,AA,0,Letterenhuis,tg:lhph:12363_#1,https://data.letterenhuis.be/ark:/24970/d22c5bac-cb2d-564f-b41e-f52408f55459
bf141b7b-9293-52fd-aa7f-5bdfe2dd3661,tg:lhph:31_#1,AA,0,Letterenhuis,tg:lhph:31_#1,https://data.letterenhuis.be/ark:/24970/bf141b7b-9293-52fd-aa7f-5bdfe2dd3661
73e9247e-fbd3-5485-96fd-4c1ec61813e1,tg:lhph:11990_#1,AA,0,Letterenhuis,tg:lhph:11990_#1,https://data.letterenhuis.be/ark:/24970/73e9247e-fbd3-5485-96fd-4c1ec61813e1
a1efff84-c786-559d-9c2a-14d973812936,tg:lhph:30079_#1,AA,0,Letterenhuis,tg:lhph:30079_#1,https://data.letterenhuis.be/ark:/24970/a1efff84-c786-559d-9c2a-14d973812936
fff8106e-a2e9-5a05-ab73-11521e26f7b7,tg:lhph:22418_#1,AA,0,Letterenhuis,tg:lhph:22418_#1,https://data.letterenhuis.be/ark:/24970/fff8106e-a2e9-5a05-ab73-11521e26f7b7
690884fd-7725-541d-a260-395fb0d39cbb,tg:lhph:13701_#1,AA,0,Letterenhuis,tg:lhph:13701_#1,https://data.letterenhuis.be/ark:/24970/690884fd-7725-541d-a260-395fb0d39cbb
2a33b60d-56b3-51a8-85ec-64c9cf568d7f,tg:lhph:51699_#1,AA,0,Letterenhuis,tg:lhph:51699_#1,https://data.letterenhuis.be/ark:/24970/2a33b60d-56b3-51a8-85ec-64c9cf568d7f
9b73971f-9bd9-5676-add5-179f14946cdc,tg:lhph:9295_#1,AA,0,Letterenhuis,tg:lhph:9295_#1,https://data.letterenhuis.be/ark:/24970/9b73971f-9bd9-5676-add5-179f14946cdc
975270b8-5028-5986-b1cf-cfb0c3c7ec8d,tg:lhph:3740_#1,AA,0,Letterenhuis,tg:lhph:3740_#1,https://data.letterenhuis.be/ark:/24970/975270b8-5028-5986-b1cf-cfb0c3c7ec8d
