ResourceID,brocade.id,card,order,source_field,Description,Description Language
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Descriptions,1,id.desc,"Clara Haesaert, het hoofd naar rechts gedraaid. Borststuk.",Nederlands
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Descriptions,1,id.desc,Pagaddertoren in Gent.,Nederlands
8552fda5-f4c2-5a7e-8227-3626a972e7c1,tg:lhph:3721,Descriptions,1,id.desc,Lode Zielens met kunstschilder Marten Melsen en Emmanuel de Bom te Stabroek,Nederlands
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,Descriptions,1,id.desc,"Jan van Nijlen, Eddy de Perron, Jan Greshoff en Franz Hellens in Gistoux.",Nederlands
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,Descriptions,1,id.desc,Maurice Gilliams in de verte voor zich uit starend.,Nederlands
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,Descriptions,1,id.desc,"Roger Raveel poserend aan zijn werk, ten voeten uit.",Nederlands
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,Descriptions,1,id.desc,"Stedelijk Instutuut voor Sierkunsten en Ambachten (SISA).

Frans Dille op schoolfeest collega's.",Nederlands
f90accfd-a381-51aa-a1d4-83618b68b83f,tg:lhph:24141,Descriptions,1,id.desc,"Jan Vanderheyden, portretfoto",Nederlands
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Descriptions,1,id.desc,"Robert van Passen, borststuk met armen gekruist, buitenopname, naar links gericht.",Nederlands
4c4c99a5-d95e-5ec7-92c2-8931ced9578a,tg:lhph:13232,Descriptions,1,id.desc,"Theodoor Jozef Burton, borststuk.",Nederlands
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,Descriptions,1,id.desc,"Anna Delvigne, als Melisande, in """"Pelleas en Melisande"""" van Claude Debussy.",Nederlands
f38c9cdd-2aff-5406-a5fb-831ee705ab9b,tg:lhph:22996,Descriptions,1,id.desc,Alice Nahon; portret 3/4 in zetel.,Nederlands
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,Descriptions,1,id.desc,"Yvonne de Man; (album)- samen met haar familie aan zee,- haar broer Robert met zijn zeilbootje op het strand.",Nederlands
65e19c5f-74bd-564c-a680-7a88e1099b2d,tg:lhph:47195,Descriptions,1,id.desc,"Familiefoto gezin Ernest Martens-Eugenie Van den Dorpe. Vlnr: Nestor, Julienne, Paul, Angèle, Germaine, Rosalie Van den Dorpe (zus van Eugenie), Aurèle, moeder Eugenie, vader Ernest, Gaston (met viool) en Michel.",Nederlands
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,Descriptions,1,id.desc,Raymond Brulez en kleindochter Francesca. Close-up van Francesca,Nederlands
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,Descriptions,1,id.desc,"Vlaamse Poëziedagen, Deurle, 1974. Arthur-Kamiel Rottiers.",Nederlands
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,Descriptions,1,id.desc,"Ward Ruyslinck, rokend. Borststuk.",Nederlands
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,Descriptions,1,id.desc,"Helena Bertrijn in """"Aladijn"""".",Nederlands
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,Descriptions,1,id.desc,"Emiel Willekens, portret, borststuk.",Nederlands
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,Descriptions,1,id.desc,"Clément Pardon (familie): zijn zuster Palmyre-Henriette Pardon met Nicolette, dochter van Leonie Pardon.",Nederlands
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,Descriptions,1,id.desc,"Philip van Isacker, Statieportret met opdracht aan F.V.C en Mevr. V.C.",Nederlands
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,Descriptions,1,id.desc,"J. Oscar de Gruyter; met een groep van het """"Fronttoneel"""" op tournee in Duitsland.",Nederlands
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,Descriptions,1,id.desc,"Film 45  
- Tulpentuil  
- Familiegroepen  
- Paula en haar gezin  
- Sterfbed en begrafenisstoet dochtertje Verhoest  
- Processie in Ingooigem  
- Paula met Eric",Nederlands
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,Descriptions,1,id.desc,"Arca-Kelderteater:

Rudi van Vlaenderen, in """"Klacht tegen onbekende"""", door Georges Neveux en onder
regie van Dré Poppe.",Nederlands
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,Descriptions,1,id.desc,"Ida Wasserman als Frolla (1te v.l.) met o.a. Leo de Hartogh (2de v.l., zittend) in een toneelstuk van Luigi Pirandello.",Nederlands
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,Descriptions,1,id.desc,Opvoering van Zachtjes met de deuren door het Reizend Volkstheater. <p> Op de foto staan Danni Heylen (Danielle) en Roger Thoelen (Vader).,Nederlands
c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,tg:lhph:28861,Descriptions,1,id.desc,Jan J. Verhoeven. Borststuk.,Nederlands
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,Descriptions,1,id.desc,Hubert de Vries (2de v.l.). Viering van 80e verjaardag.,Nederlands
e719f44a-712c-5df1-a3c0-a1d5f5191ffd,tg:lhph:6523,Descriptions,1,id.desc,"Hulde van Frans Daels aan de Limburgse slachtoffers, tijdens de vijfentwintigste IJzerbedevaart.",Nederlands
6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,tg:lhph:30102,Descriptions,1,id.desc,"Karel Jonckheere:

Inschepend op de s/s United States.",Nederlands
b14cf90b-19a9-5639-a891-8d9f62d7308b,tg:lhph:6489,Descriptions,1,id.desc,"Het Renaat de Rudder-koor tijdens de dertigste bedevaart, het jaar waarin oud-voorzitter prof. Daels 75 jaar oud werd.",Nederlands
572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,tg:lhph:3371,Descriptions,1,id.desc,Marnix Gijsen met de ambassadeur van de Verenigde Naties Walter Loridan.,Nederlands
