ResourceID,brocade.id,card,order,place_note,place_type,place_language,place_au_code,json
151729a4-7ab4-5daa-95d6-9eb31512a9f3,tg:lhph:14757,Places,1,Het Zoute,remarks,Nederlands,,
e2e08d65-98fb-52ce-9828-14a7576718a6,tg:lhph:4716,Places,1,Brussel,remarks,Nederlands,,
fb0ff7a0-0010-5045-ae83-dce5e1486364,tg:lhph:20300,Places,1,,,,au::100654,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
cb3cc2bd-4117-57f3-a591-b5a58fd77530,tg:lhph:30898,Places,1,Antwerpen,remarks,Nederlands,,
c990ed42-d090-52d1-a6ef-c9b2926f4daf,tg:lhph:10399,Places,1,Antwerpen,remarks,Nederlands,,
af403367-1b59-5ead-b91b-f42580b3ea7f,tg:lhph:37147,Places,1,Gent,remarks,Nederlands,,
ba975792-b9a4-5550-b516-834d7d966f6e,tg:lhph:25526,Places,1,Antwerpen,remarks,Nederlands,,
d7eab265-9baa-5ed3-b16d-2cec01125cf8,tg:lhph:35727,Places,1,Brussel,remarks,Nederlands,,
e9c7f2d0-1c62-578b-867e-ecbf8d7775d5,tg:lhph:27346,Places,1,Antwerpen,remarks,Nederlands,,
862785c9-4723-53e9-a6dc-25d0ce954380,tg:lhph:3750,Places,1,Paal,remarks,Nederlands,,
a49b1da0-b46f-5690-9b04-43f1e3b18b52,tg:lhph:40267,Places,1,Berlijn (D),remarks,Nederlands,,
85a67807-35a7-50d1-9ec5-f5c078abca45,tg:lhph:30101,Places,1,Göttingen,remarks,Nederlands,,
ba87fa28-7f39-597f-a1b3-62dac584e8c1,tg:lhph:34851,Places,1,Antwerpen,remarks,Nederlands,,
fae9f3e6-4799-58c6-b9b0-d3cde0c4743a,tg:lhph:10503,Places,1,Antwerpen,remarks,Nederlands,,
1516a53b-d7ab-5a19-8213-5609e696b148,tg:lhph:29722,Places,1,Kortrijk,remarks,Nederlands,,
d6fa78bb-2369-54c0-99ae-5ce8cca38e9a,tg:lhph:32619,Places,1,Antwerpen,remarks,Nederlands,,
13a74e1b-ca68-5abe-8fec-242cdf915110,tg:lhph:20278,Places,1,Gooik,remarks,Nederlands,,
624ffe81-d6ab-509b-8f93-3afd8955ac1d,tg:lhph:36535,Places,1,Antwerpen,remarks,Nederlands,,
05951f32-29b0-544c-8507-87d202607579,tg:lhph:28854,Places,1,Antwerpen,remarks,Nederlands,,
446f75a5-e923-56a9-a418-cca2126fa01f,tg:lhph:6997,Places,1,Ingooigem,remarks,Nederlands,,
1443144b-433d-5ed5-9130-5f0d75371724,tg:lhph:33313,Places,1,Antwerpen,remarks,Nederlands,,
e5278d41-eb29-5c02-87ca-71efc35d4276,tg:lhph:43390,Places,1,Gent,remarks,Nederlands,,
74fd9750-5410-58e2-a48c-afa5f37cc120,tg:lhph:23112,Places,1,Antwerpen,remarks,Nederlands,,
c18bf3f6-f694-5561-bc65-6c2f4868645f,tg:lhph:7504,Places,1,Ingooigem,remarks,Nederlands,,
31075b5c-19df-56cc-b2e5-abf9154b2654,tg:lhph:2322,Places,1,Brussel?,remarks,Nederlands,,
148adca8-6209-5849-99fa-fc57663ff09b,tg:lhph:11990,Places,1,Antwerpen,remarks,Nederlands,,
c4940639-2952-5184-8578-8342077c2a34,tg:lhph:22418,Places,1,[Brussel],remarks,Nederlands,,
9f4242b9-2e4f-5684-ab84-c4cce9f5d8ef,tg:lhph:48227,Places,1,,,,au::16152,
c7380b8f-7f97-5529-bac8-22a949c7bff1,tg:lhph:22570,Places,1,Zavel,remarks,Nederlands,,
fb549282-fd80-581f-a3ec-ec6a1bfd28bd,tg:lhph:40192,Places,1,Gent,remarks,Nederlands,,
afc41eaf-2b7a-51d6-af7f-7988fc72713e,tg:lhph:20310,Places,1,[New York],remarks,Nederlands,,
ee81506f-5e3e-5a4b-afed-90e1cd69e77c,tg:lhph:7789,Places,1,Amsterdam,remarks,Nederlands,,
357915af-a6f3-52c3-a808-a5a2b3e4690d,tg:lhph:4706,Places,1,Wakken,remarks,Nederlands,,
9a17cb7c-11bf-56d8-81b5-aa68106c76b1,tg:lhph:14747,Places,1,Antwerpen,remarks,Nederlands,,
88e57ca1-77a9-52b1-8ff3-6f64aa66fb62,tg:lhph:25536,Places,1,Lier,remarks,Nederlands,,
8fc15571-d4ad-58c3-97e5-11741fc7c9d7,tg:lhph:11161,Places,1,Gent,remarks,Nederlands,,
48fcce0b-0229-550a-9d33-76b165850d8a,tg:lhph:30888,Places,1,Antwerpen,remarks,Nederlands,,
8ab69698-e444-580c-86aa-a769685d2219,tg:lhph:33807,Places,1,Antwerpen,remarks,Nederlands,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,Places,1,Deurle,remarks,Nederlands,,
ddbf0ff3-3576-5326-9014-0d34957369f1,tg:lhph:3638,Places,1,Kappelenbosch,remarks,Nederlands,,
0f9f71df-e834-5a28-b120-1255f3d38e19,tg:lhph:43380,Places,1,Gent,remarks,Nederlands,,
93e140e7-9cb0-50bb-87ad-687cf072d30f,tg:lhph:40973,Places,1,Antwerpen,remarks,Nederlands,,
096bb6ed-4ea1-5313-bffa-61697a6b38c9,tg:lhph:7514,Places,1,Sint-Niklaas,remarks,Nederlands,,
ea4ed6e8-e9ff-57e8-bcc6-0b539657ec4b,tg:lhph:31563,Places,1,Antwerpen,remarks,Nederlands,,
438c1733-fb8b-572f-9515-5442d93f6a12,tg:lhph:22408,Places,1,[Brussel],remarks,Nederlands,,
