ResourceID,brocade.id,card,order,ire.isaar.uuid,Brocade Production Actor ID,Production Actor Role,Production Actor Widget,Production Actor Identifier
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,ProductionActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,ProductionActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,ProductionActors,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""id"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,ProductionActors,1,3875920c-ad7e-5f77-adf6-09e76c430d2c,au::47870,photographers,"dlod={""id"":""ark:/83110/x0/3875920c-ad7e-5f77-adf6-09e76c430d2c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3875920c-ad7e-5f77-adf6-09e76c430d2c
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,ProductionActors,1,8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d,au::4415,photographers,"dlod={""id"":""ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,ProductionActors,1,6378de90-77ca-5998-a01a-94f836bedd38,au::54557,photographers,"dlod={""id"":""ark:/83110/x0/6378de90-77ca-5998-a01a-94f836bedd38"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6378de90-77ca-5998-a01a-94f836bedd38
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,ProductionActors,1,a2646373-678d-5994-9b75-a0b4ba2024ef,au::36,photographers,"dlod={""id"":""ark:/83110/x0/a2646373-678d-5994-9b75-a0b4ba2024ef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a2646373-678d-5994-9b75-a0b4ba2024ef
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,ProductionActors,1,80622dfc-ea76-5749-9192-34a1088d0f16,au::46735,photographers,"dlod={""id"":""ark:/83110/x0/80622dfc-ea76-5749-9192-34a1088d0f16"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/80622dfc-ea76-5749-9192-34a1088d0f16
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,ProductionActors,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""id"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,ProductionActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
