Production Place Identifier,id,Production Place Name,DB,Record ID,Record Place Name,Brocade Production Place ID,ResourceID
https://data.antwerpen.be/Ark:/83110/d7943b08-f05e-58ce-9b78-266c4ca417d5,au::100461,Eisden (Maasmechelen),lhph,tg:lhph:43249,Eisden,au::100461,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:10701,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:10706,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:13503,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:13505,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19288,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19289,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19291,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19308,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19320,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19322,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19327,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19331,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19336,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19340,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19348,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19352,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19462,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19569,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19570,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19698,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:19797,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:37722,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:37755,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:37758,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:37760,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:3818,Nice,au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:38330,Nice [fr],au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39198,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39200,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39202,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39206,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39210,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39211,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39212,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39213,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39215,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39216,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39218,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39219,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39220,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39221,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39223,Nice (F),au::103235,
https://data.antwerpen.be/Ark:/83110/dac7bd8a-3c8d-5694-bb92-cd85775a44c7,au::103235,Nice (Alpes-Maritimes),lhph,tg:lhph:39224,Nice (F),au::103235,
