ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Acquisitions,1,tr:lh:9510,"dlod={""id"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""text"":""Archief van Marcel de Backer"",""name"":""Archief van Marcel de Backer"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Acquisitions,1,tr:lh:9510,"dlod={""id"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""text"":""Archief van Marcel de Backer"",""name"":""Archief van Marcel de Backer"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
8552fda5-f4c2-5a7e-8227-3626a972e7c1,tg:lhph:3721,Acquisitions,1,tr:lh:2563,"dlod={""id"":""ark:/24970/x0/346a40f3-1318-541c-8252-f9d94cb84986"",""text"":""Schenking van Eugeen de Bock"",""name"":""Schenking van Eugeen de Bock"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/346a40f3-1318-541c-8252-f9d94cb84986
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,Acquisitions,1,tr:lh:139982,"dlod={""id"":""ark:/24970/x0/1fbe6e23-801e-53c4-ab57-e95c4e44b7ed"",""text"":""materiaal m.b.t. Jan van Nijlen"",""name"":""materiaal m.b.t. Jan van Nijlen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/1fbe6e23-801e-53c4-ab57-e95c4e44b7ed
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,Acquisitions,1,tr:lh:6603,"dlod={""id"":""ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75"",""text"":""Archief van Maurice Gilliams"",""name"":""Archief van Maurice Gilliams"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,Acquisitions,1,tr:lh:4066,"dlod={""id"":""ark:/24970/x0/4e9a0a72-9ce2-5006-b6f0-0682e848f7b3"",""text"":""Aankoop bij Filip Tas"",""name"":""Aankoop bij Filip Tas"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/4e9a0a72-9ce2-5006-b6f0-0682e848f7b3
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,Acquisitions,1,tr:lh:7009,"dlod={""id"":""ark:/24970/x0/eb19ec8b-4605-5bbb-8883-207c77a6ab3e"",""text"":""Archiefstukken van Frans Dille"",""name"":""Archiefstukken van Frans Dille"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/eb19ec8b-4605-5bbb-8883-207c77a6ab3e
f90accfd-a381-51aa-a1d4-83618b68b83f,tg:lhph:24141,Acquisitions,1,tr:lh:467,"dlod={""id"":""ark:/24970/x0/fb7d362c-4c80-567e-8c5a-3c45bd5ae809"",""text"":""Schenking van Jan Vanderheyden in verband met de film De Witte"",""name"":""Schenking van Jan Vanderheyden in verband met de film De Witte"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/fb7d362c-4c80-567e-8c5a-3c45bd5ae809
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Acquisitions,1,tr:lh:210,"dlod={""id"":""ark:/24970/x0/1e92e391-a5d2-59b6-af59-98c1a9c079ac"",""text"":""Archiefstukken van Robert van Passen"",""name"":""Archiefstukken van Robert van Passen"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/1e92e391-a5d2-59b6-af59-98c1a9c079ac
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,Acquisitions,2,tr:lh:1892,"dlod={""id"":""ark:/24970/x0/5eb0c7fe-aeb3-5ef0-bb86-6e611842e0da"",""text"":""Archief van Arthur Henry Cornette"",""name"":""Archief van Arthur Henry Cornette"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/5eb0c7fe-aeb3-5ef0-bb86-6e611842e0da
f38c9cdd-2aff-5406-a5fb-831ee705ab9b,tg:lhph:22996,Acquisitions,1,tr:lh:5113,"dlod={""id"":""ark:/24970/x0/cb2e1ff4-acc3-5685-9c2e-58727634362b"",""text"":""Schenking van Elly Cockx-Indestege"",""name"":""Schenking van Elly Cockx-Indestege"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/cb2e1ff4-acc3-5685-9c2e-58727634362b
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,Acquisitions,1,tr:lh:6376,"dlod={""id"":""ark:/24970/x0/c24fe889-b6c2-58a7-9272-ebb67d0005ee"",""text"":""Schenking van Jan de Man"",""name"":""Schenking van Jan de Man"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/c24fe889-b6c2-58a7-9272-ebb67d0005ee
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,Acquisitions,1,tr:lh:6016,"dlod={""id"":""ark:/24970/x0/caa79db8-2009-5fd9-ae84-31a092020cc5"",""text"":""Archief van Joris Vriamont"",""name"":""Archief van Joris Vriamont"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/caa79db8-2009-5fd9-ae84-31a092020cc5
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,Acquisitions,1,tr:lh:7176,"dlod={""id"":""ark:/24970/x0/280cfdfc-1622-5c23-99a1-58ed3a71e55b"",""text"":""Schenking van Line de Belder-Lambert"",""name"":""Schenking van Line de Belder-Lambert"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/280cfdfc-1622-5c23-99a1-58ed3a71e55b
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,Acquisitions,1,tr:lh:7859,"dlod={""id"":""ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878"",""text"":""Archief van Manteau"",""name"":""Archief van Manteau"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,Acquisitions,1,tr:lh:1497,"dlod={""id"":""ark:/24970/x0/8f028f20-389c-5922-b3ea-9ee945b0e172"",""text"":""Schenking van Aerts"",""name"":""Schenking van Aerts"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/8f028f20-389c-5922-b3ea-9ee945b0e172
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,Acquisitions,1,tr:lh:3899,"dlod={""id"":""ark:/24970/x0/97d32f47-a0ad-532e-91fa-92a4fb292408"",""text"":""Schenking van Yvonne de Man"",""name"":""Schenking van Yvonne de Man"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/97d32f47-a0ad-532e-91fa-92a4fb292408
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,Acquisitions,1,tr:lh:7775,"dlod={""id"":""ark:/24970/x0/2ac7fc17-e402-533f-a39c-58eedc1226ab"",""text"":""Archief van Cl\""_$C(195,169)_\""ment Pardon"",""name"":""Archief van Cl\""_$C(195,169)_\""ment Pardon"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/2ac7fc17-e402-533f-a39c-58eedc1226ab
