ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Archives,1,isad:lh:95309,"dlod={""id"":""ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c"",""text"":""Negatieven van foto's door au::901"",""name"":""Negatieven van foto's door au::901"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Archives,1,isad:lh:95309,"dlod={""id"":""ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c"",""text"":""Negatieven van foto's door au::901"",""name"":""Negatieven van foto's door au::901"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c
a8cb1dec-0bf6-5695-b15b-645ff687a102,tg:lhph:51041,Archives,1,isad:lh:95064,"dlod={""id"":""ark:/24970/x0/ab8b4898-e3a9-5f8c-8325-80d895ed6748"",""text"":""Foto's i.v.m. au::13772"",""name"":""Foto's i.v.m. au::13772"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/ab8b4898-e3a9-5f8c-8325-80d895ed6748
ff50b330-23a5-5a54-be81-c61883a518b0,tg:lhph:2833,Archives,1,isad:lh:93324,"dlod={""id"":""ark:/24970/x0/67f72aaa-f291-521e-b651-f18b058591d0"",""text"":""Foto's i.v.m. au::7555"",""name"":""Foto's i.v.m. au::7555"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/67f72aaa-f291-521e-b651-f18b058591d0
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,Archives,1,isad:lh:93322,"dlod={""id"":""ark:/24970/x0/31baa803-b881-5a31-b110-14a40b800a8a"",""text"":""Foto's"",""name"":""Foto's"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/31baa803-b881-5a31-b110-14a40b800a8a
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Archives,1,isad:lh:95681,"dlod={""id"":""ark:/24970/x0/f440c1e3-a7ec-55c4-82ca-98f3e2558826"",""text"":""Foto's i.v.m. au::14398"",""name"":""Foto's i.v.m. au::14398"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/f440c1e3-a7ec-55c4-82ca-98f3e2558826
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,Archives,2,isad:lh:93655,"dlod={""id"":""ark:/24970/x0/79971abf-712b-5301-bc77-db578538994b"",""text"":""Foto's i.v.m. au::4481"",""name"":""Foto's i.v.m. au::4481"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/79971abf-712b-5301-bc77-db578538994b
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,Archives,1,isad:lh:93008,"dlod={""id"":""ark:/24970/x0/956a4eb6-004d-5ffb-a503-4ca0c0c8851b"",""text"":""Foto's (verzameling)"",""name"":""Foto's (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/956a4eb6-004d-5ffb-a503-4ca0c0c8851b
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,Archives,1,isad:lh:94873,"dlod={""id"":""ark:/24970/x0/721b4d59-dd7f-5831-9f2d-9d59b0bc11d4"",""text"":""Negatievenarchief"",""name"":""Negatievenarchief"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/721b4d59-dd7f-5831-9f2d-9d59b0bc11d4
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,Archives,1,isad:lh:94373,"dlod={""id"":""ark:/24970/x0/b6042715-1206-545d-a664-9f6b4bfb5b84"",""text"":""Foto's i.v.m. au::14358"",""name"":""Foto's i.v.m. au::14358"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/b6042715-1206-545d-a664-9f6b4bfb5b84
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,Archives,1,isad:lh:92943,"dlod={""id"":""ark:/24970/x0/559d6d72-552d-541a-8eae-74cefb116986"",""text"":""Foto's i.v.m. au::3664"",""name"":""Foto's i.v.m. au::3664"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/559d6d72-552d-541a-8eae-74cefb116986
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,Archives,1,isad:lh:93773,"dlod={""id"":""ark:/24970/x0/7835317e-ff3a-56b1-9a61-fe315495d690"",""text"":""Foto's i.v.m. au::14876"",""name"":""Foto's i.v.m. au::14876"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/7835317e-ff3a-56b1-9a61-fe315495d690
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,Archives,1,isad:lh:175416,"dlod={""id"":""ark:/24970/x0/21583616-edd8-5b8c-baed-ec014b234448"",""text"":""Kleinbeeldnegatieven"",""name"":""Kleinbeeldnegatieven"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/21583616-edd8-5b8c-baed-ec014b234448
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,Archives,1,isad:lh:95309,"dlod={""id"":""ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c"",""text"":""Negatieven van foto's door au::901"",""name"":""Negatieven van foto's door au::901"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/dfe27638-51b8-53e6-a620-eddd5e4f243c
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,Archives,1,isad:lh:117833,"dlod={""id"":""ark:/24970/x0/cd743291-124c-5b80-b003-9e973442e240"",""text"":""Ida Wasserman"",""name"":""Ida Wasserman"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/cd743291-124c-5b80-b003-9e973442e240
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,Archives,1,isad:lh:119780,"dlod={""id"":""ark:/24970/x0/053b9ab7-809f-58cd-af3e-176d59b1d715"",""text"":""Zachtjes met de deuren"",""name"":""Zachtjes met de deuren"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/053b9ab7-809f-58cd-af3e-176d59b1d715
e719f44a-712c-5df1-a3c0-a1d5f5191ffd,tg:lhph:6523,Archives,1,isad:lh:93777,"dlod={""id"":""ark:/24970/x0/b3c2b278-49fc-5e5e-aa91-88c8a8263013"",""text"":""Foto's (verzameling)"",""name"":""Foto's (verzameling)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/b3c2b278-49fc-5e5e-aa91-88c8a8263013
6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,tg:lhph:30102,Archives,1,isad:lh:95322,"dlod={""id"":""ark:/24970/x0/d5c9b9ea-f6aa-51d6-9804-87f726196fa4"",""text"":""Foto's i.v.m. au::9752 (vroegere schenkingen)"",""name"":""Foto's i.v.m. au::9752 (vroegere schenkingen)"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/d5c9b9ea-f6aa-51d6-9804-87f726196fa4
572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,tg:lhph:3371,Archives,1,isad:lh:93287,"dlod={""id"":""ark:/24970/x0/ea822992-fb17-5581-85ff-46ea11e4b27a"",""text"":""Foto's i.v.m. au::7526"",""name"":""Foto's i.v.m. au::7526"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/ea822992-fb17-5581-85ff-46ea11e4b27a
c2a62fab-721e-5a30-89f9-b5c344cf7b9a,tg:lhph:683,Archives,1,isad:lh:176449,"dlod={""id"":""ark:/24970/x0/91835364-544b-5eac-99fb-ecfe0a91c575"",""text"":""Hubert Lampo"",""name"":""Hubert Lampo"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/91835364-544b-5eac-99fb-ecfe0a91c575
b92a5a30-856c-5117-82f7-a6c8a9f4a76c,tg:lhph:12970,Archives,1,isad:lh:94393,"dlod={""id"":""ark:/24970/x0/967a0acc-8e1c-5c80-8569-4ca40ff8104c"",""text"":""Foto's i.v.m. au::3899"",""name"":""Foto's i.v.m. au::3899"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/967a0acc-8e1c-5c80-8569-4ca40ff8104c
8f25fc0d-ef47-52bb-9d31-166d022a83b1,tg:lhph:24511,Archives,1,isad:lh:95057,"dlod={""id"":""ark:/24970/x0/22c6ed4f-881c-5cc6-adf8-b4cbf1602d08"",""text"":""Foto's i.v.m. au::13527"",""name"":""Foto's i.v.m. au::13527"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/22c6ed4f-881c-5cc6-adf8-b4cbf1602d08
44c6058d-619c-5778-a18b-9c53e437cd07,tg:lhph:20801,Archives,1,isad:lh:92943,"dlod={""id"":""ark:/24970/x0/559d6d72-552d-541a-8eae-74cefb116986"",""text"":""Foto's i.v.m. au::3664"",""name"":""Foto's i.v.m. au::3664"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/559d6d72-552d-541a-8eae-74cefb116986
8e0a6f52-ced8-5493-be2a-9f664a8a7e94,tg:lhph:40200,Archives,1,isad:lh:93721,"dlod={""id"":""ark:/24970/x0/9ebef6d8-1e0e-53ca-8ad6-04f7691532cf"",""text"":""Foto's i.v.m. au::5870"",""name"":""Foto's i.v.m. au::5870"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/9ebef6d8-1e0e-53ca-8ad6-04f7691532cf
