ResourceID,brocade.id,card,order,Mark Text,Mark Type,Mark Language
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,Marks,1,Erasmus Quellinius delin.,signatures (names),Nederlands
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,Marks,1,Nota quod Musa / habeat Pennam / in capite qua / differt ab Apolline,inscriptions,Nederlands
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,Marks,2,"Habes hic Musam sive Poesim cum Minerva seu Virtute / forma Hermatenis coniunctam nam musam pro Mercurio / apposui quod pluribus exemplis licet, nescio an tibi meum commentum / placebit ego certo mihi hoc invento valde placeo / ne dicam gratulor",inscriptions,Nederlands
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,Marks,1,Lotharius II Lotharingiae Rex,inscriptions,Nederlands
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,Marks,2,int cleijn boelerende wesende ionck ende wulps,inscriptions,Nederlands
00d08c3f-d02d-5604-bcb4-b1036cf771a6,tg:mpmtk:32,Marks,1,"Le Siege / de la Ville / de Dole / Capitale / de la Franche-Comte / et / son heurese [sic] delvrance [sic] / Discrits [het woord """"Racontes"""" geschrapt] par M. I.",inscriptions,Nederlands
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,Marks,1,Ludovicus et Carlomannus Lothar. Reges/ XIII. Brabantiae Principes,inscriptions,Nederlands
ac9d2a5c-033f-511c-a651-d32fc8b9cb89,tg:mpmtk:22,Marks,1,"AVN"""" monogram beneden links",signatures (names),Nederlands
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,Marks,1,"Ara, Patera et Simpulum Pietatem / Religionem et Sacra indicent / Lira et Hederacea Corona Poesim",inscriptions,Nederlands
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,Marks,1,"In lit. R. nae der ordenienge van mijn / lijste ofte catalogus, an mijn heer / Balthasar Moretus, voor / 14 dagen naer Antwerpen / ghesonden. / Anno 1646. 19/29 Septem.",inscriptions,Nederlands
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,Marks,1,E. Quellinius inventor,signatures (names),Nederlands
