ResourceID,brocade.id,Acquisition Brocade ID,card,order,Acquisition Name,Acquisition Identifier
01173118-1065-5ac0-95a5-84cd3d650f70,tg:lhsc:1196,tr:lh:2212,Acquisitions,1,Oningeschreven gevonden in 1951,{'url':'https://id.letterenhuis.be/ark:/24970/01173118-1065-5ac0-95a5-84cd3d650f70'}
015d1f00-d835-52fb-9d6f-ff0fee809287,tg:lhsc:913,tr:lh:947,Acquisitions,1,Schenking van Frits de Mont,{'url':'https://id.letterenhuis.be/ark:/24970/015d1f00-d835-52fb-9d6f-ff0fee809287'}
01adf1b1-0645-5f49-b26f-e3ecc7f88346,tg:lhsc:804,tr:lh:9804,Acquisitions,1,Schenking Marcel de Hertogh,{'url':'https://id.letterenhuis.be/ark:/24970/01adf1b1-0645-5f49-b26f-e3ecc7f88346'}
01fcf987-aae1-5c65-b6df-aee3f3d3ccce,tg:lhob:192,tr:lh:6444,Acquisitions,1,Archief van Marinus de Jong,{'url':'https://id.letterenhuis.be/ark:/24970/01fcf987-aae1-5c65-b6df-aee3f3d3ccce'}
02b53486-1853-5ebe-858e-30f4a0910ae2,tg:lhsc:56,tr:lh:1792,Acquisitions,1,Archiefstukken van Mertensvereniging,{'url':'https://id.letterenhuis.be/ark:/24970/02b53486-1853-5ebe-858e-30f4a0910ae2'}
02fc4adc-859e-518e-a1b1-abbd4a9ced09,tg:lhob:554,tr:lh:7740,Acquisitions,1,Archief van Lode Sebregts,{'url':'https://id.letterenhuis.be/ark:/24970/02fc4adc-859e-518e-a1b1-abbd4a9ced09'}
0312d5f8-4dca-5be3-839e-4083377f4cab,tg:lhob:536,tr:lh:6603,Acquisitions,1,Archief van Maurice Gilliams,{'url':'https://id.letterenhuis.be/ark:/24970/0312d5f8-4dca-5be3-839e-4083377f4cab'}
032f1518-6a11-5a14-9900-3809e086adbd,tg:lhsc:794,tr:lh:2212,Acquisitions,1,Oningeschreven gevonden in 1951,{'url':'https://id.letterenhuis.be/ark:/24970/032f1518-6a11-5a14-9900-3809e086adbd'}
036efff3-bcb1-5176-9ca3-d2a37c44220c,tg:lhob:181,tr:lh:6595,Acquisitions,1,Archief van Roger Avermaete,{'url':'https://id.letterenhuis.be/ark:/24970/036efff3-bcb1-5176-9ca3-d2a37c44220c'}
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,tr:lh:6911,Acquisitions,1,Archief van Yvonne de Man,{'url':'https://id.letterenhuis.be/ark:/24970/039e2f17-f200-5204-b703-688251042d88'}
041882a6-2b28-57d2-a8cb-313cade7ff6a,tg:lhsc:1018,tr:lh:5941,Acquisitions,1,Archiefstukken van Anton van de Velde,{'url':'https://id.letterenhuis.be/ark:/24970/041882a6-2b28-57d2-a8cb-313cade7ff6a'}
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,tr:lh:6603,Acquisitions,1,Archief van Maurice Gilliams,{'url':'https://id.letterenhuis.be/ark:/24970/0468d01e-d8d4-5685-a9dd-d46c02c4cd7c'}
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,tr:lh:6603,Acquisitions,1,Archief van Maurice Gilliams,{'url':'https://id.letterenhuis.be/ark:/24970/04771dcb-2029-567a-a786-c76208457897'}
04b685dd-c0cd-5de3-87d3-acab01e92070,tg:lhob:336,tr:lh:7703,Acquisitions,1,Archief van Reimond Stijns,{'url':'https://id.letterenhuis.be/ark:/24970/04b685dd-c0cd-5de3-87d3-acab01e92070'}
052145bb-04c1-58a1-bc9a-a6cad1145258,tg:lhob:501,tr:lh:4238,Acquisitions,1,Archief van Raymond Herreman,{'url':'https://id.letterenhuis.be/ark:/24970/052145bb-04c1-58a1-bc9a-a6cad1145258'}
05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7,tg:lhsc:5743,tr:lh:97985,Acquisitions,1,Beeldhouwwerk door Hildebert Derre en Antheunis en een kleurenets door onbekende kunstenaar.,{'url':'https://id.letterenhuis.be/ark:/24970/05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7'}
05634d34-0886-5578-bf83-7c4d06355f42,tg:lhsc:9373,tr:lh:97985,Acquisitions,1,Beeldhouwwerk door Hildebert Derre en Antheunis en een kleurenets door onbekende kunstenaar.,{'url':'https://id.letterenhuis.be/ark:/24970/05634d34-0886-5578-bf83-7c4d06355f42'}
06197111-d903-5b07-a309-644ae51214cf,tg:lhob:179,tr:lh:2190,Acquisitions,1,Archief van Karel Lodewijk Ledeganck uit de nalatenschap van Anna de Weert,{'url':'https://id.letterenhuis.be/ark:/24970/06197111-d903-5b07-a309-644ae51214cf'}
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,tr:lh:7376,Acquisitions,1,Archief van Edward Keurvels,{'url':'https://id.letterenhuis.be/ark:/24970/06ef615d-2dcf-5abe-90d8-5149d5f7d4b5'}
0715bd05-3144-5daa-a114-53542bd90551,tg:lhsc:1371,tr:lh:6034,Acquisitions,1,Archief van Frans Smits,{'url':'https://id.letterenhuis.be/ark:/24970/0715bd05-3144-5daa-a114-53542bd90551'}
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,tr:lh:11,Acquisitions,1,Archief van Armand Willem Grauls,{'url':'https://id.letterenhuis.be/ark:/24970/07771e20-2b34-58a3-97e8-8ba0aa3b5669'}
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,tr:lh:2172,Acquisitions,1,Archiefstukken van Door van den Berghe,{'url':'https://id.letterenhuis.be/ark:/24970/07a46c3b-de09-57ad-8c5e-fd8103ee16f1'}
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,tr:lh:2412,Acquisitions,1,Oningeschreven gevonden in 1953,{'url':'https://id.letterenhuis.be/ark:/24970/07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc'}
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,tr:lh:7669,Acquisitions,1,Schenking van Lutgardis Dosfel,{'url':'https://id.letterenhuis.be/ark:/24970/0800ebe2-f42c-57bb-be39-f647de31f641'}
083bc982-6fca-54b0-8d52-7e46dc42844a,tg:lhsc:811,tr:lh:1078,Acquisitions,1,Nalatenschap van Jan Verbeeck,{'url':'https://id.letterenhuis.be/ark:/24970/083bc982-6fca-54b0-8d52-7e46dc42844a'}
