ResourceID,brocade.id,Archive Brocade ID,card,order,Archive Name,Archive Identifier
0198ad6d-839b-5d92-b4d0-0297d2c31de4,tg:lhob:40,isad:lh:108893,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0198ad6d-839b-5d92-b4d0-0297d2c31de4'}
01fcf987-aae1-5c65-b6df-aee3f3d3ccce,tg:lhob:192,isad:lh:134507,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/01fcf987-aae1-5c65-b6df-aee3f3d3ccce'}
02b53486-1853-5ebe-858e-30f4a0910ae2,tg:lhsc:56,isad:lh:96704,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/02b53486-1853-5ebe-858e-30f4a0910ae2'}
036efff3-bcb1-5176-9ca3-d2a37c44220c,tg:lhob:181,isad:lh:134459,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/036efff3-bcb1-5176-9ca3-d2a37c44220c'}
041882a6-2b28-57d2-a8cb-313cade7ff6a,tg:lhsc:1018,isad:lh:96782,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/041882a6-2b28-57d2-a8cb-313cade7ff6a'}
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,isad:lh:161151,Archives,1,Ex libris,{'url':'https://id.letterenhuis.be/ark:/24970/049e8351-8b2c-5cca-903f-ea20425ad2aa'}
04b685dd-c0cd-5de3-87d3-acab01e92070,tg:lhob:336,isad:lh:134678,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/04b685dd-c0cd-5de3-87d3-acab01e92070'}
052145bb-04c1-58a1-bc9a-a6cad1145258,tg:lhob:501,isad:lh:154728,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/052145bb-04c1-58a1-bc9a-a6cad1145258'}
058d404b-513c-59e9-88e8-7e7ce672f665,tg:lhob:211,isad:lh:134688,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/058d404b-513c-59e9-88e8-7e7ce672f665'}
06197111-d903-5b07-a309-644ae51214cf,tg:lhob:179,isad:lh:134666,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/06197111-d903-5b07-a309-644ae51214cf'}
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,isad:lh:134493,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/06921aaa-1516-5f27-a96a-bf985f5e3171'}
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,isad:lh:134288,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/06ef615d-2dcf-5abe-90d8-5149d5f7d4b5'}
0715bd05-3144-5daa-a114-53542bd90551,tg:lhsc:1371,isad:lh:96819,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/0715bd05-3144-5daa-a114-53542bd90551'}
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,isad:lh:96787,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/07a46c3b-de09-57ad-8c5e-fd8103ee16f1'}
083bc982-6fca-54b0-8d52-7e46dc42844a,tg:lhsc:811,isad:lh:96741,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/083bc982-6fca-54b0-8d52-7e46dc42844a'}
08a2e2fe-05ae-55be-b8cc-df795bcf63bb,tg:lhsc:891,isad:lh:96764,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/08a2e2fe-05ae-55be-b8cc-df795bcf63bb'}
08bc524a-d0ec-53c9-9f32-34aaa7ba634c,tg:lhsc:9398,isad:lh:141075,Archives,1,Beelden,{'url':'https://id.letterenhuis.be/ark:/24970/08bc524a-d0ec-53c9-9f32-34aaa7ba634c'}
08ff3a3c-dd11-5a47-9d9f-ea3ec421bca1,tg:lhsc:1060,isad:lh:96802,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/08ff3a3c-dd11-5a47-9d9f-ea3ec421bca1'}
09a7eeb8-e122-59b6-9eee-9578e4bc20ce,tg:lhsc:746,isad:lh:96735,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/09a7eeb8-e122-59b6-9eee-9578e4bc20ce'}
0b9ba119-2a3b-515d-bcf0-dbf2af49d480,tg:lhob:136,isad:lh:134566,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0b9ba119-2a3b-515d-bcf0-dbf2af49d480'}
0c1d9404-2b6e-5b80-ab14-6b54399d122a,tg:lhsc:9330,isad:lh:96886,Archives,1,Kunstvoorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0c1d9404-2b6e-5b80-ab14-6b54399d122a'}
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,isad:lh:134288,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0d05e880-ea32-51ea-934b-ed5b401fcbfe'}
0d59cead-0e6a-5456-a01f-2fd1c1f91b63,tg:lhob:722,isad:lh:178694,Archives,1,Meubilair,{'url':'https://id.letterenhuis.be/ark:/24970/0d59cead-0e6a-5456-a01f-2fd1c1f91b63'}
0d855a01-3e8a-56a8-9352-921e3cc58867,tg:lhob:182,isad:lh:134677,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0d855a01-3e8a-56a8-9352-921e3cc58867'}
0dc84960-8be2-55e3-b92a-006d87e2ab7c,tg:lhob:105,isad:lh:134438,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0dc84960-8be2-55e3-b92a-006d87e2ab7c'}
0df1342b-a227-57fc-8aa6-c679fdac8fe8,tg:lhob:307,isad:lh:134709,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0df1342b-a227-57fc-8aa6-c679fdac8fe8'}
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,isad:lh:134273,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/0e3c664a-3014-5589-93a4-614dc7ed5327'}
0e8cdc59-e3ab-5136-bd77-1ac8061a372e,tg:lhsc:928,isad:lh:96721,Archives,1,Beeldhouwwerken door May Néama,{'url':'https://id.letterenhuis.be/ark:/24970/0e8cdc59-e3ab-5136-bd77-1ac8061a372e'}
0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827,tg:lhsc:58,isad:lh:96704,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/0ebd8a68-dd1c-5d85-94b3-7e1c8ba53827'}
0f4205a7-af3c-5c82-9806-55228875ddf1,tg:lhsc:430,isad:lh:96708,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/0f4205a7-af3c-5c82-9806-55228875ddf1'}
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,isad:lh:161151,Archives,1,Ex libris,{'url':'https://id.letterenhuis.be/ark:/24970/0f9ab033-daa7-5a85-9e4f-5810c8c3756c'}
0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,tg:lhsc:772,isad:lh:96727,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/0fc4f0fc-34ad-573a-bc01-95e09fc66aeb'}
102174a0-7b53-5909-b4b9-b88279f76911,tg:lhsc:9417,isad:lh:96717,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/102174a0-7b53-5909-b4b9-b88279f76911'}
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,isad:lh:109818,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/10478800-d203-5ea2-95a8-f28860cc5b30'}
10619e69-ff8e-5edd-98f3-0ac22ca386df,tg:lhob:332,isad:lh:134720,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/10619e69-ff8e-5edd-98f3-0ac22ca386df'}
10be1bf9-91b6-59f1-b88c-1984c34ba8b9,tg:lhsc:951,isad:lh:96748,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/10be1bf9-91b6-59f1-b88c-1984c34ba8b9'}
10c034bb-4ac3-57d3-9e4a-93e2a408b890,tg:lhob:495,isad:lh:134292,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/10c034bb-4ac3-57d3-9e4a-93e2a408b890'}
10ca59b0-91e3-567e-998d-80535d66fd46,tg:lhob:400,isad:lh:134493,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/10ca59b0-91e3-567e-998d-80535d66fd46'}
11565e80-bcba-55e2-b8bb-6a36f784cbe9,tg:lhob:254,isad:lh:134703,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/11565e80-bcba-55e2-b8bb-6a36f784cbe9'}
11685648-8e1e-5273-90da-80fce8a310e2,tg:lhob:370,isad:lh:134700,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/11685648-8e1e-5273-90da-80fce8a310e2'}
11738061-c52f-5501-be24-b549099f3c8f,tg:lhsc:453,isad:lh:96801,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/11738061-c52f-5501-be24-b549099f3c8f'}
11996fd8-5ae8-5d16-a70e-ece01d224110,tg:lhob:409,isad:lh:141528,Archives,1,Poppen,{'url':'https://id.letterenhuis.be/ark:/24970/11996fd8-5ae8-5d16-a70e-ece01d224110'}
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,isad:lh:134513,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce'}
11c49844-c619-5736-8630-4f431a6c6c7d,tg:lhsc:853,isad:lh:96738,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/11c49844-c619-5736-8630-4f431a6c6c7d'}
12fed4c4-8076-529c-b686-7f2e1e53b127,tg:lhsc:839,isad:lh:96748,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/12fed4c4-8076-529c-b686-7f2e1e53b127'}
14e6bdc2-e723-55a4-a090-6e6b5b099805,tg:lhsc:779,isad:lh:96738,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/14e6bdc2-e723-55a4-a090-6e6b5b099805'}
1522fb40-e86a-5a0c-b9b6-51e80bab9202,tg:lhob:242,isad:lh:134698,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1522fb40-e86a-5a0c-b9b6-51e80bab9202'}
152d1879-65ac-5f69-b76f-08441011ec88,tg:lhob:252,isad:lh:134699,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/152d1879-65ac-5f69-b76f-08441011ec88'}
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,isad:lh:96758,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/156363b4-e6bc-576e-aa4e-6b592655c021'}
15bf4d86-658f-52f5-ad9a-be345a4b0242,tg:lhob:212,isad:lh:134692,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/15bf4d86-658f-52f5-ad9a-be345a4b0242'}
1609b2cf-5d7d-50bc-ab15-5385e12df4b2,tg:lhsc:457,isad:lh:96801,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/1609b2cf-5d7d-50bc-ab15-5385e12df4b2'}
162e1cb7-0d06-5988-bef3-a990f9024164,tg:lhob:137,isad:lh:134507,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/162e1cb7-0d06-5988-bef3-a990f9024164'}
168af78c-5e5c-5350-9eed-b281c25f187f,tg:lhob:134,isad:lh:134518,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/168af78c-5e5c-5350-9eed-b281c25f187f'}
17224bba-0d0e-597a-9be2-7f2b8eb004fb,tg:lhob:190,isad:lh:134433,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/17224bba-0d0e-597a-9be2-7f2b8eb004fb'}
17af7350-37d3-5ca6-bbf6-6f04b5185046,tg:lhob:269,isad:lh:134703,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/17af7350-37d3-5ca6-bbf6-6f04b5185046'}
1858843e-7b34-59ec-a956-73ed6c8b0d31,tg:lhob:218,isad:lh:134693,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1858843e-7b34-59ec-a956-73ed6c8b0d31'}
18ce845c-6504-5aef-a969-85dedfe8886e,tg:lhsc:1083,isad:lh:96812,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/18ce845c-6504-5aef-a969-85dedfe8886e'}
198bc04a-78a6-5339-8b8b-4caf523069af,tg:lhob:86,isad:lh:134376,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/198bc04a-78a6-5339-8b8b-4caf523069af'}
1a734321-cc64-5dfc-95ce-123ac604303e,tg:lhsc:701,isad:lh:96721,Archives,1,Beeldhouwwerken door May Néama,{'url':'https://id.letterenhuis.be/ark:/24970/1a734321-cc64-5dfc-95ce-123ac604303e'}
1add3b51-a3e2-5a22-9e74-1ac7aacacd33,tg:lhob:201,isad:lh:134494,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1add3b51-a3e2-5a22-9e74-1ac7aacacd33'}
1bbe3e40-dd56-598f-a25d-262e4e247b86,tg:lhob:271,isad:lh:134449,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1bbe3e40-dd56-598f-a25d-262e4e247b86'}
1c4b92d9-55ec-5ee7-bde4-db9a4ca63ed2,tg:lhsc:1171,isad:lh:96754,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/1c4b92d9-55ec-5ee7-bde4-db9a4ca63ed2'}
1cf726b5-8db7-5c0c-bd9e-662639410d3c,tg:lhob:325,isad:lh:134493,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1cf726b5-8db7-5c0c-bd9e-662639410d3c'}
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,isad:lh:134288,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1d05b1b9-0618-5c54-8751-6479fbf3475f'}
1dbbe321-c649-56e3-8084-a3a9d901b255,tg:lhob:217,isad:lh:134693,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1dbbe321-c649-56e3-8084-a3a9d901b255'}
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,isad:lh:134757,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1dc939e0-a4a8-5c82-9fb5-734db3822a7e'}
1e154e2a-486a-5acd-810e-4c7155cbbfa4,tg:lhob:288,isad:lh:134720,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1e154e2a-486a-5acd-810e-4c7155cbbfa4'}
1e48616c-49d6-5e66-ad68-75c533340319,tg:lhob:401,isad:lh:134493,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1e48616c-49d6-5e66-ad68-75c533340319'}
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,isad:lh:134697,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1e5a2451-acba-564b-95bc-c7b12f049888'}
1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,tg:lhob:483,isad:lh:154725,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1e9e6b2f-bdd6-54d1-a999-290c165c9fa0'}
1ee11a6a-4b9d-5d94-a690-1450444c1921,tg:lhsc:422,isad:lh:96706,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/1ee11a6a-4b9d-5d94-a690-1450444c1921'}
1f02a358-4e1f-5f24-8ee7-ca5994511f01,tg:lhsc:1359,isad:lh:96739,Archives,1,Beeldhouwwerken,{'url':'https://id.letterenhuis.be/ark:/24970/1f02a358-4e1f-5f24-8ee7-ca5994511f01'}
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,isad:lh:134604,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1f089839-3c74-55ac-b3ad-93c3ffa960a7'}
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,isad:lh:134335,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1f5bc828-1571-526d-8f90-d50114b812c8'}
1f68222a-eb92-5fad-92d0-f3e3dd78933f,tg:lhob:233,isad:lh:134697,Archives,1,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/1f68222a-eb92-5fad-92d0-f3e3dd78933f'}
