ResourceID,brocade.id,card,order,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record
675ad524-cfb6-5d06-9684-ac3f31dd37ec,tg:rubgr:3776,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3773,Verwijzing naar Grossmann object,,be415676-bbca-5af1-b0e7-badbf3214ca4,"[{""resourceId"": ""be415676-bbca-5af1-b0e7-badbf3214ca4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""361995ce-01e6-482d-b9d8-2553df7dbdc9"", ""inverseOntologyProperty"": """"}]"
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,tg:rubgr:142,AssociatedRecords,1,relatie naar geheel,tg:rubgr:127,Verwijzing naar Grossmann object,,4408f47c-0982-5920-8895-398bac985ada,"[{""resourceId"": ""4408f47c-0982-5920-8895-398bac985ada"", ""ontologyProperty"": """", ""resourceXresourceId"": ""331a8a20-cd8c-4b51-a61f-9e9aa5d7696f"", ""inverseOntologyProperty"": """"}]"
5793d084-6d19-50ab-ab38-f08121b1073b,tg:rubgr:5122,AssociatedRecords,1,gerelateerd onderdeel,tg:rubgr:5126,Verwijzing naar Grossmann object,,fe6a2131-62d0-5b0e-b0df-0da7b44ce2db,"[{""resourceId"": ""fe6a2131-62d0-5b0e-b0df-0da7b44ce2db"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46d7ff88-f31c-42df-a108-e2507220e4c0"", ""inverseOntologyProperty"": """"}]"
dc371fd6-36b1-5690-be18-81dccbaa9287,tg:rubgr:2599,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2593,Verwijzing naar Grossmann object,,67a61421-30e6-5319-9c01-f8b165bc9f9c,"[{""resourceId"": ""67a61421-30e6-5319-9c01-f8b165bc9f9c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""889e2262-6e71-4a7b-940f-ef19df2dcc9b"", ""inverseOntologyProperty"": """"}]"
f09d1fb6-af76-596a-b722-0c1f52f567b0,tg:rubgr:553,AssociatedRecords,1,relatie naar geheel,tg:rubgr:550,Verwijzing naar Grossmann object,,9da3c82c-b155-5761-bb47-3967218479fa,"[{""resourceId"": ""9da3c82c-b155-5761-bb47-3967218479fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8eac217c-17b9-49cf-8b79-7a57f7d32324"", ""inverseOntologyProperty"": """"}]"
0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,tg:rubgr:1136,AssociatedRecords,1,relatie naar geheel,tg:rubgr:1132,Verwijzing naar Grossmann object,,92c376c2-d03c-52e7-b7ac-a58dbff0a2d8,"[{""resourceId"": ""92c376c2-d03c-52e7-b7ac-a58dbff0a2d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""eb625a5b-87e8-495e-9a2d-054b8f5c25e4"", ""inverseOntologyProperty"": """"}]"
0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,tg:rubgr:1136,AssociatedRecords,2,relatie naar geheel,tg:rubgr:1135,Verwijzing naar Grossmann object,,f1dd50f0-1561-559f-a66d-5de82dadc5c7,"[{""resourceId"": ""f1dd50f0-1561-559f-a66d-5de82dadc5c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""24a2e6f2-c815-4ab0-a621-1dca19627b33"", ""inverseOntologyProperty"": """"}]"
b5ba90dd-edf5-5023-8135-90d87cd5b893,tg:rubgr:3808,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3773,Verwijzing naar Grossmann object,,be415676-bbca-5af1-b0e7-badbf3214ca4,"[{""resourceId"": ""be415676-bbca-5af1-b0e7-badbf3214ca4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b660614-d2cd-4453-8af0-d4b63da445ec"", ""inverseOntologyProperty"": """"}]"
0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,tg:rubgr:2624,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2623,Verwijzing naar Grossmann object,,5ebc1af1-6741-5c19-8989-feb3ccfbe05e,"[{""resourceId"": ""5ebc1af1-6741-5c19-8989-feb3ccfbe05e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""13f3bf17-c537-471a-a624-a2cb46721efb"", ""inverseOntologyProperty"": """"}]"
0faebee2-98b4-5dd3-97bf-77e6461137b6,tg:rubgr:20,AssociatedRecords,1,gerelateerd onderdeel,tg:rubgr:19,Verwijzing naar Grossmann object,,f635780a-a7eb-5777-ab47-4b7edfce1103,"[{""resourceId"": ""f635780a-a7eb-5777-ab47-4b7edfce1103"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0e0c5cc-8492-494b-95ad-8e5409e7e90b"", ""inverseOntologyProperty"": """"}]"
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,AssociatedRecords,1,gerelateerd object,tg:rubgr:2523,Verwijzing naar Grossmann object,,e5687395-a8e7-5e3f-a011-a1079ebb8c9b,"[{""resourceId"": ""e5687395-a8e7-5e3f-a011-a1079ebb8c9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""60220cff-0d4e-440a-a178-bbf74ed8ad02"", ""inverseOntologyProperty"": """"}]"
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,AssociatedRecords,2,gerelateerd onderdeel,tg:rubgr:2332,Verwijzing naar Grossmann object,,ce559a66-7789-55d0-87d9-890816bd884c,"[{""resourceId"": ""ce559a66-7789-55d0-87d9-890816bd884c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6193706a-57cd-4c70-9d88-5d4b0d038d5a"", ""inverseOntologyProperty"": """"}]"
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,AssociatedRecords,3,gerelateerd onderdeel,tg:rubgr:2333,Verwijzing naar Grossmann object,,95497ada-2a0e-51c4-a1e3-6bb082105e2b,"[{""resourceId"": ""95497ada-2a0e-51c4-a1e3-6bb082105e2b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f4146f05-b84f-40b1-a3da-4da6b2e0e560"", ""inverseOntologyProperty"": """"}]"
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,AssociatedRecords,4,gerelateerd onderdeel,tg:rubgr:2334,Verwijzing naar Grossmann object,,8965569a-92c7-5a08-8f1e-ebce2571a523,"[{""resourceId"": ""8965569a-92c7-5a08-8f1e-ebce2571a523"", ""ontologyProperty"": """", ""resourceXresourceId"": ""04ed3de1-4da0-40f8-9d5c-6c96c57edfa2"", ""inverseOntologyProperty"": """"}]"
b0ef7482-bf07-5329-ba5b-d5825210cdae,tg:rubgr:2331,AssociatedRecords,5,gerelateerd onderdeel,tg:rubgr:2335,Verwijzing naar Grossmann object,,6d6b50ba-2bce-52a9-9fb0-0a7044ac2a03,"[{""resourceId"": ""6d6b50ba-2bce-52a9-9fb0-0a7044ac2a03"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3714468b-1c53-4311-8718-38f2e3dcc7b1"", ""inverseOntologyProperty"": """"}]"
