ResourceID,brocade.id,card,order,kenmerken.rubobjnrgr,isaad,Associated Archive
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,e73_AssociatedArchives,2,AFG_013,isad:rub:2943,"dlod={""name"":""Map 3 (AFG_013)"",""ark"":""ark:/86530/x0/6b256723-5571-534f-a505-2a1815bd0174"",""uri"":""/repositories/13/archival_objects/174478"",""id"":""isad:rub:2943"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_013)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
de517faf-df9f-5aa9-aba6-627c9d41f6f6,tg:rubgr:4225,e73_AssociatedArchives,2,AFG_046,isad:rub:2976,"dlod={""name"":""Map 3 (AFG_046)"",""ark"":""ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d"",""uri"":""/repositories/13/archival_objects/174518"",""id"":""isad:rub:2976"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XII: Bird Nester / Misanthrope / Blind / Woman's Head / Magpie / Storm at Sea / Shepherds""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_046)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,e73_AssociatedArchives,2,AFG_026,isad:rub:2956,"dlod={""name"":""Map 5 (AFG_026)"",""ark"":""ark:/86530/x0/197080e5-38a8-5768-9faa-809b81b6f0c4"",""uri"":""/repositories/13/archival_objects/174494"",""id"":""isad:rub:2956"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VIII: Months""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 5 (AFG_026)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
20de6331-c490-5ac8-9e8a-42003b696b62,tg:rubgr:4790,e73_AssociatedArchives,2,AFG_015,isad:rub:2945,"dlod={""name"":""Map 5 (AFG_015)"",""ark"":""ark:/86530/x0/914d1358-bfcf-568d-9cb0-0958a0a8bf0d"",""uri"":""/repositories/13/archival_objects/174480"",""id"":""isad:rub:2945"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 5 (AFG_015)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,e73_AssociatedArchives,2,AFG_030,isad:rub:2960,"dlod={""name"":""Map 2 (AFG_030)"",""ark"":""ark:/86530/x0/61246860-0aa6-5489-8076-7e7a5efe182c"",""uri"":""/repositories/13/archival_objects/174499"",""id"":""isad:rub:2960"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""IX: Massacre of Innocents / Numbering at Bethlehem""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 2 (AFG_030)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
e29bbe75-99ad-5111-9bee-6d46cfea9d60,tg:rubgr:5084,e73_AssociatedArchives,2,AFG_005,isad:rub:2935,"dlod={""name"":""Map 1 (AFG_005)"",""ark"":""ark:/86530/x0/d2d2d9a8-fa87-5149-ab64-a4631a2680a3"",""uri"":""/repositories/13/archival_objects/174468"",""id"":""isad:rub:2935"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""III: Carnival \u0026 Lent / Proverbs / Children's Games""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_005)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
49ed39af-90ed-5210-be41-fa2c298e088e,tg:rubgr:5094,e73_AssociatedArchives,2,AFG_005,isad:rub:2935,"dlod={""name"":""Map 1 (AFG_005)"",""ark"":""ark:/86530/x0/d2d2d9a8-fa87-5149-ab64-a4631a2680a3"",""uri"":""/repositories/13/archival_objects/174468"",""id"":""isad:rub:2935"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""III: Carnival \u0026 Lent / Proverbs / Children's Games""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_005)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
1df2034a-419e-5ca7-8083-e1d9f750d90b,tg:rubgr:1913,e73_AssociatedArchives,2,AFG_001,isad:rub:2930,"dlod={""name"":""Map 1 (AFG_001)"",""ark"":""ark:/86530/x0/232883ae-1d65-5082-8020-8f39afe8e5a5"",""uri"":""/repositories/13/archival_objects/174462"",""id"":""isad:rub:2930"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""I: Early Landscapes / Tiberias / Sower""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_001)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
9938cc06-4e12-5cf8-bf64-85a1d4c4392e,tg:rubgr:5101,e73_AssociatedArchives,2,AFG_037,isad:rub:2967,"dlod={""name"":""Map 4 (AFG_037)"",""ark"":""ark:/86530/x0/00d4c7a9-3933-5940-b6c2-a10f2558e0c9"",""uri"":""/repositories/13/archival_objects/174507"",""id"":""isad:rub:2967"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""X: Weddings / Peasants Dance""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 4 (AFG_037)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,e73_AssociatedArchives,2,AFG_035,isad:rub:2965,"dlod={""name"":""Map 2 (AFG_035)"",""ark"":""ark:/86530/x0/a0063b68-54b3-579c-9976-64e47aa4b08f"",""uri"":""/repositories/13/archival_objects/174505"",""id"":""isad:rub:2965"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""X: Weddings / Peasants Dance""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 2 (AFG_035)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}"
