ResourceID,brocade.id,card,order,source_field,Material Records
cd54c091-7319-5f1b-be7b-7f125c03b86b,tg:lhob:598,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""af064b7f-4785-52da-8931-0a6d494be3f0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""19a85040-3efb-4243-af44-71f5750fb8db"", ""inverseOntologyProperty"": """"}]"
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,tg:lhob:31,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""a9db135f-fcb9-543e-a9b6-951f243a8c56"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3481ff6b-3d3d-4a89-bbcf-c85067c256b8"", ""inverseOntologyProperty"": """"}]"
e9d37355-8a66-5db9-8713-60f291784aca,tg:lhob:588,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""4458173b-b323-50a9-87ad-9bb64eee175c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a06a3dd3-8757-4693-b868-6422c86c7956"", ""inverseOntologyProperty"": """"}]"
0f1119cf-e97d-5be3-9aa0-de25a53e1e55,tg:lhob:786,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""d0b465cf-d872-547f-8af3-46cd560b0601"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9c0dcf3f-1eae-48d9-869c-2e712aeab558"", ""inverseOntologyProperty"": """"}]"
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""c3d31831-6aeb-541b-b82d-bc24c2ba29f6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6265db95-7e20-4236-9a38-09d322c3ade2"", ""inverseOntologyProperty"": """"}]"
7f9aef31-a0d4-532d-8121-75b18dda09df,tg:lhob:657,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""1dfefcd5-0b60-56bf-942f-98778d446111"", ""ontologyProperty"": """", ""resourceXresourceId"": ""105a8dec-40a0-4d4b-8ca8-25763cb66bec"", ""inverseOntologyProperty"": """"}]"
845c0e30-9370-5f69-b807-060165902df0,tg:lhob:88,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""a7488c17-1c82-5a77-a8e9-f423bc0a029a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3b55c914-7420-4257-833e-036eb50575c1"", ""inverseOntologyProperty"": """"}]"
5a6dff4c-165a-5847-8442-0d713c84e54f,tg:lhob:521,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""f3cc5ab0-18a6-5f88-84b6-6db786e2c48b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a0e5249d-fa7a-4cad-9025-b2c4f78fc923"", ""inverseOntologyProperty"": """"}]"
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,tg:lhob:449,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""ab7568ff-5116-55b6-bcee-254b6a3c5c21"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bf5bfd34-580a-4694-aad8-4375036ab53d"", ""inverseOntologyProperty"": """"}]"
988e58f0-2a23-557a-b93b-8232a458f1fb,tg:lhob:531,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""8c63915e-499b-5981-9dbd-2da6bbf39dee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f5534b1a-63f3-4618-bbf8-975315e80533"", ""inverseOntologyProperty"": """"}]"
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""fd776239-8ab8-575e-8b56-30fe175915c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0c2f7cce-7612-4c79-8362-745aede5b6f5"", ""inverseOntologyProperty"": """"}]"
e183894d-04ce-5c3f-8300-1f4b0e083f34,tg:lhob:374,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""c1ff9706-bc5a-525f-922c-c6c8207fea87"", ""ontologyProperty"": """", ""resourceXresourceId"": ""70b52e9e-c50d-4561-a31a-a88bb0e134da"", ""inverseOntologyProperty"": """"}]"
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,tg:lhob:364,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""1dae78a3-a44c-516b-bfcf-92ee8b1809c0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""df73ad53-ffe9-4f1e-80fa-87a69fe35217"", ""inverseOntologyProperty"": """"}]"
c28664a6-cbde-50f1-8a4c-14a572bbc3b3,tg:lhob:316,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""10e5c949-928a-5406-94a8-4d3820342482"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a65df13d-7b73-47bd-b82b-d7ffdbd4a83e"", ""inverseOntologyProperty"": """"}]"
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""a90f4eb0-8e73-5800-a1e2-58398c65fa15"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ffa449ed-456b-4bad-9081-85c7f912871f"", ""inverseOntologyProperty"": """"}]"
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""32083ac4-86da-5e71-a5ee-6316b89f92c1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a952d49a-39b7-4377-8c06-a695d634b09b"", ""inverseOntologyProperty"": """"}]"
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""6948f197-4018-52b9-9cee-c5f24218850c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""312f8f23-b518-4a02-ab27-918567a3eed7"", ""inverseOntologyProperty"": """"}]"
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""acfc415c-1256-54e1-8c28-ea76b012813a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""484b4665-10d3-4cf0-a2f2-1cf6d2958898"", ""inverseOntologyProperty"": """"}]"
b930c16b-6ae2-589e-9758-ea4f65f962cf,tg:lhob:635,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""07326bfe-67a7-54d2-8fa9-0c1f23fce01a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43044b51-a6f2-455f-945e-c71a43576afb"", ""inverseOntologyProperty"": """"}]"
444b421f-dd8b-5951-b2b0-97238442630c,tg:lhob:108,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""4a7d587c-ae47-5efa-8395-f08f4463d2c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8e992a4a-e06a-4a9e-b496-325841b15b96"", ""inverseOntologyProperty"": """"}]"
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""c1379e1f-fd96-5eba-a427-aee483976c29"", ""ontologyProperty"": """", ""resourceXresourceId"": ""039abf6d-7684-403c-a3bc-070429e076af"", ""inverseOntologyProperty"": """"}]"
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""e87bebca-7a22-5965-92c4-7bea40fd0644"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3cd5c553-86b2-457f-9e21-d70e9b636f1d"", ""inverseOntologyProperty"": """"}]"
648d423d-a033-58f4-9751-fe50eea40467,tg:lhob:53,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""4998b553-198d-5db8-818e-a9d1004fedcc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b2329895-0599-4e8b-bd59-319730e1f81b"", ""inverseOntologyProperty"": """"}]"
9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,tg:lhob:492,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""7e9cc223-80ea-570d-96dd-5fc6eca9ad57"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2caa4260-fba3-4463-bcc4-f560968ec2cd"", ""inverseOntologyProperty"": """"}]"
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""a71a6d48-5ba4-5c04-9c6c-0cf9a70b9dc4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22e8bff7-d6de-4c66-906e-1b0844a22ed3"", ""inverseOntologyProperty"": """"}]"
1f68222a-eb92-5fad-92d0-f3e3dd78933f,tg:lhob:233,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""5762285e-18a0-58ff-ae67-0ea2e8f8eaa7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""da711839-4b9d-4b92-8761-bd36dbd82104"", ""inverseOntologyProperty"": """"}]"
9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,tg:lhob:223,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""6f3efa92-99f2-5960-9fe7-d472466e8ebc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26b61e9e-07d3-4836-8d73-9c27d75066b0"", ""inverseOntologyProperty"": """"}]"
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""0ef5f528-2fb1-57a9-a345-86ea406ed4f9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""280f2358-9ace-42af-9ad4-0fc475169688"", ""inverseOntologyProperty"": """"}]"
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""806f657f-60ed-5ede-9e8e-72152dc600a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""61297cba-df2d-4450-bda1-fb87d849e24a"", ""inverseOntologyProperty"": """"}]"
e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,tg:lhob:700,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""2c18ab0b-af59-5830-b795-044c444e7160"", ""ontologyProperty"": """", ""resourceXresourceId"": ""39af8438-a020-4869-87df-50dbb34d5419"", ""inverseOntologyProperty"": """"}]"
2d091452-13b0-5e58-90f3-c31f3c4689d3,tg:lhob:678,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""d63cd17b-a17d-5259-aa0e-22562e4380ea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""521b0150-56cc-42b6-b9dd-e1ba36cfba28"", ""inverseOntologyProperty"": """"}]"
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""38c2f7ef-eeb5-50dc-968e-083486a58e25"", ""ontologyProperty"": """", ""resourceXresourceId"": ""994d8cae-ffa4-4327-b4ce-333d959e9191"", ""inverseOntologyProperty"": """"}]"
291bdcfd-38bc-5985-907e-f3c68894857a,tg:lhob:390,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""59c32ade-d63b-582c-b6b4-ce33b6d21a46"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b8c0b42-1629-4394-844f-6389f1bd32e1"", ""inverseOntologyProperty"": """"}]"
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,e73_MaterialRecords,1,materialRecords,"[{""resourceId"": ""1a09a548-becc-58d0-9c41-b566a1614f01"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d70a41f9-b69f-4f51-b34c-9e1ba1631c60"", ""inverseOntologyProperty"": """"}]"
