ResourceID,card,order,Description,Description Type,Description Language
a043845f-7554-5ff0-9205-b645bb32caed,Descriptions,1,Door Marie van Dessel-Poot,Beschrijving,Nederlands
f90aee64-fa2e-5c5e-beca-16af546e9bdf,Descriptions,1,L.P. Boon,Beschrijving,Nederlands
adac8886-4115-53ba-a5e9-e97f1cbeecb6,Descriptions,1,"Luisterspel door Hans Peter Breuer. Uit het Duits vertaald door W.  
Wielek-Berg",Beschrijving,Nederlands
181ceed4-eaff-5bd2-b8e4-36ec55a0c248,Descriptions,1,Mini-luisterspel van Rainer Puchert,Beschrijving,Nederlands
b0927ea5-92c6-5720-af4d-1332e48ba275,Descriptions,1,"Luisterspel door R.C. SZherriff, uit het Engels vertaald door  
Valeer Van Kerkhove",Beschrijving,Nederlands
06bdc7b2-8cfb-5a0e-8e63-bc517d7574b9,Descriptions,1,Door Renate Olberg,Beschrijving,Nederlands
fe4bd5d8-bcac-5756-b7f4-5c0b5cc0308a,Descriptions,1,Door Friedrich Feld,Beschrijving,Nederlands
54b55676-f60f-5f9d-abfd-fc6ab28fa0dd,Descriptions,1,Luisterspel van Jacques perret. uit het Frans vertaald door Piet Van Aken,Beschrijving,Nederlands
a0bfd496-bdb9-5974-ba6e-4efdac4a96c7,Descriptions,1,Luisterspel van F.W. Willetts. Nederlandse vertaling: Jan Christaens,Beschrijving,Nederlands
1f6e8fbd-93f1-5fd9-9d8e-029293aa8c69,Descriptions,1,Door Federico Garcia Lorca,Beschrijving,Nederlands
194273e5-dce2-55d6-9225-a1a39c7683c4,Descriptions,1,Door Erik Uyldert,Beschrijving,Nederlands
4968b442-83f7-5ac9-8739-78a9594fbb21,Descriptions,1,"door Mikro Bozic  
Uit het Duits vertaald door Lode Vandeput",Beschrijving,Nederlands
e82a4066-c13b-5c1e-a89a-f242d880158f,Descriptions,1,"Een luisterspel door Vincent Brome uit het Engels vertaald door  
Georgette De Rijcke",Beschrijving,Nederlands
69b18b18-bbe4-5c3f-8fce-82f5a18111df,Descriptions,1,"Een éénakter van Glenn Hughes, uit het Amerikaans vertaald door  
Wim Gansemans.",Beschrijving,Nederlands
9260ac3a-493b-5c96-8e8b-2c088046afcd,Descriptions,1,Door Antonia Ridge,Beschrijving,Nederlands
918e407c-5088-545f-9600-7455a2ad5ade,Descriptions,1,"Toneelspel in één bedrijf door Tennessee Williams. Vertaling: Ank  
Van Der Moer.",Beschrijving,Nederlands
