ResourceID,brocade.id,card,order,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity
c5db2aef-7be7-5a21-9146-0c4b9cde508c,tg:lhdc:3721,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667'},au::7410,Frans Gevels,Auteur,
294454d0-be4b-54ae-92e9-6da58a5fdd5f,tg:lhdc:2833,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/9c8ff330-ef1e-5dce-925e-78e8cc1487c3'},au::11983,Gust vanden Maeldere,Auteur,
a043845f-7554-5ff0-9205-b645bb32caed,tg:lhdc:729,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/2442b457-9a32-5832-8f7e-cc7b278e0d15'},au::5453,Marie van Dessel-Poot,Auteur,
17f2318d-1e2a-5593-8b6f-17e0cdf17fd3,tg:lhdc:3371,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/41387823-8fed-5372-bd91-b1bc8594eb8b'},au::14954,Marcel Polfliet,Auteur,
f90aee64-fa2e-5c5e-beca-16af546e9bdf,tg:lhdc:683,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/7eb119d2-78b2-5a78-83cd-7020d1db1fbd'},au::2366,Louis-Paul Boon,Auteur,
fc51f64c-6faa-5946-b18e-64976edf9643,tg:lhdc:2999,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/21e6e950-3106-5920-afcc-44ff2029e07c'},au::4773,Karel Cuypers,Auteur,
b6e13194-eff2-58b9-a59e-60cfe66a3091,tg:lhdc:2075,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/92d0007e-7393-5965-9aff-11b61b47665e'},au::15077,Willy van Poucke,Auteur,
1c32b364-f7f8-5d9c-924e-ed3e8a2ec4c9,tg:lhdc:3664,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667'},au::7410,Frans Gevels,Auteur,
93ffcee9-3198-5991-8a1f-f4bd6de1aca1,tg:lhdc:3234,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/e6d4d830-b09b-53ec-8b5e-608f3ae62563'},au::11837,Lia Lucassen,Auteur,
c73efc8c-499e-5620-9f16-d42150dabc4f,tg:lhdc:3408,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/07029690-d662-5793-89be-d559b4abcd04'},au::5078,Marc Decorte,Auteur,
14f597ea-cc38-5294-ac90-c97e8f7570c6,tg:lhdc:4637,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/73d567b5-3534-5919-ba3e-f65d64614aa1'},au::12360,Jan Matterne,Auteur,
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,tg:lhdc:2649,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/93c7620b-3f6b-5f95-9a82-8c4dec54a166'},au::13218,Lou Mourik,Auteur,
863f5eca-b4fe-5ff0-9545-a487d5b19de6,tg:lhdc:953,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/07d7cf07-d9f8-5952-a80d-87c38b2f4883'},au::15717,Georgette de Rijcke,Auteur,
2efcd247-0093-5f43-a4c1-a70f6ed1403e,tg:lhdc:2219,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/047deafc-b1d5-50d0-9377-0cb178b74873'},au::10841,Gie Laenen,Auteur,
41d14d41-dfc1-54f9-8a08-852c1805028e,tg:lhdc:4119,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/7feb9aa2-95c2-5074-ad3a-e04262d58d15'},au::779,Eddy Asselbergs,Auteur,
c57e010f-886e-58a7-b3b0-b053513b9962,tg:lhdc:4549,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/db35aaf4-a7ca-55ba-85fa-4358f3f0c548'},au::46835,Marc de Bie,Auteur,
308a4123-ad05-5ab6-93fe-1353f2e949eb,tg:lhdc:3263,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/540e9580-80db-5b18-802f-5d1977b08ec5'},au::15846,Leo Roelants,Auteur,
f5ee3ee2-4185-5e70-9efb-437c54abf769,tg:lhdc:791,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/a4d76cae-8c25-5286-a893-facd47034ffc'},au::14237,Herman van Overbeke,Auteur,
2a28e1e7-f916-57ad-835d-e2681ece6f46,tg:lhdc:3799,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/1c681418-ed83-5c3a-ba22-1b2719c15c7f'},au::8194,Karel Haerens,Auteur,
c97309fe-5445-5e17-8c69-b7c249d559c0,tg:lhdc:512,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/496c666b-1299-5485-a8b8-a0dc40c03f99'},au::19238,René Verbeeck,Auteur,
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,tg:lhdc:1177,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/5238371a-03a6-5d3f-9044-42e9f503f2b4'},au::1678,Tristan Bernard,Auteur,
fd6a995a-8b02-5ecf-87f3-10974aba08a3,tg:lhdc:4375,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/4928ebc0-c5c2-5fbd-8ffd-af38723363f2'},au::6820,Joos Florquin,Auteur,
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,tg:lhdc:3849,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667'},au::7410,Frans Gevels,Auteur,
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,tg:lhdc:904,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/8e1942e5-e9bc-5a19-9a6e-f47769844675'},au::6132,Germaine Dyckhoff-Ceunen,Auteur,
7a236080-d149-5045-bf11-24e87628ea34,tg:lhdc:1198,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/8ae7af59-4894-56ef-994a-1b50c2d7b6a2'},au::13813,Helene Nolthenius,Auteur,
80d6f87d-e838-5448-b6f1-cc48d28d04f5,tg:lhdc:2872,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/33d70205-24fc-5f97-a56e-b6e0b93e4d50'},au::12720,René Metzemaekers,Auteur,
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/29b9b423-5f79-5fbd-9f97-69bc4e3b2cf7'},au::52823,John Boynton Priestley,Auteur,
dff5c934-9eca-572d-b5d7-b46e29aacc17,tg:lhdc:1618,ProductionActors,1,{'url':'data.antwerpen.be/ark:/83110/e2249c34-b574-592d-b13c-d7409e4991f7'},au::14714,Edy Pevernagie,Auteur,
