ResourceID,brocade.id,card,order,note,Annotation,Annotation Type,Annotation Language
a043845f-7554-5ff0-9205-b645bb32caed,tg:lhdc:729,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
f90aee64-fa2e-5c5e-beca-16af546e9bdf,tg:lhdc:683,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
456fc8e4-524f-59bb-a7be-d14de36f2633,tg:lhdc:379,Annotations,1,note.lhalg,Getuigschrift van handelskorrespondent uitgereikt op 5 juni 1941.,Algemeen,Nederlands
4968b442-83f7-5ac9-8739-78a9594fbb21,tg:lhdc:545,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,tg:lhdc:457,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
404b06af-229e-5de9-a919-a2753e282f80,tg:lhdc:768,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
f0846677-a167-58bd-b536-a82c9375007c,tg:lhdc:787,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
18b00813-7261-5cd6-8d04-d9cb327411af,tg:lhdc:441,Annotations,1,note.lhalg,"Fragment uit *Het Land van Hambeloke*, verschenen in het kerstnummer 1942 van *Nieuw Vlaanderen*.",Algemeen,Nederlands
40f68fd4-940e-5614-91b9-30ab53ca8c50,tg:lhdc:553,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
2101fd6f-7dc2-5609-a592-e221449f3216,tg:lhdc:945,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
a6d3c410-19c3-5418-a237-fb4ceae0256a,tg:lhdc:528,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
5e18b11d-9552-5be5-bdd5-f066bb83ac2a,tg:lhdc:20,Annotations,1,note.lhalg,"Druk: Henry Good & Son, London

Schenking van Jules Baetes",Algemeen,Nederlands
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,Annotations,1,note.lhalg,Hulde van het Provinciebestuur Oost-Vlaanderen aan Stijn Streuvels ter gelegenheid van zijn 90e verjaardag,Algemeen,Nederlands
9373ed4b-9d1a-5f48-922b-09922f2429fc,tg:lhdc:590,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
fb671c44-4a86-578a-b696-7f7f32f7db62,tg:lhdc:77,Annotations,1,note.lhalg,"Middenste prent gesign. en gedat. """"L. Lefèvre 94""""; imp. Chaix, Paris

Schenking van Jules Baetes",Algemeen,Nederlands
88b7da6d-85a5-5f24-b602-8f3b635538f0,tg:lhdc:586,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
61be53e5-f7cb-5c3a-9501-55b8f361171a,tg:lhdc:569,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
b8b5409c-91ae-59d4-8b50-db012a9ff53a,tg:lhdc:61,Annotations,1,note.lhalg,"Prent gesign. l.o. """"H. Gray""""; imp. F. Levée, Paris

Schenking van Jules Baetes",Algemeen,Nederlands
8cee5a1e-60a2-50ee-9350-6c52ceb23530,tg:lhdc:36,Annotations,1,note.lhalg,Schenking van Jules Baetes,Algemeen,Nederlands
e51281df-2e26-59b5-851d-2ca5b7dfa179,tg:lhdc:494,Annotations,1,note.lhalg,Met productiefiche,Algemeen,Nederlands
