brocade.id,ResourceID,card,order,Illustration Type,Illustration URL
tg:lhdc:379,456fc8e4-524f-59bb-a7be-d14de36f2633,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:671292'}
tg:lhdc:379,456fc8e4-524f-59bb-a7be-d14de36f2633,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:671294'}
tg:lhdc:396,b7413771-a7fa-596e-a06c-03d3ae9a0146,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:676340'}
tg:lhdc:396,b7413771-a7fa-596e-a06c-03d3ae9a0146,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:677175'}
tg:lhdc:400,059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:676344'}
tg:lhdc:400,059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:677179'}
tg:lhdc:284,427907aa-7f3e-50f7-9387-3e29bd48c71a,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:670034'}
tg:lhdc:284,427907aa-7f3e-50f7-9387-3e29bd48c71a,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:670054'}
tg:lhdc:292,2a606f69-d1f0-50b8-8f44-7086fdfb5192,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:671034'}
tg:lhdc:292,2a606f69-d1f0-50b8-8f44-7086fdfb5192,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:671084'}
tg:lhdc:338,2f494987-7310-568e-b620-d6b4d2bfb7fa,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:671123'}
tg:lhdc:338,2f494987-7310-568e-b620-d6b4d2bfb7fa,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:671276'}
tg:lhdc:103,0a89a144-65f4-5f84-939b-d848fe8b5779,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:235429'}
tg:lhdc:103,0a89a144-65f4-5f84-939b-d848fe8b5779,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:235459'}
tg:lhdc:103,0a89a144-65f4-5f84-939b-d848fe8b5779,Images,3,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:235488'}
tg:lhdc:416,81d84b57-a4fc-5c60-b2c3-47de56f39ae2,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:677390'}
tg:lhdc:416,81d84b57-a4fc-5c60-b2c3-47de56f39ae2,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:677446'}
tg:lhdc:251,e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:669976'}
tg:lhdc:251,e95fb31c-c6e2-5e2b-ae1a-f2cfdec9a202,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:670003'}
tg:lhdc:314,23f8431b-f020-57bb-91ea-ed09ad6889b0,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:671103'}
tg:lhdc:314,23f8431b-f020-57bb-91ea-ed09ad6889b0,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:671256'}
tg:lhdc:197,9fde91a0-bd97-5136-b144-95d4db1efbda,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:654720'}
tg:lhdc:197,9fde91a0-bd97-5136-b144-95d4db1efbda,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:660911'}
tg:lhdc:178,7e53e246-046c-5022-bbc7-6336397e2d46,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:654715'}
tg:lhdc:178,7e53e246-046c-5022-bbc7-6336397e2d46,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:660906'}
tg:lhdc:20,5e18b11d-9552-5be5-bdd5-f066bb83ac2a,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:226691'}
tg:lhdc:20,5e18b11d-9552-5be5-bdd5-f066bb83ac2a,Images,2,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:226695'}
tg:lhdc:20,5e18b11d-9552-5be5-bdd5-f066bb83ac2a,Images,3,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:226701'}
tg:lhdc:343,593fc908-609c-520b-b9d3-4e87b294522e,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:671128'}
tg:lhdc:343,593fc908-609c-520b-b9d3-4e87b294522e,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:671281'}
tg:lhdc:77,fb671c44-4a86-578a-b696-7f7f32f7db62,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:226667'}
