ResourceID,brocade.id,card,order,id/place.place,Production Place Name,Production Place ID,Production Place Identifier
782d17f9-dfac-5e90-9378-e15be88c2b68,tg:lhhs:6489,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
44cc7649-6db9-50d1-a4eb-f5673cab8ed1,tg:lhhs:12970,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
158540f7-ee20-557b-9154-eb94a02cb69b,tg:lhhs:13398,Places,1,[{'value': 'Grobbendonk'}],Grobbendonk,,
69eebb8e-d5c7-5e01-abc8-619d1a3b139b,tg:lhhs:20552,Places,1,"[{'value': 'au::100267', 'uuid': 'cfc8c28c-eccf-5d7a-a2ed-75864b2457fe'}]",Grobbendonk,au::100267,https://id.letterenhuis.be/ark:/24970/cfc8c28c-eccf-5d7a-a2ed-75864b2457fe
e12f60d9-42f8-5c6e-a3e5-db71229eeb07,tg:lhhs:16933,Places,1,[{'value': 'Gent'}],Gent,,
e76152a1-6ed2-5abd-b108-8c7c6f068e86,tg:lhhs:2560,Places,1,[{'value': 'Turnhout'}],Turnhout,,
df8a726e-5335-52f2-955e-be4f020de40f,tg:lhhs:12566,Places,1,[{'value': 'Grobbendonk'}],Grobbendonk,,
167a9900-7e17-5718-b13d-a050fc44f573,tg:lhhs:12136,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
2e2217ed-3f95-531d-b0e0-7f6b48d89761,tg:lhhs:14148,Places,1,[{'value': 'rechtsonder'}],rechtsonder,,
316d24d4-aa32-529b-b858-99bfa2b377fd,tg:lhhs:13377,Places,1,[{'value': 'Grobbendonk'}],Grobbendonk,,
a3dd1b7a-ccf0-52b3-8a46-e6d32cb02a80,tg:lhhs:13727,Places,1,[{'value': 'Kortrijk'}],Kortrijk,,
f5119d7d-32e2-5c69-aa6a-912210a96cb4,tg:lhhs:10808,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
562f0269-92ec-5aee-9ecc-26d0d78f5b92,tg:lhhs:9843,Places,1,[{'value': 'Durban'}],Durban,,
2eee2e3f-331b-54b6-a9c8-bee430ed25e9,tg:lhhs:8751,Places,1,[{'value': 'Gent'}],Gent,,
cbc61820-c00b-5de1-a856-b399038c4090,tg:lhhs:115,Places,1,[{'value': 'Sint-Michiels'}],Sint-Michiels,,
87014621-3546-575c-bcd3-9ed7fbd623f1,tg:lhhs:11433,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
fa14aa44-fb92-54ef-93fd-bd55a48b0409,tg:lhhs:14261,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
5344d5ed-3e90-5555-82a1-50ddd071c34e,tg:lhhs:11063,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
6f183175-cf9d-515d-afdc-6ccc4959930a,tg:lhhs:11126,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
c7c774f5-f541-5266-aea6-955b93d1159d,tg:lhhs:7918,Places,1,[{'value': 'Brussel'}],Brussel,,
dbcfca9d-318f-536a-9d47-01f57e676a35,tg:lhhs:14324,Places,1,[{'value': 'Heide-Kalmthout'}],Heide-Kalmthout,,
4f0d2ac8-6dd8-5d1c-a3ec-674e0ffea737,tg:lhhs:13818,Places,1,[{'value': 'Kortrijk'}],Kortrijk,,
8a18b25d-0f42-57be-9992-8adf19b6d0b5,tg:lhhs:10737,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
48c098e8-94d4-531f-87fc-fa89ca37520d,tg:lhhs:18429,Places,1,"[{'value': 'au::100229', 'uuid': 'f97bb3c8-a795-5e52-817b-dbb8c3310c33'}]",Lier,au::100229,https://id.letterenhuis.be/ark:/24970/f97bb3c8-a795-5e52-817b-dbb8c3310c33
0fe025c6-1cff-5e90-832d-1ede609f18cd,tg:lhhs:10019,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
6ed5aef9-8b0b-572f-8875-5e0eba5f24c1,tg:lhhs:12024,Places,1,[{'value': 'Amsterdam'}],Amsterdam,,
b4c3556e-592a-5f0b-8ed1-724b608dedb6,tg:lhhs:20505,Places,1,"[{'value': 'au::100267', 'uuid': 'cfc8c28c-eccf-5d7a-a2ed-75864b2457fe'}]",Grobbendonk,au::100267,https://id.letterenhuis.be/ark:/24970/cfc8c28c-eccf-5d7a-a2ed-75864b2457fe
c6b9e830-735d-5dd6-88c8-7aa0eddba50c,tg:lhhs:20856,Places,1,"[{'value': 'au::105609', 'uuid': '75e0da45-8714-545a-bd31-d12f69cd69c0'}]",Moskou,au::105609,https://id.letterenhuis.be/ark:/24970/75e0da45-8714-545a-bd31-d12f69cd69c0
7ce5d241-23ca-513b-b026-4aaeb7f26ea2,tg:lhhs:13635,Places,1,[{'value': 'New York'}],New York,,
a5468414-f743-5084-a62a-aa14d387f24f,tg:lhhs:11608,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
6f8e10cb-df34-5124-b83f-0ea5dfe8c0ab,tg:lhhs:4549,Places,1,[{'value': 'Luik'}],Luik,,
c914262f-58ab-5381-a5c8-ca194e560768,tg:lhhs:13265,Places,1,[{'value': 'Parijs'}],Parijs,,
ed8262a0-a16f-5aa6-bf35-3b63b4cf9a6a,tg:lhhs:11258,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
ca154a88-0fa7-51b3-b833-76bfabf1b694,tg:lhhs:13770,Places,1,[{'value': 'Kortrijk'}],Kortrijk,,
ba82cb9f-40ff-5848-b610-67f6d1755b7f,tg:lhhs:3633,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
1795a929-a06f-5657-899c-179c899c13d2,tg:lhhs:11034,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
28f98ef2-342d-5e55-ad8d-e77d55f242b3,tg:lhhs:14236,Places,1,[{'value': 'Emblem'}],Emblem,,
f2485591-10e1-5952-9a56-1096c7e442b9,tg:lhhs:18215,Places,1,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",Antwerpen,au::100141,https://id.letterenhuis.be/ark:/24970/81ac4db9-1e25-55a3-9b28-97c03f96b4ab
66e1b636-92c1-58c7-9abd-51b032f7ac73,tg:lhhs:10275,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
05d868bf-7f81-56b7-8665-da6ee8a219ba,tg:lhhs:10760,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
a468f31c-be28-5d77-bc6e-182aabf1f1af,tg:lhhs:20786,Places,1,"[{'value': 'au::100267', 'uuid': 'cfc8c28c-eccf-5d7a-a2ed-75864b2457fe'}]",Grobbendonk,au::100267,https://id.letterenhuis.be/ark:/24970/cfc8c28c-eccf-5d7a-a2ed-75864b2457fe
e1a6e62f-ccd2-5416-b713-51b9bf45834a,tg:lhhs:14373,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
b41ef192-f050-52ce-a030-2644e76aa391,tg:lhhs:11171,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
3b8de5a3-cd13-59ad-8738-994f7977fb20,tg:lhhs:19541,Places,1,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",Antwerpen,au::100141,https://id.letterenhuis.be/ark:/24970/81ac4db9-1e25-55a3-9b28-97c03f96b4ab
321c78fc-e8b8-5b62-b46a-6e8083302f52,tg:lhhs:4230,Places,1,[{'value': 'Oostende'}],Oostende,,
41e2af99-2ac2-56e6-8be5-6c64b8f5cba8,tg:lhhs:6562,Places,1,[{'value': 'Pulle'}],Pulle,,
8c74f559-74b1-5342-be42-06335e02c9c8,tg:lhhs:13789,Places,1,[{'value': 'Kortrijk'}],Kortrijk,,
3a9a8b71-7bea-5036-adb3-b3542ffc62d6,tg:lhhs:13623,Places,1,[{'value': 'New York'}],New York,,
e60fd4d4-2707-542e-9b4b-817e3c64c28e,tg:lhhs:20006,Places,1,"[{'value': 'au::100105', 'uuid': '99596b2b-2b42-50f2-8ec3-d578638b6d71'}]",Brussel,au::100105,https://id.letterenhuis.be/ark:/24970/99596b2b-2b42-50f2-8ec3-d578638b6d71
85799c12-e34f-530a-953a-3aa95fabb751,tg:lhhs:2464,Places,1,[{'value': 'Mechelen'}],Mechelen,,
c8e6e64a-c440-5932-9e95-940ede4b4d6b,tg:lhhs:14109,Places,1,[{'value': 'Grobbendonk'}],Grobbendonk,,
73e84826-297f-5eb4-898a-45343d85f04e,tg:lhhs:13336,Places,1,[{'value': 'Grobbendonk'}],Grobbendonk,,
dec5155e-c9ba-5052-a229-796416a1afbf,tg:lhhs:2937,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
dfc44e20-3000-5c64-9cfe-4c2e341bb5bb,tg:lhhs:16564,Places,1,"[{'value': 'au::100657', 'uuid': '777ed909-2b91-5118-8f8b-9c73e62f0503'}]",Gentbrugge,au::100657,https://id.letterenhuis.be/ark:/24970/777ed909-2b91-5118-8f8b-9c73e62f0503
6332662e-557b-5f10-9a40-dcd805f4a9be,tg:lhhs:10849,Places,1,[{'value': 'Lokeren'}],Lokeren,,
097a4b3c-2863-5e09-bb15-dc24839fee9f,tg:lhhs:13766,Places,1,[{'value': 'Kortrijk'}],Kortrijk,,
4f366cc8-3cd6-51f6-a741-9d911e044f27,tg:lhhs:8340,Places,1,[{'value': 'Tienen'}],Tienen,,
3540045f-7057-5fe3-a083-0861fdc945af,tg:lhhs:10263,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
9f918179-9acd-5efe-b83a-5b478b0a183e,tg:lhhs:11188,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
9a96f9e1-795f-5953-8ab6-156f46ef27b8,tg:lhhs:11472,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
9f3b0002-46d7-594f-8c5d-b9ff43047585,tg:lhhs:4733,Places,1,[{'value': 'Tervuren'}],Tervuren,,
9c17e13c-b601-5b38-921a-68a07de49044,tg:lhhs:11022,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
03236c82-4e04-57e7-96a5-690d0bd90161,tg:lhhs:11537,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
76ab0649-6698-58e6-bd34-be61798242bd,tg:lhhs:4226,Places,1,[{'value': 'Oostende'}],Oostende,,
1705df4b-c191-5add-ab6a-1da48a8859b0,tg:lhhs:19557,Places,1,"[{'value': 'au::100654', 'uuid': 'a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2'}]",Gent,au::100654,https://id.letterenhuis.be/ark:/24970/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2
e404cf7d-89b7-530d-93ea-2a6345ea6c91,tg:lhhs:11167,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
adce2c1a-62ae-5baf-8dfc-fbd218ed41af,tg:lhhs:7959,Places,1,[{'value': 'Wemmel'}],Wemmel,,
61422899-196d-5b13-9779-8350509d5783,tg:lhhs:2258,Places,1,[{'value': 'Parijs'}],Parijs,,
9f0b08de-a6a3-5ed8-a5da-af75ddbc34f3,tg:lhhs:10776,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
6133b0a3-4993-5d5f-b744-2edad74b10f3,tg:lhhs:8655,Places,1,[{'value': 'Gent'}],Gent,,
feb4e30c-8060-5d1b-aa54-b0c4dbdfd5b6,tg:lhhs:13859,Places,1,[{'value': 'Kortrijk'}],Kortrijk,,
618a3c14-9667-50fb-9548-0986c30d1812,tg:lhhs:11864,Places,1,[{'value': 'Olen'}],Olen,,
9720d776-2b34-5470-814f-906a74a1cbf4,tg:lhhs:12435,Places,1,[{'value': 'Amsterdam'}],Amsterdam,,
