ResourceID,card,order,source_field,Description,Description Type,Description Language
bd7ce636-cc81-583e-a78c-3b8f0752a379,Descriptions,1,note.lhdetail,"Een borstster in de vorm van een vierarmig, rood geëmailleerd kruis met acht punten en stralen tussen de armen. Recto: [Centraal een goudkleurig medaillon met koninklijke monogram van Isabella I van Castilië in blauwe letters. Rondom het medaillon een groene lauwerkrans omwikkeld door een wit lint met gouden boorden. Het lint is onderaan gestrikt. Boven de krans een klein, rond schildje onder een beugelkroon. Op het schildje een goudkleurige afbeelding van ‘de zuilen van Hercules’ op een blauwe achtergrond]. Op het witte lint: A LA LEALTAD ACRISOLADA / POR ISABEL LA CATÓLICA.
",detailbeschrijving,Nederlands
5a61ea94-31bc-52dd-a755-d066d29d47b9,Descriptions,1,id.desc,"Hanger uit metaal en glas, mMet een portret en een haarlok van Jan van Ryswyck.",descriptive note,Nederlands
bd6a24a7-aded-52a3-b50c-56afca72e232,Descriptions,1,id.desc,"Metalen sigarettendoos met binnenin een opgevouwen papier, met een haarlok van Ledeganck, afgesneden tijdens het maken van zijn masker.",descriptive note,Nederlands
ab42045f-6e40-5c85-9079-435c3680d52a,Descriptions,1,id.desc,"Cilindervormig potje, mogelijk inktpot of pennenhouder.",descriptive note,Nederlands
cd2daffa-e245-5210-a2df-5e8d206c2148,Descriptions,1,note.lhdetail,"Kruisvormig ereteken met draagoog aan een blauw/wit/rood/geel lint. Recto: [Op een achtergrond van blauw email, een gekroonde goudkleurige papegaai met gespreide vleugels en een rood, geslepen steentje als oog. De papegaai heeft een Bourgondische vuurslag in zijn klauwen]. Verso: [Centraal is een zilverkleurig rond metalen plaatje bevestigd]. Op het plaatje: SEBREGTS L. / 3.",detailbeschrijving,Nederlands
10ca59b0-91e3-567e-998d-80535d66fd46,Descriptions,1,id.desc,"Twee paar oorbellen met imitatieparels en -diamanten (theaterattributen), in een metalen sigarendoos.",descriptive note,Nederlands
d0040669-e75c-5a8b-871b-f280d696ae37,Descriptions,1,id.desc,Pijp van Benoy uit het uit nalatenschap van Lode Sebregts. Figuratieve meerschuim ketel in de vorm van een mannenhoofd. Gebogen steel. In een opbergdoosje.,descriptive note,Nederlands
10478800-d203-5ea2-95a8-f28860cc5b30,Descriptions,1,id.desc,Drie stempels met zijn initialen,descriptive note,Nederlands
bf1d3d08-8f80-5f85-9d9d-d2958cbd6e67,Descriptions,1,id.desc,"pijp met Bruyère ketel en een gebogen steel, in een stoffen zakje.",descriptive note,Nederlands
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,Descriptions,1,id.desc,Zwaar kunststoffen montuur.,descriptive note,Nederlands
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,Descriptions,1,note.lhdetail,"Recto: [gekroond wapenschild van Amsterdam in lauwerkrans], A. FISCH. B. Verso: GROOTE ZANGWEDSTRIJD AMSTERDAM / AMSTELS / MANNENKOOR / 1876. Met draagoog.",detailbeschrijving,Nederlands
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,Descriptions,1,id.desc,Stempel met handvat,descriptive note,Nederlands
2c34ea20-351b-5681-8156-6799501d4711,Descriptions,1,id.desc,"Neusknijper met een rechte verende brug, een metalen kettinkje en één oorhaak in een brillendoosje met klapdeksel.",descriptive note,Nederlands
b5714f50-9ce1-55a7-a857-8d0d261f8701,Descriptions,1,note.lhdetail,Recto: [Het gekroonde wapenschild van ‘De Gulden Rinck’ met een wildeman en wildevrouw als schildhouders. Boven en onder het schild een banderol]. Rondschrift: DE EDELE SCHUTTERSGILDE / DEN GULDEN RINCK. Op banderol boven het schild: HORIDO. Op banderol onder het schild: ATTEN / LE / TEMPS. Verso: [Drie wapenschilden van schuttersgilden]. LODE SEBREGTS / OPENINGS / SCHIETING / 1968.,detailbeschrijving,Nederlands
5cf6fb19-8a38-5706-90ee-85f1a946e015,Descriptions,1,note.lhdetail,"Recto: [Centraal een tunnel geflankeerd door twee staande vrouwenfiguren die elkaar de handen reiken en bovenaan een schip op de Schelde]. Onderaan de tekst: I.M.A.L.S.O.  Links in kleine letters: PHILO VAN RIEL. Verso:  [Centraal het stadswapen van Antwerpen]. Rondom de tekst: INHULDIGING / SCHELDETUNNELS / 10 SEPT. / 1933. Op de rand: J. FONSON.

",detailbeschrijving,Nederlands
ab69a3bf-86ff-5650-895c-5337902b75cd,Descriptions,1,note.lhdetail,Recto: [Een groep van zes gestileerde figuren].  150 JAAR / STEDELIJK / ONDERWIJS /  ANTWERPEN / 1819 / 1969. Signatuur rechts onderaan: M. MAZY. Verso: TER / HERINNERING / AAN UW / GEWAARDEERDE / MEDEWERKING / BIJ DE HERDENKING / 150 JAAR / STEDELIJK  / ONDERWIJS / M.G.SCHMOOK.,detailbeschrijving,Nederlands
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,Descriptions,1,id.desc,Neusknijper met verende brug,descriptive note,Nederlands
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,Descriptions,1,note.lhdetail,Recto: [Portret van Léon Bloy]. Langs de rand: LEON BLOY. Verdiept onder de naam LEON BLOY: SUB SPECIE AETERNITATIS. Links onderaan gespiegeld: MCMXVII. Rechts onderaan: MDCCCXLVI. Signatuur bovenaan op hoofd portret: ICHÉ. Verso: [Gezeten figuur met gebogen hoofd en met een Christus-kruis op zijn schoot].  Initiaal onderaan: I. Op de rand: CUIVRE.,detailbeschrijving,Nederlands
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,Descriptions,1,id.desc,Zwart hout met klein metalen handvatje.,descriptive note,Nederlands
44e552c6-c31f-5bd1-99c9-0b205cec829e,Descriptions,1,note.lhdetail,"Met draagoog. Recto: [Binnen een parelrand een gekroond wapenschild met een bijenkorf. Onder het wapenschild hangt een banderol]. Rondschrift: LIBERALE WERKLIEDEN MAATSCHAPPIJ HELP U ZELVE. Op banderol: HELP U ZELVE. Verso: [Centraal een cartouche omgeven door muziekinstrumenten, vlaggen, lauwertakken en een open boek]. In de cartouche: TER / GELEGENHEID / DER INHULDIGING / VAN HET VAANDEL / DER ZANGAFDEELING / BORGERHOUT / 25 / OOST 1895.",detailbeschrijving,Nederlands
aace5079-d656-5063-aa96-7b87fd00e060,Descriptions,1,id.desc,Jeneverflesje ter gelegenheid van *Mise en bouteille*,descriptive note,Nederlands
76a01cb8-b151-59c3-b593-b02b67de188f,Descriptions,1,id.desc,"Fijn zilveren (ongemerkt) montuur met ovaalvormige glazen en krulveren, in een brillenkoker.",descriptive note,Nederlands
ea048364-6101-5492-bef4-6573a816a250,Descriptions,1,note.lhdetail,Herinneringsmedaille aan de Regeerperiode van Leopold II 1865–1909. Ronde vergulde bronzen medaille met decoratief draagoog (strik) aan een driekleurig lint (rood/geel/zwart). Recto: [Centraal in een kruis het profiel van Leopold II naar links. Links op de achtergrond een eikentak en rechts een lauriertak]. Verso: [Centraal in een kruis de jaartallen 1865 / 1909. Links op de achtergrond een eikentak en rechts een lauriertak].,detailbeschrijving,Nederlands
a319e252-eb18-5a27-80bb-fa2132d48bf9,Descriptions,1,id.desc,"Vulpen in doosje, vermoedelijk de laatste pen van Maeterlinck.  
Uit het archief van Eugène Baie.",descriptive note,Nederlands
4556877c-3dec-5bf7-a0ca-35af1a796385,Descriptions,1,id.desc,Houten plank waarop Claes zijn boeken schreef.,descriptive note,Nederlands
0f54d3fa-a71c-5e14-ba61-7ea676a233b3,Descriptions,1,note.lhdetail,Met decoratief draagoog. Recto: [Profiel van Leopold II naar links]. Langs de rand: LÉOPOLD II KONING DER BELGEN.  Verso: [Een krans van muziekinstrumenten en een open boek met bovenaan het gekroonde wapenschild van België en de leuze: L’UNION FAIT LA FORCE]. Tekst middenveld: GEMEENTE BURCHT/ INHULDIGING / BUURTSPOORWEG / 17•31 MEI / 1908.,detailbeschrijving,Nederlands
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,Descriptions,1,id.desc,Verguld montuur,descriptive note,Nederlands
ec713338-1901-5c95-a827-fe2fdffe9b37,Descriptions,1,id.desc,Glasplaat gemonteerd in een houten frame.,descriptive note,Nederlands
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,Descriptions,1,note.lhdetail,"Goudkleurige speld met 4 miniaturen van eretekens (Grootofficier in de Leopoldsorde, Officier in de Kroonorde, Burgerlijk Kruis eerste klasse & Zilveren Academische Palmen) + enkele losse onderdelen (van eretekens).",detailbeschrijving,Nederlands
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,Descriptions,1,note.lhdetail,"Pin met bovenaan, binnen een cirkel, een uitsnede in de vorm van een ruiter te paard met een geknielde figuur aan de voeten.",detailbeschrijving,Nederlands
ea53cb96-164a-5f60-9d88-a1fab88260d0,Descriptions,1,id.desc,Naamstempel,descriptive note,Nederlands
c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,Descriptions,1,note.lhdetail,"Recto: [Het gekroonde wapenschild van de Stad Antwerpen geflankeerd door een wildeman (links) en wildevrouw (rechts), beiden met een knots op de schouder]. Bovenaan: STAD ANTWERPEN. Verso: DE STAD ANTWERPEN / AAN DEN HEER / MERTENS KAREL / OFFICIER / DER LEOPOLDSORDE / 25 JANUARI 1912.",detailbeschrijving,Nederlands
56f69663-9f7c-52d9-9357-879ddc002097,Descriptions,1,id.desc,Metalen montuur met ronde brilglazen en krulveren. In een brillendoos met scharnierdeksel. Van Arnouts Anvers.,descriptive note,Nederlands
036efff3-bcb1-5176-9ca3-d2a37c44220c,Descriptions,1,id.desc,Witte veer van Roger Avermaete.,descriptive note,Nederlands
38df51fb-9845-55ec-8d64-a9bae16384eb,Descriptions,1,note.lhdetail,"Recto: [Een krans met zes rozen rondom een kruisboog en twee gekruiste buksen]. Verso: [Een lauwerkrans rondom een cirkelvormige, opstaande rand]. In het middenveld van de cirkel: FEESTSCHIETING KB 6M. / """" HET LEVEN / LANGS DE SCHELDE"""" / ANTWERPEN / JULI - AUG / 1976.",detailbeschrijving,Nederlands
f86a177c-40a0-5a3d-98e8-ee8114ddef11,Descriptions,1,id.desc,"Cilindervormig metalen doosje met twee filmrolletjes van Agfa. Nota """"dokterspraktijk Snellaert"""".",descriptive note,Nederlands
bdf60c03-0152-5b5a-ab82-b62df1f7898b,Descriptions,1,id.desc,Wandkast Georges Eekhoud,descriptive note,Nederlands
bdf60c03-0152-5b5a-ab82-b62df1f7898b,Descriptions,1,id.title/subTitle,Wandkast,descriptive note,Nederlands
bdf60c03-0152-5b5a-ab82-b62df1f7898b,Descriptions,1,note.lhdetail,"Kast met onderaan een dubbele houten deur en 2 lades en bovenaan een dubbele glazen deur.

",detailbeschrijving,Nederlands
aa7620ed-b248-5012-801d-44af139e0277,Descriptions,1,id.desc,Houten pijp met lange smalle steel,descriptive note,Nederlands
6568f72d-9329-5ca8-affd-da8775f9b2ca,Descriptions,1,note.lhdetail,"Met draagoog. Recto: [Zittende vrouwenfiguur met lier, in een lang gewaad en met haar blik naar rechts. Links bovenaan een palmtak en op de achtergrond de zee, enkele vogels en rechts twee zeilbootjes. Links onderaan naast de vrouw: het gekroonde wapenschild van Oostende, een lauriertak en een blaasinstrument. Rechts onderaan zit een lezende putto. Links en rechts langs de rand hangt een gordijn]. Signatuur rechts onderaan: J. STIENON. Verso: [Centraal een gestrikte palmtak met daar bovenop een cirkelvormig tekstkader. Links en rechts langs de rand hangt een gordijn]. In tekstkader: FESTIVAL / 1903 / OSTENDE.",detailbeschrijving,Nederlands
40b73b50-6a75-5243-a771-c34a962e6579,Descriptions,1,id.desc,"Zilveren (merktekens op de brug) brilmontuur zonder glazen en rechte veren, met een te klein ijzeren brildoosje.",descriptive note,Nederlands
7d7fefa8-3307-51de-a7ac-da11e4248928,Descriptions,1,note.lhdetail,Met draagoog. Recto: [Buste van Jan Van Rijswijck in profiel naar rechts]. Signatuur links: E VD LINDEN VR.,detailbeschrijving,Nederlands
8e45a706-94d5-5419-8a44-336e5610b60e,Descriptions,1,id.desc,Uitschuifbare metalen luciferkoker met een aanstrijkvlak aan de bovenzijde.,descriptive note,Nederlands
049e8351-8b2c-5cca-903f-ea20425ad2aa,Descriptions,1,id.title/subTitle,Exlibris met hand,descriptive note,Nederlands
42f6290b-a696-5dc3-a692-36b9e0e67b51,Descriptions,1,id.desc,Comité van de Vlaamse poëziedagen Merendree / drukwerk,descriptive note,Nederlands
5369b966-631a-5143-9518-ea27c85249e3,Descriptions,1,id.desc,Bril in een zwart kartonnen hoesje,descriptive note,Nederlands
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,Descriptions,1,id.desc,Witte kleipijp,descriptive note,Nederlands
06921aaa-1516-5f27-a96a-bf985f5e3171,Descriptions,1,id.desc,"Geelkoperen montuur zonder glazen, in een kartonnen brillenkoker.",descriptive note,Nederlands
2eae7de6-e530-56a3-acf9-d6e9b56384d3,Descriptions,1,note.lhdetail,"Recto: [Een notenbalk, enkele noten, een g-sleutel, een open boek, een schilderspalet met penselen op een schildersezel, twee sterretjes, een zuil, een schietlood, een winkelhaak en een passer]. Onderaan: GLORIA. Verso: V.S.V.J / COR RIA LEEMAN / SHABONEE / 1987.",detailbeschrijving,Nederlands
1e5a2451-acba-564b-95bc-c7b12f049888,Descriptions,1,id.desc,Pijp uit pijpaarde van Scouflaire à Onnaing,descriptive note,Nederlands
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,Descriptions,1,id.desc,"Kegelvormige metalen lakstempel, zegel ontbreekt.",descriptive note,Nederlands
f23cbd96-2b7d-5902-8a8e-1491530ffb68,Descriptions,1,note.lhdetail,Recto: [Een gekroonde staande vrouw in een bibliotheek schrijft met een pluim in een open boek. Op de vensterbank voor haar ligt een lauwerkrans en door het raam is een toren zichtbaar]. Links langs de rand: LE ROY. HIPP. Verso: KONINKLIJKE VLAAMSCHE ACADEMIE VOOR TAAL EN LETTERKUNDE / HERINNERING / AAN / DE PLECHTIGE FEESTVIERING / -VIII OCTOBER MDCCCCXI- / VAN HAAR VIJF-EN-TWINTIGJARIG / BESTAAN / M.D.CCCLXXXVI - M.D.CCCCXI.,detailbeschrijving,Nederlands
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,Descriptions,1,id.desc,"Glasbril met 8 karaat goud (merkteken 333), ovale glazen en gekrulde veren.",descriptive note,Nederlands
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,Descriptions,1,note.lhdetail,"Recto: [Het gekroonde wapenschild van de Stad Antwerpen geflankeerd door een wildeman (links) en wildevrouw (rechts), beiden met een knots op de schouder]. Bovenaan: STAD ANTWERPEN. Verso: [Onderaan een tak van een eik en een lauriertak]. Bovenaan: GEMEENTERAADSLID / MR.",detailbeschrijving,Nederlands
