ResourceID,brocade.id,card,order,source_field,Annotation,Annotation Language,Annotation Type
5a61ea94-31bc-52dd-a755-d066d29d47b9,tg:lhob:379,Annotations,1,adm.note,Doos 19 / 21,Nederlands,remarks
d0040669-e75c-5a8b-871b-f280d696ae37,tg:lhob:284,Annotations,1,adm.note,Doos 12 / 15,Nederlands,remarks
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,Annotations,1,adm.note,Doos 4 / 9,Nederlands,remarks
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,Annotations,1,adm.note,Doos 15 / 19,Nederlands,remarks
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,tg:lhob:314,Annotations,1,adm.note,Doos 13 / 14,Nederlands,remarks
9b7353fd-82c9-510e-9e2f-56bb58d88ad9,tg:lhob:197,Annotations,1,adm.note,Doos 8 / 4,Nederlands,remarks
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,Annotations,2,note.lhalg,ED. GRIELENS.,Nederlands,remarks
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,Annotations,1,adm.note,In verwerking,Nederlands,remarks
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,Annotations,1,adm.note,Doos 2 / 3,Nederlands,remarks
89346987-6164-5d91-94a1-ab22af09b8e9,tg:lhob:77,Annotations,1,adm.note,Doos 1 / 9,Nederlands,remarks
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,Annotations,1,adm.note,"Doos 14 / 35
",Nederlands,remarks
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,Annotations,1,note.lhalg,"Scène met enkele figuren in een buitengalerij. Glasplaat gemonteerd in een houten frame. 
Het houten frame met voet heeft de afmetingen 21,5 x 13,6 cm.


",Nederlands,remarks
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,Annotations,1,adm.note,Doos 4 / 6,Nederlands,remarks
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,Annotations,1,adm.note,Doos 13 / 2,Nederlands,remarks
036efff3-bcb1-5176-9ca3-d2a37c44220c,tg:lhob:181,Annotations,1,adm.note,Doos 6 / 6,Nederlands,remarks
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,Annotations,1,adm.note,Doos 11 / 9,Nederlands,remarks
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,Annotations,1,adm.note,Doos 14 / 3,Nederlands,remarks
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,Annotations,1,adm.note,Doos 11 / 47,Nederlands,remarks
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,Annotations,1,note.lhalg,Houtblok voor afdruk van exlibris van au::5711.,Nederlands,remarks
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Annotations,1,adm.note,C 395 / V,Nederlands,remarks
1bbe3e40-dd56-598f-a25d-262e4e247b86,tg:lhob:271,Annotations,1,adm.note,Doos 12 / 4,Nederlands,remarks
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Annotations,1,adm.note,Doos 15 / 5,Nederlands,remarks
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,Annotations,1,adm.note,Doos 11 / 5,Nederlands,remarks
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Annotations,1,adm.note,Doos 5 / 15,Nederlands,remarks
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,Annotations,1,adm.note,Doos 1 / 23,Nederlands,remarks
f7fdd293-2b63-5659-9617-b18d7a1be459,tg:lhob:135,Annotations,1,adm.note,Doos 2 / 5-7,Nederlands,remarks
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,Annotations,1,adm.note,Doos 15 / 1,Nederlands,remarks
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,Annotations,1,adm.note,Doos 5 / 2,Nederlands,remarks
4eec1b20-1ac5-57c6-a991-8484d9324186,tg:lhob:163,Annotations,1,adm.note,Doos 5 / 3,Nederlands,remarks
4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,tg:lhob:358,Annotations,1,adm.note,Doos 14 / 38,Nederlands,remarks
ee505759-223f-5451-aee7-5fc99aa8e4c5,tg:lhob:95,Annotations,1,adm.note,Doos 2 / 1,Nederlands,remarks
d04d6f12-b361-5dc9-9072-33c4896dc250,tg:lhob:319,Annotations,1,adm.note,Doos 13 / 18,Nederlands,remarks
807d1fa4-a90f-5284-81a1-aa30acf7bba9,tg:lhob:175,Annotations,1,adm.note,Doos 5 / 16,Nederlands,remarks
38bab78f-ccfe-5cc7-ba4a-274a5667314d,tg:lhob:362,Annotations,1,adm.note,Doos 15 / 4,Nederlands,remarks
68063590-95c5-5ec6-9f10-fd69b8b51b68,tg:lhob:227,Annotations,1,adm.note,Doos 11 / 6,Nederlands,remarks
f71795ce-64f8-5d14-bec0-e7aaea80989f,tg:lhob:270,Annotations,1,adm.note,Doos 12 / 3,Nederlands,remarks
a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,tg:lhob:159,Annotations,1,adm.note,Doos 4 / 26,Nederlands,remarks
7a04ce32-968d-5c8a-b662-9c05ef366c53,tg:lhob:323,Annotations,1,adm.note,Doos 14 / 27,Nederlands,remarks
50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,tg:lhob:266,Annotations,1,adm.note,Doos 11 / 46,Nederlands,remarks
b06ff932-a1e4-562b-944e-cd87ab59530c,tg:lhob:231,Annotations,1,adm.note,Doos 11 / 10,Nederlands,remarks
bcf2345c-5724-52f5-a3f5-5ea521ba4778,tg:lhob:180,Annotations,1,adm.note,Doos 6 / 5,Nederlands,remarks
ad6695ec-5571-566c-9f72-acd025570b4b,tg:lhob:246,Annotations,1,adm.note,Doos 11 / 25,Nederlands,remarks
b4520af0-7898-544a-9886-b5820c65ceeb,tg:lhob:303,Annotations,1,adm.note,Doos 13 / 3,Nederlands,remarks
b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,tg:lhob:138,Annotations,1,adm.note,Doos 4 / 5,Nederlands,remarks
5b44d137-90fb-5912-acbc-7f2608416c62,tg:lhob:354,Annotations,1,adm.note,Doos 14 / 34,Nederlands,remarks
6b25a3a8-b8c0-5231-b439-de5ca1494eba,tg:lhob:704,Annotations,1,note.lhalg,"Scène met man in nachtkleed en kat. Schuifplaat gemonteerd in een houten frame. 
Het houten frame met voet heeft de afmetingen 25 x 11,5 cm.

",Nederlands,remarks
ce9a9e2d-3504-592d-8bed-8af9bc3c641d,tg:lhob:99,Annotations,1,adm.note,Doos 2 / 8-12,Nederlands,remarks
98a9cc57-28f0-55c4-a7cf-5d705ed9affb,tg:lhob:76,Annotations,1,adm.note,Doos 1 / 8,Nederlands,remarks
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,Annotations,1,adm.note,In verwerking,Nederlands,remarks
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,Annotations,1,note.lhalg,Schrijfmachine in koffer,Nederlands,remarks
06197111-d903-5b07-a309-644ae51214cf,tg:lhob:179,Annotations,1,adm.note,Doos 6 / 4,Nederlands,remarks
be4cb44a-ab21-5294-8c63-869c43a7b22f,tg:lhob:250,Annotations,1,adm.note,Doos 11 / 29,Nederlands,remarks
f09473bb-edce-5537-9304-fcefa20bb684,tg:lhob:381,Annotations,1,adm.note,Doos 15 / 23,Nederlands,remarks
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,Annotations,1,adm.note,Doos 4 / 22,Nederlands,remarks
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,Annotations,2,note.lhalg,Ex libris voor Frans Dille.,Nederlands,remarks
5430d12d-0bd8-598a-9c2b-5a295e4a2ce2,tg:lhob:143,Annotations,1,adm.note,Doos 4 / 10,Nederlands,remarks
88c67227-39f9-57d9-8c01-188757f0fc76,tg:lhob:285,Annotations,1,adm.note,Doos 12 / 16,Nederlands,remarks
8e581ef4-eb3c-5004-be78-fa65214d73c3,tg:lhob:378,Annotations,1,adm.note,Doos 19 / 20,Nederlands,remarks
eae32cb5-7d78-5b8c-8053-0ec6731f0a83,tg:lhob:236,Annotations,1,adm.note,Doos 11 / 14,Nederlands,remarks
96c8292a-ca37-5dce-b4d4-994081c5e898,tg:lhob:148,Annotations,1,adm.note,Doos 4 / 15,Nederlands,remarks
1f9c5b8c-a852-5d77-8ed5-637b9d2f6db9,tg:lhob:324,Annotations,1,adm.note,Doos 14 / 5,Nederlands,remarks
cd1ac1b1-71fa-5901-85b8-0109608d00a9,tg:lhob:261,Annotations,1,adm.note,Doos 11 / 40,Nederlands,remarks
10619e69-ff8e-5edd-98f3-0ac22ca386df,tg:lhob:332,Annotations,1,adm.note,Doos 14 / 13,Nederlands,remarks
6227cee9-6ca5-59cf-9881-f7e324e2fb10,tg:lhob:298,Annotations,1,adm.note,Doos 12 / 26,Nederlands,remarks
b98b7ed0-5f42-5ce0-ad47-dde46cb63509,tg:lhob:277,Annotations,1,adm.note,Doos 12 / 8,Nederlands,remarks
55a3c15a-6c59-54e5-93ba-a2a4ce1453b0,tg:lhob:365,Annotations,1,adm.note,Doos 15 / 7,Nederlands,remarks
5a247f0e-1926-5765-89f1-0e201cd7405a,tg:lhob:172,Annotations,1,adm.note,Doos 5 / 12,Nederlands,remarks
7530c604-63a8-5db3-8079-4f9695b04ec4,tg:lhob:92,Annotations,1,adm.note,Doos 1 / 21,Nederlands,remarks
d03a9db7-d6ce-54ac-b487-711058b02df1,tg:lhob:349,Annotations,1,adm.note,Doos 14 / 30,Nederlands,remarks
99477dc7-97b1-5bdb-a02e-74b53a0ba9d7,tg:lhob:84,Annotations,1,adm.note,Doos 1 / 14,Nederlands,remarks
85da6c09-3c6d-540f-8eff-197f0c99b68f,tg:lhob:133,Annotations,1,adm.note,Doos 3 / 27,Nederlands,remarks
4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,tg:lhob:164,Annotations,1,adm.note,Doos 5 / 4,Nederlands,remarks
9ab450b3-a418-5d62-abd6-d24e4f7e6322,tg:lhob:308,Annotations,1,adm.note,Doos 13 / 8,Nederlands,remarks
291bdcfd-38bc-5985-907e-f3c68894857a,tg:lhob:390,Annotations,1,adm.note,Doos 15 / 32,Nederlands,remarks
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,Annotations,1,adm.note,Doos 14 / 9,Nederlands,remarks
2357f3bd-b04c-56e2-9590-1601a2d0c2cf,tg:lhob:282,Annotations,1,adm.note,Doos 12 / 13,Nederlands,remarks
2357f3bd-b04c-56e2-9590-1601a2d0c2cf,tg:lhob:282,Annotations,1,note.lhalg,In drie losse delen. Eén verbinding werd reeds verstevigd met plakband maar komt opnieuw los.,Nederlands,remarks
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,Annotations,1,note.lhalg,"*Wortel* uit verzameling 'Wortels', 2e reeks, 5 zwart-wit etsen met originele penseeltekeningen.

- geproduceerd onder andere op prospectus tentoonstelling van Frans Dille in Patati, Vlassenbroek (Dendermonde, 1967).",Nederlands,remarks
ec6aaa93-f55d-56e6-99a5-64728549e008,tg:lhob:144,Annotations,1,adm.note,Doos 4 / 11,Nederlands,remarks
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,Annotations,1,adm.note,In langdurige bruikleen (Museum Vleeshuis),Nederlands,remarks
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Annotations,1,adm.note,Doos 4 / 19,Nederlands,remarks
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,Annotations,1,adm.note,Doos 11 / 37,Nederlands,remarks
b63801e2-9734-55bc-a724-cc9b5eb499b8,tg:lhob:312,Annotations,1,adm.note,Doos 13 / 12,Nederlands,remarks
8673ff4b-9220-5edc-8777-d5a8876bbc59,tg:lhob:191,Annotations,1,adm.note,Doos 7 / 10,Nederlands,remarks
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,Annotations,1,adm.note,3 exemplaren,Nederlands,remarks
b144145a-e690-573d-a83e-e82e617bdcfc,tg:lhob:200,Annotations,1,adm.note,Doos 9 / 3,Nederlands,remarks
59ab917d-da2b-5659-a9c5-525c5bb8702b,tg:lhob:715,Annotations,1,adm.note,In verwerking,Nederlands,remarks
869da3bc-d09a-54cd-8faa-60e550c8652a,tg:lhob:345,Annotations,1,adm.note,Doos 14 / 26,Nederlands,remarks
ebcdcab7-100b-5f7b-9783-fd418784ee90,tg:lhob:71,Annotations,1,adm.note,Doos 1 / 3,Nederlands,remarks
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,Annotations,1,adm.note,Doos 14 / 33,Nederlands,remarks
ce038521-d455-5879-b25d-78618c348e39,tg:lhob:703,Annotations,1,note.lhalg,"Kerkhofscène met glasramen, klok en skeletten. Enkelvoudige geschilderde schuifplaat gemonteerd in een houten frame. Op het frame werd in potlood ‘Cimetière N° 2’ geschreven. 
Afmetingen glasplaat: 7,2 x 7  cm
Het houten frame met voet heeft de afmetingen 22,8 x 13 cm.

",Nederlands,remarks
845c0e30-9370-5f69-b807-060165902df0,tg:lhob:88,Annotations,1,adm.note,Doos 1 / 17,Nederlands,remarks
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,Annotations,1,adm.note,Doos 13 / 4,Nederlands,remarks
99a8b7d2-f342-5f1d-801b-c5517d0019fc,tg:lhob:186,Annotations,1,adm.note,Doos 7 / 6,Nederlands,remarks
95cf0333-e8ec-5607-aa9c-e7b3a164c8db,tg:lhob:169,Annotations,1,adm.note,Doos 5 / 9,Nederlands,remarks
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,Annotations,1,adm.note,Doos 11 / 17,Nederlands,remarks
83665aba-876d-549a-987e-c7e0820cb4c4,tg:lhob:305,Annotations,1,adm.note,Doos 13 / 5,Nederlands,remarks
5b79a7ce-de7c-572b-a13d-c2c424a166bc,tg:lhob:89,Annotations,1,adm.note,Doos 1 / 18,Nederlands,remarks
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,Annotations,1,adm.note,Doos 14 / 32,Nederlands,remarks
36e94dc1-bef1-545b-81e5-8d4f46947634,tg:lhob:702,Annotations,1,note.lhalg,"Kerkhofscène. Enkelvoudige geschilderde hefboomplaat. De hefboom ontbreekt. Op het frame werd in potlood ‘Cimetière’ geschreven. Een van de glasplaten is gebarsten
Diameter glasplaat: 9 cm
Het houten frame met voet heeft de afmetingen 22,3 x 13 cm.
",Nederlands,remarks
1add3b51-a3e2-5a22-9e74-1ac7aacacd33,tg:lhob:201,Annotations,1,adm.note,Doos 9 / 4,Nederlands,remarks
560e7a90-b839-5647-90aa-813078c9310b,tg:lhob:714,Annotations,1,adm.note,In verwerking,Nederlands,remarks
17224bba-0d0e-597a-9be2-7f2b8eb004fb,tg:lhob:190,Annotations,1,adm.note,Doos 7 / 9,Nederlands,remarks
4e719db4-e0b2-50de-a307-1e920baf8800,tg:lhob:256,Annotations,1,adm.note,Doos 11 / 36,Nederlands,remarks
5a59f20e-f376-5961-987c-4c1ac380bf47,tg:lhob:313,Annotations,1,adm.note,Doos 13 / 13,Nederlands,remarks
9c73caf7-2d7e-526e-89bc-899d59e4b319,tg:lhob:387,Annotations,1,adm.note,Dood 15 / 29,Nederlands,remarks
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Annotations,1,adm.note,Doos 4 / 21,Nederlands,remarks
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,Annotations,1,adm.note,Doos 4 / 12,Nederlands,remarks
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,Annotations,1,adm.note,Doos 14 / 10,Nederlands,remarks
c644b3f1-3028-5120-b346-3acade491b77,tg:lhob:283,Annotations,1,adm.note,Doos 12 / 14,Nederlands,remarks
ac3e0496-793d-5528-868a-a613328cbb05,tg:lhob:391,Annotations,1,adm.note,Doos 15 / 39,Nederlands,remarks
38d219e6-0832-563c-9df7-067513768aac,tg:lhob:309,Annotations,1,adm.note,Doos 13 / 9,Nederlands,remarks
604037e8-8a7e-5a12-88e4-08d91e1d670a,tg:lhob:165,Annotations,1,adm.note,Doos 5 / 5,Nederlands,remarks
49e645bb-7866-5b89-bdac-460a59910a13,tg:lhob:348,Annotations,1,adm.note,Doos 14 / 29,Nederlands,remarks
2b60201f-7e64-5135-878c-695602738bbb,tg:lhob:93,Annotations,1,adm.note,Doos 1 / 22,Nederlands,remarks
fd68364e-cf0a-5c30-b2c2-e8aaad5cd5e7,tg:lhob:173,Annotations,1,adm.note,Doos 5 / 13-14,Nederlands,remarks
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,tg:lhob:364,Annotations,1,adm.note,Doos 15 / 6,Nederlands,remarks
d98dab43-aa10-5505-a523-d4eda8ae7f11,tg:lhob:333,Annotations,1,adm.note,Doos 14 / 14,Nederlands,remarks
