ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,OriginalBrocade,1,219cf59a-4b41-5357-8f90-60d50aa95065,au::15746,keywords,,"dlod={""id"":""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065
5a61ea94-31bc-52dd-a755-d066d29d47b9,tg:lhob:379,OriginalBrocade,1,219cf59a-4b41-5357-8f90-60d50aa95065,au::15746,keywords,,"dlod={""id"":""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065
bd6a24a7-aded-52a3-b50c-56afca72e232,tg:lhob:396,OriginalBrocade,1,16c241db-e5a8-5db6-8b37-db9f53d605c0,au::11170,keywords,,"dlod={""id"":""ark:/83110/x0/16c241db-e5a8-5db6-8b37-db9f53d605c0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/16c241db-e5a8-5db6-8b37-db9f53d605c0
ab42045f-6e40-5c85-9079-435c3680d52a,tg:lhob:115,OriginalBrocade,1,ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,au::850,keywords,,"dlod={""id"":""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,OriginalBrocade,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,keywords,,"dlod={""id"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
10ca59b0-91e3-567e-998d-80535d66fd46,tg:lhob:400,OriginalBrocade,1,c9100840-f802-5909-b051-7ccef02d4533,au::9614,keywords,,"dlod={""id"":""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533
d0040669-e75c-5a8b-871b-f280d696ae37,tg:lhob:284,OriginalBrocade,1,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,keywords,,"dlod={""id"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
d0040669-e75c-5a8b-871b-f280d696ae37,tg:lhob:284,OriginalBrocade,2,0cf09914-cae9-5383-8d36-6ef83274ed73,au::1543,keywords,,"dlod={""id"":""ark:/83110/x0/0cf09914-cae9-5383-8d36-6ef83274ed73"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0cf09914-cae9-5383-8d36-6ef83274ed73
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,OriginalBrocade,1,3da0fa06-417b-5932-9938-0ab146a31387,au::4603,keywords,,"dlod={""id"":""ark:/83110/x0/3da0fa06-417b-5932-9938-0ab146a31387"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3da0fa06-417b-5932-9938-0ab146a31387
bf1d3d08-8f80-5f85-9d9d-d2958cbd6e67,tg:lhob:292,OriginalBrocade,1,644aeb61-2f93-5fbc-9530-61fb95fa01ef,au::12828,keywords,,"dlod={""id"":""ark:/83110/x0/644aeb61-2f93-5fbc-9530-61fb95fa01ef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/644aeb61-2f93-5fbc-9530-61fb95fa01ef
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,OriginalBrocade,1,c9100840-f802-5909-b051-7ccef02d4533,au::9614,keywords,,"dlod={""id"":""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533
