brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID
tg:lhph:35079,d:lh:189250,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/3_/35_/tg_lhps_35079.tif,lhph,e73_LegacyImages,image high resolution,2cbbc0e9-f4d0-54cf-8cee-ce93bb9d2485
tg:lhph:4265,d:lh:226694,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/C_/C34_Conscience_Hendrik/4265_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,e4a660bf-358a-556f-b91b-5f87f5ff8b86
tg:lhph:428,d:lh:261801,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/42_/428_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,d9021e47-7e7e-596e-9eb8-483c69083fd5
tg:lhph:4742,d:lh:220355,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/B_/B6612_Boeck_August_de/4742_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,2b39e616-9e4c-51cd-ac6b-552407bafc12
tg:lhph:48014,d:lh:253025,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48014_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,123eacd5-e6ba-5d62-aa11-6717da8499d4
tg:lhph:48015,d:lh:253024,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48015_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,b2ba0ed2-4846-54f8-9540-1e6cb7a22fda
tg:lhph:48038,d:lh:252858,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48038_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,9054b7e6-d346-5054-b67e-2d81329ee697
tg:lhph:48113,d:lh:253008,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48119_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,0df238ed-942f-50c4-8cbe-d35e7192f9ab
tg:lhph:48115,d:lh:253008,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48119_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,828ca631-022a-5e5d-96f3-e9d07ec06684
tg:lhph:48116,d:lh:253008,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_05_fotos/S_/S59_Seuphor_Michel/48119_ph.tif_VERWIJDERD,lhph,e73_LegacyImages,image high resolution,31293b0a-b6ae-523c-adf2-1f8c820e9596
